"","pval","term","direction","color"
"14/35 cell body membrane",0.00495175184397605,"GO:0032809;GO:0044298",0,"dodgerblue2"
"207/470 cell body",0.00453092016524643,"GO:0043025;GO:0044297",0,"dodgerblue2"
"8/15 intrinsic component of synaptic membrane",0.0214533316441158,"GO:0099240;GO:0098936;GO:0099055;GO:0099699",0,"skyblue2"
"62/133 neuron to neuron synapse",0.000919615682968643,"GO:0032279;GO:0098984;GO:0014069;GO:0099572",0,"dodgerblue2"
"5/10 intrinsic component of presynaptic membrane",0.0118082201155141,"GO:0046691;GO:0098889;GO:0099056",0,"skyblue2"
"34/87 postsynaptic membrane",0.0046414139647837,"GO:0045211",0,"dodgerblue2"
"60/138 synaptic membrane",0.0104530565081292,"GO:0097060",0,"skyblue2"
"59/146 nuclear membrane",0.0276438485048671,"GO:0031965",0,"skyblue2"
"55/125 intrinsic component of endoplasmic reticulum membrane",0.0245217440621608,"GO:0030176;GO:0031227",1,"lightcoral"
"14/38 intrinsic component of Golgi membrane",0.0140807491445384,"GO:0030173;GO:0031228",1,"lightcoral"
"90/248 intrinsic component of organelle membrane",0.00013754828465376,"GO:0031301;GO:0031300",1,"firebrick1"
"17/32 smooth endoplasmic reticulum",0.0465983597117496,"GO:0005790",1,"lightcoral"
"7/10 endoplasmic reticulum quality control compartment",0.00996818079691286,"GO:0044322",1,"firebrick1"
"9/9 oligosaccharyltransferase complex",0.00540720940762094,"GO:0008250",1,"firebrick1"
"296/695 endoplasmic reticulum part",1.49745429581187e-07,"GO:0044432;GO:0005789;GO:0042175;GO:0098827",1,"firebrick1"
"79/198 vesicle lumen",0.0460801460958496,"GO:0031983;GO:0034774;GO:0060205",1,"lightcoral"
"22/68 azurophil granule lumen",0.014234377181171,"GO:0035578",1,"lightcoral"
"159/427 vacuole",0.0046414139647837,"GO:0000323;GO:0005773;GO:0005764",1,"firebrick1"
"36/96 azurophil granule",0.0407640951230271,"GO:0005766;GO:0042582",1,"lightcoral"
"99/275 vacuolar part",0.0251026634659854,"GO:0044437",1,"lightcoral"
"40/110 vacuolar lumen",0.00119300270402672,"GO:0005775",1,"firebrick1"
"26/70 lysosomal lumen",0.0110192389048816,"GO:0043202",1,"lightcoral"
"33/69 endoplasmic reticulum-Golgi intermediate compartment",0.014234377181171,"GO:0005793",1,"lightcoral"
"13/18 COPI-coated vesicle",0.0276438485048671,"GO:0030137",1,"lightcoral"
"28/57 membrane coat",0.046787264044844,"GO:0030117;GO:0048475",1,"lightcoral"
"18/31 vesicle coat",0.0108121837747304,"GO:0030120",1,"lightcoral"
"32/105 microbody",0.0271161054806814,"GO:0005777;GO:0042579",1,"lightcoral"
"41/107 outer membrane",0.012519762363832,"GO:0005741;GO:0031968;GO:0019867",1,"lightcoral"
"13/42 integral component of mitochondrial membrane",0.0141676710615094,"GO:0098573;GO:0032592",1,"lightcoral"
"105/297 mitochondrial matrix",9.29120078519441e-09,"GO:0005759",1,"firebrick1"
"14/24 mitochondrial nucleoid",0.0123203666102357,"GO:0009295;GO:0042645",1,"lightcoral"
"59/101 myelin sheath",0.00527932161008541,"GO:0043209",1,"firebrick1"
"5/7 mitochondrial respiratory chain complex IV",0.0271161054806814,"GO:0005751;GO:0045277",1,"lightcoral"
"9/18 cytochrome complex",0.00809097394068852,"GO:0070069",1,"firebrick1"
"44/75 inner mitochondrial membrane protein complex",4.58205535812242e-13,"GO:0098800",1,"firebrick1"
"61/124 mitochondrial membrane part",2.18971161158061e-15,"GO:0044455",1,"firebrick1"
"284/685 organelle envelope",3.53269199410231e-09,"GO:0031967;GO:0031975",1,"firebrick1"
"7/11 mitochondrial proton-transporting ATP synthase complex",0.0044350629561269,"GO:0005753;GO:0045259",1,"firebrick1"
"4/6 mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)",0.0305469814984044,"GO:0000275;GO:0045261",1,"lightcoral"
"170/413 mitochondrial envelope",1.00088737920534e-15,"GO:0005740;GO:0031966",1,"firebrick1"
"123/291 organelle inner membrane",1.01410972855153e-15,"GO:0019866;GO:0005743",1,"firebrick1"
"32/44 respirasome",5.29881874857257e-10,"GO:0005746;GO:0070469;GO:0098803",1,"firebrick1"
"17/25 mitochondrial respiratory chain complex I",0.000392686142063932,"GO:0005747;GO:0045271;GO:0030964",1,"firebrick1"
"41/68 oxidoreductase complex",6.2204748750213e-09,"GO:1990204",1,"firebrick1"
"77/165 mitochondrial protein complex",4.58205535812242e-13,"GO:0098798",1,"firebrick1"
"4/7 mitochondrial respiratory chain complex III",0.0360429362094771,"GO:0005750;GO:0045275",1,"lightcoral"
"228/596 mitochondrial part",1.00000005116015e-15,"GO:0044429",1,"firebrick1"
"6/12 proton-transporting two-sector ATPase complex, catalytic domain",0.0234038400626555,"GO:0033178",1,"lightcoral"
"250/515 membrane protein complex",4.36577926198852e-05,"GO:0098796",1,"firebrick1"
"7/10 proton-transporting two-sector ATPase complex, proton-transporting domain",0.00453092016524643,"GO:0033177",1,"firebrick1"
"5/6 mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",0.019647300015577,"GO:0000276;GO:0045263",1,"lightcoral"
"14/29 proton-transporting two-sector ATPase complex",0.000581364611283093,"GO:0016469",1,"firebrick1"
