"","pval","term","direction","color"
"1/34 dynein complex",0.00970162497806599,"GO:0030286",0,"dodgerblue2"
"1/18 axonemal dynein complex",0.00375407834029687,"GO:0005858",0,"dodgerblue2"
"2/116 microtubule associated complex",0.00319099571072628,"GO:0005875",0,"dodgerblue2"
"5/348 cytoplasmic region",3.4207503997696e-06,"GO:0099568",0,"dodgerblue2"
"2/133 plasma membrane bounded cell projection cytoplasm",5.57705107175203e-06,"GO:0005930;GO:0032838;GO:0097014",0,"dodgerblue2"
"1/34 axoneme part",8.93837983888212e-06,"GO:0044447",0,"dodgerblue2"
"0/42 kinesin complex",0.0191195478967771,"GO:0005871",0,"skyblue2"
"1/40 ciliary tip",0.0223340197089752,"GO:0097542",0,"skyblue2"
"3/104 ciliary basal body",0.0145977611354341,"GO:0036064",0,"skyblue2"
"8/439 microtubule organizing center",0.00093531313566548,"GO:0005813;GO:0005815",0,"dodgerblue2"
"13/701 microtubule cytoskeleton",3.54724794307211e-05,"GO:0015630",0,"dodgerblue2"
"9/104 extrinsic component of plasma membrane",0.00292115970023645,"GO:0019897",0,"dodgerblue2"
"11/251 side of membrane",0.0092344463235845,"GO:0098552",0,"dodgerblue2"
"2/93 actin-based cell projection",0.0147997076428574,"GO:0098858",0,"skyblue2"
"5/131 myofibril",0.0405928983314044,"GO:0030016;GO:0030017",0,"skyblue2"
"5/155 contractile fiber",0.0145977611354341,"GO:0043292;GO:0044449",0,"skyblue2"
"16/452 perinuclear region of cytoplasm",0.000387839520211966,"GO:0048471",0,"dodgerblue2"
"0/16 messenger ribonucleoprotein complex",0.0230623362446253,"GO:1990124",0,"skyblue2"
"18/470 cell body",2.77495749310637e-05,"GO:0043025;GO:0044297",0,"dodgerblue2"
"4/65 perikaryon",0.0105477342686653,"GO:0043204",0,"skyblue2"
"3/8 region of cytosol",0.00319099571072628,"GO:0099522;GO:0099524",0,"dodgerblue2"
"10/110 neuron spine",0.00026958190608448,"GO:0043197;GO:0044309",0,"dodgerblue2"
"21/393 dendritic tree",0.0161138455253579,"GO:0030425;GO:0097447",0,"skyblue2"
"22/569 somatodendritic compartment",0.00140242093630727,"GO:0036477",0,"dodgerblue2"
"5/25 potassium channel complex",0.0181941848592896,"GO:0008076;GO:0034705",0,"skyblue2"
"27/547 plasma membrane region",8.07998380666303e-05,"GO:0098590",0,"dodgerblue2"
"9/73 presynaptic membrane",0.0181941848592896,"GO:0042734",0,"skyblue2"
"12/138 synaptic membrane",0.000618196733565227,"GO:0097060",0,"dodgerblue2"
"4/15 intrinsic component of synaptic membrane",0.04629483945682,"GO:0099240;GO:0098936;GO:0099055;GO:0099699",0,"skyblue2"
"11/133 neuron to neuron synapse",2.10234922545611e-06,"GO:0032279;GO:0098984;GO:0014069;GO:0099572",0,"dodgerblue2"
"3/10 integral component of presynaptic membrane",0.0092344463235845,"GO:0046691;GO:0098889;GO:0099056",0,"dodgerblue2"
"9/87 postsynaptic membrane",0.00184725645002799,"GO:0045211",0,"dodgerblue2"
"14/228 postsynapse",3.35408745453415e-05,"GO:0098794",0,"dodgerblue2"
"7/118 neuron projection terminus",0.00234344013302573,"GO:0043679;GO:0044306",0,"dodgerblue2"
"5/81 terminal bouton",0.0156843173333007,"GO:0043195",0,"skyblue2"
"13/422 axon",2.81822419045106e-06,"GO:0030424",0,"dodgerblue2"
"10/259 axon part",0.000133448250905717,"GO:0033267;GO:0150034",0,"dodgerblue2"
"3/84 neuromuscular junction",0.00203683171676902,"GO:0031594",0,"dodgerblue2"
"23/523 synapse",2.39975416258806e-08,"GO:0045202;GO:0044456",0,"dodgerblue2"
"6/49 presynaptic active zone",0.0488392350229195,"GO:0048786",0,"skyblue2"
"17/282 presynapse",0.00375407834029687,"GO:0098793",0,"dodgerblue2"
"18/286 cell surface",0.0092344463235845,"GO:0009986",0,"dodgerblue2"
"38/556 intrinsic component of plasma membrane",0.000237766750143558,"GO:0005887;GO:0031226",0,"dodgerblue2"
"1/6 acetylcholine-gated channel complex",0.0410893914383429,"GO:0005892",0,"skyblue2"
"1/130 site of polarized growth",0.0232858757715615,"GO:0030426;GO:0030427",0,"skyblue2"
"3/92 lamellipodium",0.0092344463235845,"GO:0030027",0,"dodgerblue2"
"8/214 cell leading edge",0.0275115241126646,"GO:0031252",0,"skyblue2"
"2/78 apical junction complex",0.0373790651009975,"GO:0070160;GO:0043296",0,"skyblue2"
"2/40 cell-cell contact zone",0.0493500178293087,"GO:0014704;GO:0044291",0,"skyblue2"
"2/145 anchoring junction",0.0229809593800713,"GO:0005912;GO:0070161",0,"skyblue2"
"7/323 cell junction",4.42429723057105e-05,"GO:0030054",0,"dodgerblue2"
"6/199 cell-cell junction",3.02248949659621e-06,"GO:0005911",0,"dodgerblue2"
"1/40 cell-cell adherens junction",0.0055606005006892,"GO:0005913",0,"dodgerblue2"
"4/224 cell cortex",0.0380861034281469,"GO:0005938",0,"skyblue2"
"1/63 cell cortex region",0.0381422236068517,"GO:0045179;GO:0099738",0,"skyblue2"
"2/62 basal part of cell",0.0322237862637769,"GO:0045178",0,"skyblue2"
"12/206 apical plasma membrane",0.00617565287156492,"GO:0016324",0,"dodgerblue2"
"14/300 apical part of cell",0.0156843173333007,"GO:0045177",0,"skyblue2"
