"","pval","term","direction","color"
"33/557 regulation of cellular localization",0.0418492998658932,"GO:0060341",0,"skyblue2"
"12/190 positive regulation of cellular protein localization",0.0140475986717773,"GO:1903829",0,"skyblue2"
"43/436 regulation of establishment of protein localization",0.0190762280607497,"GO:0090087;GO:0051223;GO:0070201",0,"skyblue2"
"1/20 positive regulation of insulin secretion involved in cellular response to glucose stimulus",0.0418492998658932,"GO:0035774",0,"skyblue2"
"29/249 regulation of peptide secretion",0.0352878073353573,"GO:0002791;GO:0050708",0,"skyblue2"
"12/131 positive regulation of peptide secretion",0.0335867796467454,"GO:0002793;GO:0050714",0,"skyblue2"
"54/601 regulation of protein localization",0.00202034378941921,"GO:0032880",0,"dodgerblue2"
"19/230 positive regulation of establishment of protein localization",0.00655642713883975,"GO:0051222;GO:1904951",0,"dodgerblue2"
"24/175 response to mechanical stimulus",0.000467179932222488,"GO:0009612",0,"dodgerblue2"
"3/24 response to auditory stimulus",0.0219405873937622,"GO:0010996",0,"skyblue2"
"37/259 G protein-coupled receptor signaling pathway",0.0220958009650828,"GO:0007186",0,"skyblue2"
"5/36 phospholipase C-activating G protein-coupled receptor signaling pathway",0.0254089787738371,"GO:0007200",0,"skyblue2"
"9/77 sensory perception of pain",0.00171351537500215,"GO:0019233",0,"dodgerblue2"
"8/48 detection of mechanical stimulus",0.00924041167433789,"GO:0050982",0,"dodgerblue2"
"1/6 calcium activated phosphatidylcholine scrambling",0.00729911694988713,"GO:0015705;GO:0061588;GO:0061590;GO:0061591",0,"dodgerblue2"
"1/8 plasma membrane phospholipid scrambling",0.0302845984371185,"GO:0017121",0,"skyblue2"
"6/25 response to dopamine",0.00623217574277342,"GO:1903350;GO:1903351",0,"dodgerblue2"
"13/115 response to ammonium ion",0.0287896541831896,"GO:0060359",0,"skyblue2"
"9/64 cellular response to ammonium ion",0.0111663805983593,"GO:0071242",0,"skyblue2"
"7/38 response to monoamine",0.0468191360687332,"GO:0071867;GO:0071868;GO:0071869;GO:0071870",0,"skyblue2"
"34/379 cellular response to nitrogen compound",0.000572264332002822,"GO:1901699;GO:0071417",0,"dodgerblue2"
"25/250 response to acid chemical",0.0183852203784959,"GO:0001101",0,"skyblue2"
"4/58 response to retinoic acid",0.0168084266727869,"GO:0032526",0,"skyblue2"
"7/100 cellular response to acid chemical",0.00264637015908164,"GO:0071229",0,"dodgerblue2"
"53/529 cellular response to oxygen-containing compound",8.54806149240082e-05,"GO:1901701",0,"dodgerblue2"
"49/529 response to hormone",0.0163276222304401,"GO:0009725",0,"skyblue2"
"9/90 response to estradiol",0.0495665838925188,"GO:0032355",0,"skyblue2"
"19/202 cellular response to peptide",0.0198316499830656,"GO:0071375;GO:1901653",0,"skyblue2"
"60/683 response to nitrogen compound",0.0381766663651127,"GO:0010243;GO:1901698",0,"skyblue2"
"26/290 response to peptide",0.0111900816038159,"GO:0043434;GO:1901652",0,"skyblue2"
"31/314 cellular response to hormone stimulus",0.00860589749490423,"GO:0032870",0,"dodgerblue2"
"65/628 cellular response to endogenous stimulus",1.49104116108914e-05,"GO:0071495",0,"dodgerblue2"
"74/715 cell morphogenesis",4.60623104109543e-08,"GO:0000902;GO:0031175",0,"dodgerblue2"
"2/32 epithelial cell morphogenesis",0.0150434837713595,"GO:0003382",0,"skyblue2"
"31/408 taxis",0.00011197054169714,"GO:0006935;GO:0042330",0,"dodgerblue2"
"42/396 axon development",1.12302996683282e-05,"GO:0007409;GO:0061564",0,"dodgerblue2"
"61/589 cell morphogenesis involved in differentiation",2.25920290666138e-06,"GO:0000904;GO:0048812;GO:0120039;GO:0048858;GO:0032990;GO:0048667",0,"dodgerblue2"
"24/280 neuron projection guidance",0.00315731298567982,"GO:0007411;GO:0097485",0,"dodgerblue2"
"21/220 regulation of synapse structure or activity",0.00241168588400511,"GO:0050807;GO:0050803",0,"dodgerblue2"
"6/15 regulation of synaptic activity",0.000179997208654166,"GO:0060025",0,"dodgerblue2"
"15/150 developmental growth involved in morphogenesis",0.0192735781718299,"GO:0060560",0,"skyblue2"
"7/71 neuron projection extension",0.049777746783299,"GO:0048675;GO:1990138",0,"skyblue2"
"10/139 cell growth",0.0103865044554192,"GO:0016049;GO:0048588",0,"skyblue2"
"40/443 growth",0.000103662669449311,"GO:0048589;GO:0040007",0,"dodgerblue2"
"3/11 optic nerve morphogenesis",0.00529229291665312,"GO:0021631",0,"dodgerblue2"
"12/130 neural precursor cell proliferation",0.00790521038788229,"GO:0007405;GO:0061351;GO:0072089",0,"dodgerblue2"
"48/518 cell population proliferation",0.00337554481395015,"GO:0008283",0,"dodgerblue2"
"47/448 positive regulation of cell population proliferation",0.00197728880854337,"GO:0008284",0,"dodgerblue2"
"5/13 positive regulation of myoblast proliferation",5.07469322253793e-05,"GO:2000288;GO:2000291",0,"dodgerblue2"
"6/21 anatomical structure arrangement",0.00116653566205747,"GO:0048532",0,"dodgerblue2"
"69/670 central nervous system development",1.29055319636174e-06,"GO:0007417;GO:0007420;GO:0060322",0,"dodgerblue2"
"4/14 cranial nerve structural organization",0.00110284924560681,"GO:0021604",0,"dodgerblue2"
"6/38 cranial nerve morphogenesis",0.00745396849776613,"GO:0021602",0,"dodgerblue2"
"18/75 nerve development",0.00051407883983144,"GO:0021675",0,"dodgerblue2"
"9/54 cranial nerve development",0.00756946793452756,"GO:0021545",0,"dodgerblue2"
"4/16 optic nerve development",0.0446506724382362,"GO:0021554",0,"skyblue2"
"17/174 adult behavior",0.0202968782519883,"GO:0030534",0,"skyblue2"
"6/39 male courtship behavior",0.000591472831031693,"GO:0008049",0,"dodgerblue2"
"14/93 mating",1.32228051077905e-07,"GO:0007617;GO:0007618",0,"dodgerblue2"
"11/65 courtship behavior",2.92237892254479e-08,"GO:0007619;GO:0060179",0,"dodgerblue2"
"18/148 reproductive behavior",2.66639872435542e-05,"GO:0019098",0,"dodgerblue2"
"5/14 mating behavior, sex discrimination",0.000702155688429429,"GO:0048047",0,"dodgerblue2"
"18/80 sensory perception of chemical stimulus",0.000154846648020839,"GO:0007606",0,"dodgerblue2"
"4/20 sensory perception of taste",0.00426845901674486,"GO:0050909",0,"dodgerblue2"
"21/180 detection of stimulus",0.00169868206093813,"GO:0051606",0,"dodgerblue2"
"8/49 detection of visible light",0.00284107766481116,"GO:0009584",0,"dodgerblue2"
"14/120 detection of abiotic stimulus",0.000632223386048528,"GO:0009581;GO:0009582",0,"dodgerblue2"
"8/72 detection of light stimulus",0.008440305024085,"GO:0009583",0,"dodgerblue2"
"8/79 neuromuscular process",0.00180554161019586,"GO:0050905",0,"dodgerblue2"
"3/20 startle response",0.000591472831031693,"GO:0001964",0,"dodgerblue2"
"69/595 nervous system process",6.31974149954891e-08,"GO:0050877",0,"dodgerblue2"
"12/76 detection of stimulus involved in sensory perception",0.00022461156708417,"GO:0050906",0,"dodgerblue2"
"3/14 detection of mechanical stimulus involved in sensory perception of pain",0.0257838608723306,"GO:0050966",0,"skyblue2"
"45/332 sensory perception",1.0646276397076e-06,"GO:0007600",0,"dodgerblue2"
"20/151 sensory perception of mechanical stimulus",0.0153650088463514,"GO:0007605;GO:0050954",0,"skyblue2"
"4/13 regulation of circadian sleep/wake cycle, non-REM sleep",0.000602918147235224,"GO:0045188",0,"dodgerblue2"
"8/35 regulation of circadian sleep/wake cycle, sleep",0.00303284901069004,"GO:0045187",0,"dodgerblue2"
"12/47 regulation of circadian sleep/wake cycle",0.00565681897038662,"GO:0042749",0,"dodgerblue2"
"16/97 regulation of circadian rhythm",0.00241168588400511,"GO:0042752",0,"dodgerblue2"
"7/27 positive regulation of circadian rhythm",0.0052174731115038,"GO:0042753",0,"dodgerblue2"
"6/20 positive regulation of circadian sleep/wake cycle, sleep",0.00426845901674486,"GO:0045938",0,"dodgerblue2"
"10/68 positive regulation of behavior",0.0287896541831896,"GO:0048520",0,"skyblue2"
"23/175 regulation of behavior",0.00581685387628985,"GO:0050795",0,"dodgerblue2"
"10/52 sleep",0.0412140832288016,"GO:0030431",0,"skyblue2"
"13/112 chemosensory behavior",0.00237202903294025,"GO:0007635",0,"dodgerblue2"
"4/12 proboscis extension reflex",0.00286912177728596,"GO:0007637;GO:0051780;GO:0086015;GO:0086018;GO:0086070",0,"dodgerblue2"
"3/20 cardiac muscle cell contraction",0.0399611409784551,"GO:0086002;GO:0086003",0,"skyblue2"
"21/338 actin filament-based process",0.0200608620139076,"GO:0030029;GO:0030036",0,"skyblue2"
"7/65 actin filament-based movement",0.022627125324162,"GO:0030048;GO:0070252",0,"skyblue2"
"27/220 regulation of membrane potential",1.38624362894301e-05,"GO:0042391",0,"dodgerblue2"
"13/65 action potential",0.000200071048665792,"GO:0001508",0,"dodgerblue2"
"7/27 neuronal action potential",0.000609767696960633,"GO:0019228",0,"dodgerblue2"
"10/40 transmission of nerve impulse",0.00367857028103701,"GO:0019226",0,"dodgerblue2"
"10/55 multicellular organismal signaling",0.00155154082377037,"GO:0035637",0,"dodgerblue2"
"12/119 regulation of muscle system process",0.0342952450075152,"GO:0090257",0,"skyblue2"
"9/83 regulation of muscle contraction",0.00929710390095552,"GO:0006937",0,"dodgerblue2"
"33/296 regulation of system process",0.0130615069501933,"GO:0044057",0,"skyblue2"
"3/13 cell-cell signaling involved in cardiac conduction",0.00463911075459775,"GO:0086014;GO:0086019;GO:0086026;GO:0086066",0,"dodgerblue2"
"3/17 cell communication involved in cardiac conduction",0.0143713590413253,"GO:0086065",0,"skyblue2"
"4/24 cardiac muscle cell action potential",0.0462764588950334,"GO:0086001",0,"skyblue2"
"4/19 regulation of heart rate by cardiac conduction",0.00286912177728596,"GO:0086091",0,"dodgerblue2"
"4/16 membrane repolarization during action potential",0.0098722054922349,"GO:0086009;GO:0086011;GO:0086013;GO:0099622",0,"dodgerblue2"
"16/135 regulation of blood circulation",0.0205254056878025,"GO:0008016;GO:1903522",0,"skyblue2"
"4/28 cardiac conduction",0.00286912177728596,"GO:0061337",0,"dodgerblue2"
"11/65 potassium ion transport",0.0361101267967725,"GO:0006813;GO:0071805",0,"skyblue2"
"3/11 neuronal signal transduction",0.00124458329265228,"GO:0023041",0,"dodgerblue2"
"22/255 response to oxygen levels",0.0219463980466542,"GO:0001666;GO:0036293;GO:0070482",0,"skyblue2"
"4/17 potassium ion homeostasis",0.00202034378941921,"GO:0055075",0,"dodgerblue2"
"29/231 divalent inorganic cation homeostasis",0.0159644353474654,"GO:0006874;GO:0055074;GO:0072503;GO:0072507",0,"skyblue2"
"7/17 magnesium ion homeostasis",0.000881220522184072,"GO:0010960",0,"dodgerblue2"
"18/137 regulation of cytosolic calcium ion concentration",0.00345963068962393,"GO:0051480",0,"dodgerblue2"
"5/17 negative regulation of cytosolic calcium ion concentration",0.037024092011028,"GO:0051481",0,"skyblue2"
"7/80 negative regulation of ion transport",0.036093732113103,"GO:0043271",0,"skyblue2"
"19/262 negative regulation of transport",0.0400788133782516,"GO:0051051",0,"skyblue2"
"3/17 positive regulation of potassium ion transmembrane transport",0.0204362414812275,"GO:1901018;GO:1901381",0,"skyblue2"
"10/135 positive regulation of ion transport",0.00360842092751315,"GO:0043270",0,"dodgerblue2"
"7/62 positive regulation of ion transmembrane transport",0.0207936547238121,"GO:0034767;GO:1904064",0,"skyblue2"
"22/255 regulation of ion transport",0.0257984480938417,"GO:0043269",0,"skyblue2"
"3/23 positive regulation of potassium ion transport",0.0205254056878025,"GO:0043268",0,"skyblue2"
"52/550 positive regulation of transport",0.000258874999420314,"GO:0051050",0,"dodgerblue2"
"4/11 positive regulation of voltage-gated potassium channel activity",0.00364918454221953,"GO:0021633;GO:0048150;GO:0060372;GO:0086028;GO:0086069;GO:0086043;GO:0086050;GO:0086052;GO:0098914;GO:0099624;GO:1903818",0,"dodgerblue2"
"4/30 regulation of potassium ion transmembrane transport",0.0334901734235437,"GO:1901016;GO:1901379",0,"skyblue2"
"8/73 regulation of cation channel activity",0.0020075846294618,"GO:2001257",0,"dodgerblue2"
"5/38 positive regulation of ion transmembrane transporter activity",0.00182892661940609,"GO:0032414;GO:2001259",0,"dodgerblue2"
"9/110 regulation of transporter activity",0.0110874879410051,"GO:0022898;GO:0032409;GO:0032412",0,"skyblue2"
"6/46 positive regulation of transporter activity",0.0274479057303152,"GO:0032411",0,"skyblue2"
"6/84 positive regulation of synaptic transmission",0.0114301937247952,"GO:0050806",0,"skyblue2"
"5/108 regulation of synaptic plasticity",0.03663439316593,"GO:0048167",0,"skyblue2"
"21/242 regulation of trans-synaptic signaling",0.00445161210148484,"GO:0050804;GO:0099177",0,"dodgerblue2"
"10/78 regulation of response to drug",0.00544457997513258,"GO:2001023",0,"dodgerblue2"
"4/30 positive regulation of response to drug",0.0342952450075152,"GO:2001025",0,"skyblue2"
"7/70 regulation of amine transport",0.0248945866581976,"GO:0051952",0,"skyblue2"
"41/424 regulation of secretion",0.0047424232999319,"GO:1903530;GO:0051046",0,"dodgerblue2"
"9/54 regulation of feeding behavior",0.0462764588950334,"GO:0060259",0,"skyblue2"
"25/241 locomotory behavior",6.2290141420853e-05,"GO:0007626",0,"dodgerblue2"
"4/12 locomotion involved in locomotory behavior",0.0103423017640178,"GO:0031987",0,"skyblue2"
"8/43 regulation of postsynaptic membrane potential",0.000591472831031693,"GO:0060078;GO:0060079;GO:0099565",0,"dodgerblue2"
"66/541 cell-cell signaling",0.000265762817792196,"GO:0007267",0,"dodgerblue2"
"43/308 synaptic signaling",0.000200071048665792,"GO:0007268;GO:0098916;GO:0099537;GO:0099536",0,"dodgerblue2"
"2/13 medium-term memory",0.0251076716827229,"GO:0072375",0,"skyblue2"
"9/103 associative learning",0.0362533986209318,"GO:0008306",0,"skyblue2"
"73/694 behavior",1.00869640963313e-06,"GO:0007610",0,"dodgerblue2"
"17/145 learning",0.0105386938865692,"GO:0007612",0,"skyblue2"
"29/279 cognition",2.73344824745017e-05,"GO:0007611;GO:0050890",0,"dodgerblue2"
"4/15 sensory processing",0.0071500070905518,"GO:0050893",0,"dodgerblue2"
"6/53 hematopoietic progenitor cell differentiation",0.0417220875982268,"GO:0002244",0,"skyblue2"
"8/70 cell-cell junction assembly",0.0216542259247241,"GO:0007043;GO:0043297",0,"skyblue2"
"19/144 cell junction organization",0.00623217574277342,"GO:0034329;GO:0034330;GO:0045216",0,"dodgerblue2"
"16/244 establishment or maintenance of cell polarity",0.000413411664859198,"GO:0007163",0,"dodgerblue2"
"7/114 establishment of cell polarity",0.0167255487515097,"GO:0030010",0,"skyblue2"
"2/9 protein localization to cell cortex",0.0254089787738371,"GO:0072697",0,"skyblue2"
"10/125 cell fate determination",0.0219840856515703,"GO:0001709",0,"skyblue2"
"35/326 cell fate commitment",3.46078706203338e-05,"GO:0045165",0,"dodgerblue2"
"39/452 RNA biosynthetic process",0.0110874879410051,"GO:0006351;GO:0097659;GO:0032774;GO:0006366",0,"skyblue2"
"41/396 muscle structure development",0.00340249371638121,"GO:0061061",0,"dodgerblue2"
"6/26 skeletal muscle cell differentiation",0.0384776908724339,"GO:0035914",0,"skyblue2"
"23/215 muscle organ development",0.00623217574277342,"GO:0007517",0,"dodgerblue2"
"14/87 skeletal muscle tissue development",0.0387592566113189,"GO:0007519",0,"skyblue2"
"59/571 positive regulation of transcription by RNA polymerase II",1.91702037527528e-07,"GO:0045944",0,"dodgerblue2"
"2/6 telencephalon regionalization",0.0471594009495933,"GO:0021978",0,"skyblue2"
"30/242 forebrain development",0.0329027035627414,"GO:0030900",0,"skyblue2"
"26/218 development of primary sexual characteristics",0.0227488239398365,"GO:0008406;GO:0045137",0,"skyblue2"
"9/78 placenta development",0.0487384490105397,"GO:0001890",0,"skyblue2"
"35/368 reproductive system development",0.00426286111571505,"GO:0048608;GO:0007548;GO:0061458",0,"dodgerblue2"
"20/331 negative regulation of phosphorus metabolic process",0.0321419819182014,"GO:0001933;GO:0042326;GO:0045936;GO:0010563",0,"skyblue2"
"7/78 regulation of epithelial cell differentiation",0.00284107766481116,"GO:0030856",0,"dodgerblue2"
"5/51 regulation of epidermis development",0.0412140832288016,"GO:0045682",0,"skyblue2"
"36/400 negative regulation of cell population proliferation",0.00101778331558298,"GO:0008285",0,"dodgerblue2"
"13/196 regulation of epithelial cell proliferation",0.00993781934411077,"GO:0050678",0,"dodgerblue2"
"12/159 regulation of cell-cell adhesion",0.046537238736376,"GO:0022407",0,"skyblue2"
"16/267 regulation of cell adhesion",0.0186356072137009,"GO:0030155",0,"skyblue2"
"6/18 presynapse assembly",0.037024092011028,"GO:0099054",0,"skyblue2"
"15/223 regulation of Wnt signaling pathway",0.0140475986717773,"GO:0030111;GO:0060828",0,"skyblue2"
"10/118 negative regulation of Wnt signaling pathway",0.00993781934411077,"GO:0030178;GO:0090090",0,"dodgerblue2"
"60/631 positive regulation of protein modification process",0.0362533986209318,"GO:0031401",0,"skyblue2"
"0/5 non-canonical Wnt signaling pathway via JNK cascade",0.0414566212671821,"GO:0038031",0,"skyblue2"
"43/576 regulation of cell projection organization",0.00166310418520174,"GO:0010975;GO:0045664;GO:0120035;GO:0031344",0,"dodgerblue2"
"2/9 regulation of eye photoreceptor cell development",0.0433807111020581,"GO:0042478",1,"lightcoral"
"9/124 regulation of dendrite development",0.0495665838925188,"GO:0050773",0,"skyblue2"
"11/147 regulation of axonogenesis",0.0196275441347439,"GO:0050770",0,"skyblue2"
"25/324 regulation of cell morphogenesis",0.00419549948765397,"GO:0022604",0,"dodgerblue2"
"15/224 regulation of cell morphogenesis involved in differentiation",0.0374542312064913,"GO:0010769",0,"skyblue2"
"57/591 regulation of anatomical structure morphogenesis",5.07469322253793e-05,"GO:0022603",0,"dodgerblue2"
"0/10 positive regulation of non-canonical Wnt signaling pathway",0.0386668989716971,"GO:2000052",0,"skyblue2"
"35/421 positive regulation of cell development",0.0372240776655095,"GO:0010720;GO:0050769;GO:0051962",0,"skyblue2"
"62/752 regulation of nervous system development",0.00163400644806762,"GO:0060284;GO:0050767;GO:0051960",0,"dodgerblue2"
"13/198 regulation of cell size",0.0219840856515703,"GO:0008361",0,"skyblue2"
"28/410 regulation of developmental growth",0.000265762817792196,"GO:0048638",0,"dodgerblue2"
"19/216 positive regulation of developmental growth",0.000892934932237671,"GO:0048639",0,"dodgerblue2"
"26/294 positive regulation of growth",0.00960187311227302,"GO:0045927",0,"dodgerblue2"
"45/607 regulation of growth",0.000355383294654975,"GO:0040008",0,"dodgerblue2"
"8/73 positive regulation of multicellular organism growth",0.0101009293958376,"GO:0040018",0,"skyblue2"
"15/210 negative regulation of growth",0.00426845901674486,"GO:0045926",0,"dodgerblue2"
"58/705 negative regulation of multicellular organismal process",0.000377597183807976,"GO:0051241;GO:0051093",0,"dodgerblue2"
"40/406 negative regulation of cell differentiation",0.045135959940423,"GO:0045596",0,"skyblue2"
"5/37 negative regulation of muscle cell differentiation",0.00589954624054863,"GO:0051148",0,"dodgerblue2"
"11/70 regulation of cardiac muscle tissue development",0.0200608620139076,"GO:0055024",0,"skyblue2"
"58/557 positive regulation of cell differentiation",0.00659447674761156,"GO:0045597",0,"dodgerblue2"
"4/38 positive regulation of striated muscle cell differentiation",0.0192735781718299,"GO:0051155",0,"skyblue2"
