"","pval","term","direction","color"
"1/14 guanylate cyclase complex, soluble",0.0165512426969659,"GO:0008074",0,"skyblue2"
"13/165 cytosolic part",0.000710527178221501,"GO:0044445",1,"firebrick1"
"5/53 small ribosomal subunit",0.00200688719637629,"GO:0015935",1,"firebrick1"
"3/32 cytosolic small ribosomal subunit",0.000374698477337813,"GO:0022627",1,"firebrick1"
"2/23 rough endoplasmic reticulum membrane",0.0212842872493033,"GO:0030867",1,"lightcoral"
"57/695 endoplasmic reticulum part",5.11112018118933e-06,"GO:0044432;GO:0005789;GO:0042175;GO:0098827",1,"firebrick1"
"2/57 polysome",0.00312092083198441,"GO:0005844",1,"firebrick1"
"2/20 polysomal ribosome",0.00633457130574472,"GO:0042788",1,"firebrick1"
"1/49 cytosolic large ribosomal subunit",1.54200019884917e-08,"GO:0022625",1,"firebrick1"
"9/151 ribosome",1.54200019884917e-08,"GO:0005840;GO:0044391",1,"firebrick1"
"1/81 large ribosomal subunit",1.83960255234426e-07,"GO:0015934",1,"firebrick1"
"6/87 cytosolic ribosome",8.44611853313236e-11,"GO:0022626",1,"firebrick1"
"1/13 cytoplasmic side of rough endoplasmic reticulum membrane",0.00403637547450098,"GO:0098556",1,"firebrick1"
"6/42 integral component of mitochondrial membrane",0.00599961006545812,"GO:0098573;GO:0032592",1,"firebrick1"
"2/38 intrinsic component of Golgi membrane",0.0207160935051288,"GO:0030173;GO:0031228",1,"lightcoral"
"24/248 intrinsic component of organelle membrane",0.000468974088966554,"GO:0031301;GO:0031300",1,"firebrick1"
"8/101 myelin sheath",0.0272509108590488,"GO:0043209",1,"lightcoral"
"10/107 outer membrane",0.0212842872493033,"GO:0005741;GO:0031968;GO:0019867",1,"lightcoral"
"53/515 membrane protein complex",0.000362865445270482,"GO:0098796",1,"firebrick1"
"2/29 proton-transporting two-sector ATPase complex",0.0108250134388743,"GO:0016469",1,"lightcoral"
"2/10 proton-transporting two-sector ATPase complex, proton-transporting domain",0.020105800038912,"GO:0033177",1,"lightcoral"
"3/18 cytochrome complex",0.0154211324388296,"GO:0070069",1,"lightcoral"
"7/75 inner mitochondrial membrane protein complex",1.14288018334664e-10,"GO:0098800",1,"firebrick1"
"12/124 mitochondrial membrane part",7.1384553734651e-14,"GO:0044455",1,"firebrick1"
"50/685 organelle envelope",8.41889855523468e-08,"GO:0031967;GO:0031975",1,"firebrick1"
"33/413 mitochondrial envelope",1.02323336718459e-15,"GO:0005740;GO:0031966",1,"firebrick1"
"2/14 TIM23 mitochondrial import inner membrane translocase complex",0.0198940668353106,"GO:0005744",1,"lightcoral"
"11/165 mitochondrial protein complex",2.24476354841755e-11,"GO:0098798",1,"firebrick1"
"21/291 organelle inner membrane",2.10628782171807e-15,"GO:0019866;GO:0005743",1,"firebrick1"
"4/44 respirasome",5.53524638900383e-08,"GO:0005746;GO:0070469;GO:0098803",1,"firebrick1"
"2/25 NADH dehydrogenase complex",0.00174384583577678,"GO:0005747;GO:0045271;GO:0030964",1,"firebrick1"
"6/68 oxidoreductase complex",9.75689165820577e-08,"GO:1990204",1,"firebrick1"
"14/297 mitochondrial matrix",1.08225945949583e-06,"GO:0005759",1,"firebrick1"
"41/596 mitochondrial part",1.00003786088066e-15,"GO:0044429",1,"firebrick1"
