"","pval","term","direction","color"
"0/108 electron transport chain",1.05316702567882e-08,"GO:0022900",1,"firebrick1"
"0/62 respiratory electron transport chain",3.72562456514552e-06,"GO:0022904;GO:0042773;GO:0042775",1,"firebrick1"
"19/652 organophosphate metabolic process",3.87826908744528e-07,"GO:0019637",1,"firebrick1"
"0/14 deoxyribonucleotide catabolic process",0.0241280992552303,"GO:0009264;GO:0046386",1,"lightcoral"
"1/23 deoxyribonucleotide metabolic process",0.048200871431075,"GO:0009394;GO:0009262;GO:0019692",1,"lightcoral"
"1/158 nucleoside triphosphate metabolic process",3.9764346495018e-06,"GO:0046034;GO:0009205;GO:0009144;GO:0009199;GO:0009141",1,"firebrick1"
"6/327 purine-containing compound metabolic process",2.5987292619684e-05,"GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693",1,"firebrick1"
"0/14 energy coupled proton transport, down electrochemical gradient",0.0481491956643583,"GO:0015985;GO:0015986;GO:0042776",1,"lightcoral"
"10/452 nucleobase-containing small molecule metabolic process",1.35822249590276e-06,"GO:0009117;GO:0006753;GO:0055086",1,"firebrick1"
"2/163 nucleoside monophosphate metabolic process",0.000130687014233204,"GO:0009123;GO:0009126;GO:0009161;GO:0009167",1,"firebrick1"
"2/80 dicarboxylic acid metabolic process",0.021725943262321,"GO:0043648",1,"lightcoral"
"8/171 cofactor biosynthetic process",0.0223693211516719,"GO:0009108;GO:0051188",1,"lightcoral"
"4/105 oxidoreduction coenzyme metabolic process",0.0177339271025933,"GO:0006733;GO:0046496;GO:0019362;GO:0072524",1,"lightcoral"
"7/240 coenzyme metabolic process",0.000546723959022182,"GO:0006732",1,"firebrick1"
"14/370 cofactor metabolic process",1.28026738353384e-05,"GO:0051186",1,"firebrick1"
"6/143 cellular modified amino acid metabolic process",0.000637578841455617,"GO:0006575",1,"firebrick1"
"1/13 amino-acid betaine metabolic process",0.00713760102434246,"GO:0006577",1,"firebrick1"
"0/17 phosphatidylethanolamine metabolic process",0.00541450746210726,"GO:0046337",1,"firebrick1"
"6/121 ammonium ion metabolic process",0.00230437196391194,"GO:0097164",1,"firebrick1"
"6/248 sulfur compound metabolic process",0.0105379721962974,"GO:0006790",1,"lightcoral"
"2/19 cellular biogenic amine catabolic process",0.00175518598006488,"GO:0042402;GO:0009310",1,"firebrick1"
"3/47 cellular biogenic amine metabolic process",0.00257709077702415,"GO:0006576;GO:0044106;GO:0009308",1,"firebrick1"
"2/9 choline metabolic process",0.0046408955071197,"GO:0019695;GO:0042426",1,"firebrick1"
"1/89 cellular amino acid catabolic process",0.00321578181506059,"GO:1901606;GO:0009063",1,"firebrick1"
"4/272 small molecule catabolic process",1.04897978241399e-05,"GO:0044282",1,"firebrick1"
"3/174 carboxylic acid catabolic process",3.9764346495018e-06,"GO:0046395;GO:0016054",1,"firebrick1"
"2/16 neurotransmitter catabolic process",0.00435278319874312,"GO:0042135",1,"firebrick1"
"5/169 alpha-amino acid metabolic process",0.00836853401138782,"GO:1901605",1,"firebrick1"
"24/652 organic acid metabolic process",6.98316800887577e-07,"GO:0006082;GO:0019752;GO:0043436",1,"firebrick1"
"5/227 cellular amino acid metabolic process",0.00734796152693671,"GO:0006520",1,"firebrick1"
"13/406 small molecule biosynthetic process",0.000851080745437441,"GO:0044283",1,"firebrick1"
"1/64 alcohol biosynthetic process",0.0271129139938079,"GO:0046165",1,"lightcoral"
"6/191 alcohol metabolic process",0.0246308035577692,"GO:0006066",1,"lightcoral"
"0/17 cholesterol biosynthetic process",0.0128395744104786,"GO:0006695",1,"lightcoral"
"3/69 isoprenoid metabolic process",0.00647140424430629,"GO:0006720",1,"firebrick1"
"4/19 hormone catabolic process",0.00974941888381034,"GO:0042447",1,"firebrick1"
"1/85 monocarboxylic acid catabolic process",0.0068535751866172,"GO:0009062;GO:0072329",1,"firebrick1"
"13/305 monocarboxylic acid metabolic process",0.00814626165655803,"GO:0032787",1,"firebrick1"
"2/66 lipid oxidation",0.018965935269086,"GO:0019395;GO:0034440",1,"lightcoral"
"1/46 fatty acid beta-oxidation",0.0104465675948343,"GO:0006635",1,"lightcoral"
"26/658 lipid metabolic process",0.000265906426266936,"GO:0006629;GO:0044255",1,"firebrick1"
"12/198 fatty acid metabolic process",0.026534830413977,"GO:0006631",1,"lightcoral"
"0/21 membrane lipid catabolic process",0.0106139146959359,"GO:0046466",1,"lightcoral"
"7/158 lipid catabolic process",0.000103453069664051,"GO:0016042;GO:0044242",1,"firebrick1"
"0/13 sphingolipid catabolic process",0.0294234530792148,"GO:0030149",1,"lightcoral"
"2/72 liposaccharide metabolic process",0.011808177185403,"GO:0006664;GO:1903509",1,"lightcoral"
"1/71 membrane lipid biosynthetic process",0.00213462029343604,"GO:0046467",1,"firebrick1"
"0/41 ceramide metabolic process",0.0296178713417566,"GO:0006672",1,"lightcoral"
"2/117 membrane lipid metabolic process",0.000187526993052307,"GO:0006643",1,"firebrick1"
"1/71 sphingolipid metabolic process",0.0133163147298115,"GO:0006665",1,"lightcoral"
"2/114 carbohydrate derivative catabolic process",0.00872608170153991,"GO:1901136",1,"firebrick1"
"0/28 glycosyl compound catabolic process",0.0217535402635954,"GO:1901658",1,"lightcoral"
"1/66 lipoprotein metabolic process",0.0176061622146538,"GO:0006497;GO:0042157;GO:0042158",1,"lightcoral"
"0/26 mannosylation",0.0186670584261696,"GO:0097502",1,"lightcoral"
"7/376 carbohydrate derivative biosynthetic process",0.00270587259631726,"GO:1901137",1,"firebrick1"
"1/43 protein O-linked glycosylation",0.0206131423446142,"GO:0006493",1,"lightcoral"
"15/680 carbohydrate derivative metabolic process",1.4780887750829e-08,"GO:1901135",1,"firebrick1"
"2/11 stabilization of membrane potential",0.00810274439082764,"GO:0030322",0,"dodgerblue2"
"2/334 mRNA processing",0.0207659288459171,"GO:0000375;GO:0008380;GO:0000377;GO:0000398;GO:0006397",0,"skyblue2"
"1/12 alternative mRNA splicing, via spliceosome",0.0411391253358107,"GO:0000380",0,"skyblue2"
"4/109 regulation of mRNA processing",0.00817642363365821,"GO:0050684",0,"dodgerblue2"
"4/182 regulation of mRNA metabolic process",0.00785675753389786,"GO:1903311",0,"dodgerblue2"
"1/27 regulation of glycolytic process",0.0386031834727525,"GO:0006110;GO:0030811",0,"skyblue2"
"11/651 regulation of catabolic process",0.018965935269086,"GO:0009894;GO:0031329",0,"skyblue2"
"0/8 3'-UTR-mediated mRNA destabilization",0.0117135428129014,"GO:0061158",0,"skyblue2"
"7/337 positive regulation of catabolic process",0.00129125925195167,"GO:0009896;GO:0031331",0,"dodgerblue2"
"0/14 RNA destabilization",0.0137703809315443,"GO:0050779;GO:0061157",0,"skyblue2"
"0/33 positive regulation of mRNA catabolic process",0.00333912457351273,"GO:0061014",0,"dodgerblue2"
"2/58 positive regulation of mRNA metabolic process",0.00376936535154586,"GO:1903313",0,"dodgerblue2"
"20/452 RNA biosynthetic process",0.0107977385498029,"GO:0006351;GO:0097659;GO:0032774;GO:0006366",0,"skyblue2"
"14/215 muscle organ development",0.0206131423446142,"GO:0007517",0,"skyblue2"
"8/26 skeletal muscle cell differentiation",0.0444665296585299,"GO:0035914",0,"skyblue2"
"11/408 positive regulation of organelle organization",0.000542677249752512,"GO:0010638",0,"dodgerblue2"
"4/95 positive regulation of chromatin organization",0.0340291247741519,"GO:0031058;GO:1905269",0,"skyblue2"
"1/19 negative regulation of histone methylation",0.0376129943213733,"GO:0031061",0,"skyblue2"
"5/155 regulation of chromatin organization",0.0177626733071016,"GO:0031056;GO:1902275",0,"skyblue2"
"3/59 regulation of histone methylation",0.020707261022345,"GO:0031060",0,"skyblue2"
"5/212 regulation of gene expression, epigenetic",0.00735117056281581,"GO:0040029",0,"dodgerblue2"
"1/12 chromatin silencing at rDNA",0.012804774985849,"GO:0000183",0,"skyblue2"
"1/91 negative regulation of gene expression, epigenetic",0.00256343645409545,"GO:0006342;GO:0045814;GO:0097549;GO:0034401",0,"dodgerblue2"
"2/152 gene silencing",5.0093047716813e-05,"GO:0016458",0,"dodgerblue2"
"1/73 gene silencing by RNA",0.0440294775552879,"GO:0035194;GO:0016441;GO:0031047",0,"skyblue2"
"5/12 negative regulation of transcription from RNA polymerase II promoter in response to stress",0.0471523702866596,"GO:0097201",0,"skyblue2"
"31/452 negative regulation of transcription by RNA polymerase II",1.43579396328978e-07,"GO:0000122",0,"dodgerblue2"
"34/697 negative regulation of RNA metabolic process",3.54920201271887e-12,"GO:0045892;GO:1903507;GO:1902679;GO:0051253",0,"dodgerblue2"
"1/16 histone H3-K9 modification",0.018965935269086,"GO:0061647",0,"skyblue2"
"1/6 histone H3-K9 trimethylation",0.0194598519831444,"GO:0036124",0,"skyblue2"
"1/11 histone H3-K9 methylation",0.0235667988016367,"GO:0051567",0,"skyblue2"
"4/11 regulation of inclusion body assembly",0.00220748489796714,"GO:0090083;GO:0090084",0,"dodgerblue2"
"3/13 chaperone cofactor-dependent protein refolding",0.033646614680801,"GO:0051085",0,"skyblue2"
"20/210 response to temperature stimulus",0.0223693211516719,"GO:0009266",0,"skyblue2"
"15/141 response to heat",0.0145259677548712,"GO:0009408",0,"skyblue2"
"1/5 sequestering of calcium ion",0.0440473260326612,"GO:0051208",0,"skyblue2"
"13/136 cellular response to inorganic substance",0.00552066754434574,"GO:0071241;GO:0071248",0,"dodgerblue2"
"9/120 response to topologically incorrect protein",0.023198684004067,"GO:0035966;GO:0035967;GO:0006986;GO:0034620",0,"skyblue2"
"6/196 response to endoplasmic reticulum stress",0.00185103904142312,"GO:0034976",0,"dodgerblue2"
"1/7 ATF6-mediated unfolded protein response",0.0305849858759698,"GO:0036500",0,"skyblue2"
"22/571 positive regulation of transcription by RNA polymerase II",2.99403439915989e-07,"GO:0045944",0,"dodgerblue2"
"0/9 positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress",0.0201689964529038,"GO:1990440",0,"skyblue2"
"1/21 positive regulation of transcription from RNA polymerase II promoter in response to stress",0.00435278319874312,"GO:0036003",0,"dodgerblue2"
"8/48 regulation of DNA-templated transcription in response to stress",3.77640655434725e-05,"GO:0043618;GO:0043620",0,"dodgerblue2"
"0/65 localization within membrane",0.0494965027116898,"GO:0051668",0,"skyblue2"
"4/183 protein-containing complex localization",0.0314912010922305,"GO:0031503",0,"skyblue2"
"0/11 regulation of postsynaptic membrane neurotransmitter receptor levels",0.0246308035577692,"GO:0099072",0,"skyblue2"
"3/61 sperm motility",0.011808177185403,"GO:0030317;GO:0097722",0,"skyblue2"
"0/20 cilium or flagellum-dependent cell motility",0.0289337722550294,"GO:0001539;GO:0060285",0,"skyblue2"
"23/629 localization of cell",0.00552495694356669,"GO:0016477;GO:0048870;GO:0051674",0,"dodgerblue2"
"3/218 microtubule-based movement",3.87826908744528e-07,"GO:0007018",0,"dodgerblue2"
"1/61 cilium movement",1.55130082126468e-05,"GO:0003341",0,"dodgerblue2"
"11/544 microtubule-based process",7.48593244810267e-07,"GO:0007017",0,"dodgerblue2"
"0/28 axonemal dynein complex assembly",0.00236455713336569,"GO:0070286",0,"dodgerblue2"
"0/13 inner dynein arm assembly",0.0162854742450565,"GO:0036159",0,"skyblue2"
"17/703 cytoskeleton organization",1.55130082126468e-05,"GO:0007010",0,"dodgerblue2"
"8/404 microtubule cytoskeleton organization",0.000370067773007496,"GO:0000226",0,"dodgerblue2"
"2/90 microtubule bundle formation",2.9461176928912e-06,"GO:0001578;GO:0035082",0,"dodgerblue2"
"6/341 cell projection assembly",6.17699739621113e-05,"GO:0030031;GO:0044782;GO:0060271;GO:0120031",0,"dodgerblue2"
"9/587 organelle assembly",0.030758212133324,"GO:0070925",0,"skyblue2"
"8/244 establishment or maintenance of cell polarity",0.000370067773007496,"GO:0007163",0,"dodgerblue2"
"0/40 establishment or maintenance of cytoskeleton polarity",0.0190248242922778,"GO:0030951;GO:0030952",0,"skyblue2"
"0/51 nucleus localization",0.0249895556022844,"GO:0007097;GO:0051647",0,"skyblue2"
"10/500 organelle localization",0.0294234530792148,"GO:0051656;GO:0051640",0,"skyblue2"
"2/132 cytoskeleton-dependent intracellular transport",0.0133464278445308,"GO:0010970;GO:0030705;GO:0099111",0,"skyblue2"
"0/6 plus-end-directed organelle transport along microtubule",0.0334039862654476,"GO:0072383;GO:0072386",0,"skyblue2"
"9/80 sensory perception of chemical stimulus",6.65463915608775e-05,"GO:0007606",0,"dodgerblue2"
"4/49 sensory perception of smell",0.0440294775552879,"GO:0007608",0,"skyblue2"
"7/76 detection of stimulus involved in sensory perception",0.000208981780184515,"GO:0050906",0,"dodgerblue2"
"2/11 detection of chemical stimulus involved in sensory perception",0.043846545938969,"GO:0050907;GO:0050911",0,"skyblue2"
"22/259 G protein-coupled receptor signaling pathway",0.00573964356416525,"GO:0007186",0,"dodgerblue2"
"3/24 response to light intensity",0.0147350762385731,"GO:0009642",0,"skyblue2"
"8/72 detection of light stimulus",0.000317747900292581,"GO:0009583",0,"dodgerblue2"
"23/384 response to radiation",0.0290754297311295,"GO:0009314;GO:0009416",0,"skyblue2"
"5/45 phototransduction",0.00204476648578965,"GO:0007602",0,"dodgerblue2"
"4/21 phototransduction, visible light",0.0248790071460148,"GO:0007603;GO:0016056",0,"skyblue2"
"12/180 detection of stimulus",0.00101658340847906,"GO:0051606",0,"dodgerblue2"
"10/120 detection of abiotic stimulus",6.3943143634252e-05,"GO:0009581;GO:0009582",0,"dodgerblue2"
"7/49 detection of visible light",0.000763243042526756,"GO:0009584",0,"dodgerblue2"
"1/16 ganglion development",0.0491915212831946,"GO:0061548",0,"skyblue2"
"19/408 taxis",0.000319813732906859,"GO:0006935;GO:0042330",0,"dodgerblue2"
"33/715 cell morphogenesis",5.31470099747078e-08,"GO:0000902;GO:0031175",0,"dodgerblue2"
"24/396 axon development",3.40103168342491e-05,"GO:0007409;GO:0061564",0,"dodgerblue2"
"29/589 cell morphogenesis involved in differentiation",4.63298479411708e-06,"GO:0000904;GO:0048812;GO:0120039;GO:0048858;GO:0032990;GO:0048667",0,"dodgerblue2"
"15/280 neuron projection guidance",0.00505203695177994,"GO:0007411;GO:0097485",0,"dodgerblue2"
"2/150 developmental growth involved in morphogenesis",0.002356556994721,"GO:0060560",0,"dodgerblue2"
"2/71 neuron projection extension",0.0119133029360406,"GO:0048675;GO:1990138",0,"skyblue2"
"2/139 cell growth",0.0024035090588469,"GO:0016049;GO:0048588",0,"dodgerblue2"
"14/443 growth",0.00309601058857639,"GO:0048589;GO:0040007",0,"dodgerblue2"
"2/16 parasympathetic nervous system development",0.00520752812532533,"GO:0021783;GO:0048486",0,"dodgerblue2"
"9/75 nerve development",0.0287699380726187,"GO:0021675",0,"skyblue2"
"6/54 cranial nerve development",0.0253083002259824,"GO:0021545",0,"skyblue2"
"1/11 facial nerve development",0.0265943881230907,"GO:0021561;GO:0021610",0,"skyblue2"
"2/21 anatomical structure arrangement",0.0024035090588469,"GO:0048532",0,"dodgerblue2"
"3/38 cranial nerve morphogenesis",0.0229770615673278,"GO:0021602",0,"skyblue2"
"2/14 cranial nerve structural organization",0.00435278319874312,"GO:0021604",0,"dodgerblue2"
"5/78 regulation of response to drug",0.00457017195215253,"GO:2001023",0,"dodgerblue2"
"2/30 positive regulation of response to drug",0.0476718661848389,"GO:2001025",0,"skyblue2"
"4/190 positive regulation of cellular protein localization",0.00213462029343604,"GO:1903829",0,"dodgerblue2"
"14/557 regulation of cellular localization",0.000279365715489513,"GO:0060341",0,"dodgerblue2"
"5/326 regulation of cellular protein localization",0.0162854742450565,"GO:1903827",0,"skyblue2"
"6/99 negative regulation of secretion",0.005668977204964,"GO:0051048;GO:1903531",0,"dodgerblue2"
"6/80 negative regulation of ion transport",0.00575412372859741,"GO:0043271",0,"dodgerblue2"
"10/262 negative regulation of transport",0.000510618032867991,"GO:0051051",0,"dodgerblue2"
"9/70 regulation of amine transport",0.00147086462958338,"GO:0051952",0,"dodgerblue2"
"3/21 regulation of dopamine secretion",0.017733450983373,"GO:0014059",0,"skyblue2"
"6/35 regulation of catecholamine secretion",0.000259614320400233,"GO:0050433",0,"dodgerblue2"
"3/13 regulation of norepinephrine secretion",0.0324513308385228,"GO:0014061",0,"skyblue2"
"22/424 regulation of secretion",1.48263141484743e-05,"GO:1903530;GO:0051046",0,"dodgerblue2"
"12/249 regulation of peptide secretion",0.0251892505442513,"GO:0002791;GO:0050708",0,"skyblue2"
"16/436 regulation of establishment of protein localization",0.00531116185496083,"GO:0090087;GO:0051223;GO:0070201",0,"dodgerblue2"
"15/601 regulation of protein localization",0.000125731958265804,"GO:0032880",0,"dodgerblue2"
"6/230 positive regulation of establishment of protein localization",0.0288144997896879,"GO:0051222;GO:1904951",0,"skyblue2"
"11/230 positive regulation of secretion",0.00175518598006488,"GO:1903532;GO:0051047",0,"dodgerblue2"
"11/168 regulation of hormone secretion",0.0190248242922778,"GO:0046883",0,"skyblue2"
"3/87 positive regulation of hormone secretion",0.0317402920036512,"GO:0046887",0,"skyblue2"
"0/16 response to water",0.0146757873151963,"GO:0009415",0,"skyblue2"
"12/175 response to mechanical stimulus",0.000110199378099708,"GO:0009612",0,"dodgerblue2"
"2/48 detection of mechanical stimulus",0.00635748826414384,"GO:0050982",0,"dodgerblue2"
"1/10 male courtship behavior, veined wing extension",0.00918162400067089,"GO:0016545;GO:0048065;GO:0045433",0,"dodgerblue2"
"4/39 male courtship behavior",0.000616098981718873,"GO:0008049",0,"dodgerblue2"
"8/93 mating",7.27608308171861e-06,"GO:0007617;GO:0007618",0,"dodgerblue2"
"6/65 courtship behavior",8.18314770189429e-07,"GO:0007619;GO:0060179",0,"dodgerblue2"
"13/148 reproductive behavior",3.62406994047575e-05,"GO:0019098",0,"dodgerblue2"
"2/14 mating behavior, sex discrimination",0.0248790071460148,"GO:0048047",0,"skyblue2"
"8/338 actin filament-based process",0.000370067773007496,"GO:0030029;GO:0030036",0,"dodgerblue2"
"2/65 actin filament-based movement",0.00543316815897959,"GO:0030048;GO:0070252",0,"dodgerblue2"
"9/77 sensory perception of pain",0.0356955378623894,"GO:0019233",0,"skyblue2"
"7/137 regulation of cytosolic calcium ion concentration",0.0224344589209177,"GO:0051480",0,"skyblue2"
"4/17 magnesium ion homeostasis",0.0236122073385726,"GO:0010960",0,"skyblue2"
"15/231 divalent inorganic cation homeostasis",0.00352490816608125,"GO:0006874;GO:0055074;GO:0072503;GO:0072507",0,"dodgerblue2"
"16/301 metal ion homeostasis",0.0162512166545765,"GO:0006875;GO:0055065",0,"skyblue2"
"7/135 positive regulation of ion transport",0.00257709077702415,"GO:0043270",0,"dodgerblue2"
"20/550 positive regulation of transport",5.09192329485405e-07,"GO:0051050",0,"dodgerblue2"
"11/255 regulation of ion transport",0.00014131368602034,"GO:0043269",0,"dodgerblue2"
"8/160 regulation of metal ion transport",0.00828435084586222,"GO:0010959",0,"dodgerblue2"
"3/22 negative regulation of potassium ion transport",0.0282812360774518,"GO:0043267",0,"skyblue2"
"2/11 positive regulation of voltage-gated potassium channel activity",0.0486325741225946,"GO:0021633;GO:0048150;GO:0060372;GO:0086028;GO:0086069;GO:0086043;GO:0086050;GO:0086052;GO:0098914;GO:0099624;GO:1903818",0,"skyblue2"
"5/110 regulation of transporter activity",0.0180194751041379,"GO:0022898;GO:0032409;GO:0032412",0,"skyblue2"
"2/38 positive regulation of ion transmembrane transporter activity",0.0256820265672536,"GO:0032414;GO:2001259",0,"skyblue2"
"4/73 regulation of cation channel activity",0.00288387212752454,"GO:2001257",0,"dodgerblue2"
"7/202 regulation of transmembrane transport",0.017971855866498,"GO:0034762",0,"skyblue2"
"5/146 regulation of ion transmembrane transport",0.0108780683007051,"GO:0034765;GO:1904062",0,"skyblue2"
"4/15 regulation of synaptic activity",0.0023323504509899,"GO:0060025",0,"dodgerblue2"
"14/308 cellular response to organic cyclic compound",0.0456876902596228,"GO:0071407",0,"skyblue2"
"3/19 regulation of heart rate by cardiac conduction",0.0133163147298115,"GO:0086091",0,"skyblue2"
"2/13 cell-cell signaling involved in cardiac conduction",0.0186343992302004,"GO:0086014;GO:0086019;GO:0086026;GO:0086066",0,"skyblue2"
"3/28 cardiac conduction",0.0068535751866172,"GO:0061337",0,"dodgerblue2"
"10/135 regulation of blood circulation",0.0498749782759264,"GO:0008016;GO:1903522",0,"skyblue2"
"17/296 regulation of system process",0.00424801485652245,"GO:0044057",0,"dodgerblue2"
"7/40 transmission of nerve impulse",0.00333504815705745,"GO:0019226",0,"dodgerblue2"
"7/55 multicellular organismal signaling",0.000717505399185905,"GO:0035637",0,"dodgerblue2"
"2/12 proboscis extension reflex",0.0160176955077249,"GO:0007637;GO:0051780;GO:0086015;GO:0086018;GO:0086070",0,"skyblue2"
"21/220 regulation of membrane potential",2.8005608602802e-07,"GO:0042391",0,"dodgerblue2"
"10/65 action potential",0.00139335396845004,"GO:0001508",0,"dodgerblue2"
"6/27 neuronal action potential",0.000531597068909796,"GO:0019228",0,"dodgerblue2"
"4/13 regulation of myoblast proliferation",0.00254309116848861,"GO:2000288;GO:2000291",0,"dodgerblue2"
"5/79 neuromuscular process",0.000354192988535721,"GO:0050905",0,"dodgerblue2"
"2/20 startle response",0.0046408955071197,"GO:0001964",0,"dodgerblue2"
"37/595 nervous system process",1.67229823891062e-11,"GO:0050877",0,"dodgerblue2"
"3/17 potassium ion homeostasis",0.0222078442241633,"GO:0055075",0,"skyblue2"
"26/332 sensory perception",3.87826908744528e-07,"GO:0007600",0,"dodgerblue2"
"8/151 sensory perception of mechanical stimulus",0.000627145021232548,"GO:0007605;GO:0050954",0,"dodgerblue2"
"2/20 sensory perception of taste",0.0385358423062211,"GO:0050909",0,"skyblue2"
"7/65 potassium ion transport",0.0121920016276785,"GO:0006813;GO:0071805",0,"skyblue2"
"2/11 neuronal signal transduction",0.0244746025716077,"GO:0023041",0,"skyblue2"
"4/52 sleep",0.0294234530792148,"GO:0030431",0,"skyblue2"
"3/13 regulation of circadian sleep/wake cycle, non-REM sleep",0.0042272111175426,"GO:0045188",0,"dodgerblue2"
"5/35 regulation of circadian sleep/wake cycle, sleep",0.0288144997896879,"GO:0045187",0,"skyblue2"
"7/47 regulation of circadian sleep/wake cycle",0.0337455667650547,"GO:0042749",0,"skyblue2"
"10/97 regulation of circadian rhythm",0.0206131423446142,"GO:0042752",0,"skyblue2"
"4/27 positive regulation of circadian rhythm",0.0176061622146538,"GO:0042753",0,"skyblue2"
"3/20 positive regulation of circadian sleep/wake cycle, sleep",0.00721683252224296,"GO:0045938",0,"dodgerblue2"
"5/68 positive regulation of behavior",0.00423348945547666,"GO:0048520",0,"dodgerblue2"
"13/175 regulation of behavior",0.000851080745437441,"GO:0050795",0,"dodgerblue2"
"12/241 locomotory behavior",1.33113500829141e-05,"GO:0007626",0,"dodgerblue2"
"3/91 adult locomotory behavior",0.0478897670430891,"GO:0008344",0,"skyblue2"
"8/110 circadian rhythm",0.0039952981578985,"GO:0007623",0,"dodgerblue2"
"4/53 rhythmic behavior",0.0042272111175426,"GO:0007622;GO:0045475;GO:0048512",0,"dodgerblue2"
"12/156 rhythmic process",0.000449900370875527,"GO:0048511",0,"dodgerblue2"
"9/112 chemosensory behavior",9.73176309857047e-05,"GO:0007635",0,"dodgerblue2"
"6/75 olfactory behavior",0.0144449324253754,"GO:0042048",0,"skyblue2"
"7/103 associative learning",0.0142599388854562,"GO:0008306",0,"skyblue2"
"39/694 behavior",1.4780887750829e-08,"GO:0007610",0,"dodgerblue2"
"12/145 learning",0.00348771873999049,"GO:0007612",0,"dodgerblue2"
"1/13 medium-term memory",0.0425331890486975,"GO:0072375",0,"skyblue2"
"4/75 long-term memory",0.018025205617666,"GO:0007616",0,"skyblue2"
"20/279 cognition",2.84683186094721e-07,"GO:0007611;GO:0050890",0,"dodgerblue2"
"8/143 memory",0.00175518598006488,"GO:0007613",0,"dodgerblue2"
"0/18 synaptic vesicle priming",0.0364451779011711,"GO:0016082",0,"skyblue2"
"33/541 cell-cell signaling",1.50878008120876e-05,"GO:0007267",0,"dodgerblue2"
"21/308 synaptic signaling",3.56568429735666e-05,"GO:0007268;GO:0098916;GO:0099537;GO:0099536",0,"dodgerblue2"
"6/156 signal release",0.0400471565744712,"GO:0023061",0,"skyblue2"
