delta.rank,pval,level,nseqs,term,name,p.adj,GO_category
-335,0.00448769126504062,2,214,GO:0031252,cell leading edge,0.0370113892503888,CC
470,1.8343184705302e-5,3,248,GO:0031301;GO:0031300,intrinsic component of organelle membrane,4.68974088965554e-4,CC
416,1.4269319415652e-9,2,685,GO:0031967;GO:0031975,organelle envelope,8.41889845523468e-8,CC
-644,1.4256268057963e-5,3,133,GO:0032279;GO:0098984;GO:0014069;GO:0099572,neuron to neuron synapse,3.77053710360608e-4,CC
-906,0.00470317270142564,4,28,GO:0032391,photoreceptor connecting cilium,0.0379719311788786,CC
-1160,5.29205229417603e-5,3,35,GO:0032809;GO:0044298,neuronal cell body membrane,0.00119382473812736,CC
1654,0.00201844407170293,3,10,GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",0.020105800038911,CC
-351,0.00111645945345946,2,259,GO:0033267;GO:0150034,axon part,0.0131742215508216,CC
-1633,1.15769542354741e-4,3,16,GO:0033270;GO:0044224,paranode region of axon,0.00239987132394828,CC
-556,9.05498704458515e-4,2,104,GO:0036064,ciliary basal body,0.010851836036245,CC
-204,0.00619061297540951,2,569,GO:0036477,somatodendritic compartment,0.0474820015213909,CC
1337,4.2120356791777e-4,3,20,GO:0042788,polysomal ribosome,0.00633457130574372,CC
-261,0.00132781076894363,2,470,GO:0043025;GO:0044297,cell body,0.0152004605937278,CC
-582,3.50251816482768e-4,4,110,GO:0043197;GO:0044309,neuron spine,0.00559545522417915,CC
652,0.00136116468903049,2,70,GO:0043202,lysosomal lumen,0.0153531370071527,CC
-739,4.61368196619779e-4,2,65,GO:0043204,perikaryon,0.00680518090014174,CC
504,0.00301998360237166,2,101,GO:0043209,myelin sheath,0.0272509108590478,CC
-465,0.00315609539090069,2,118,GO:0043679;GO:0044306,neuron projection terminus,0.0281479670328003,CC
723,4.93622955093064e-23,2,596,GO:0044429,mitochondrial part,3.7860880655638e-20,CC
360,1.39939405194232e-7,2,695,GO:0044432;GO:0005789;GO:0042175;GO:0098827,endoplasmic reticulum part,5.11112018018933e-6,CC
557,3.05702697278703e-5,4,165,GO:0044445,cytosolic part,7.10527178220501e-4,CC
-1104,1.49568463017085e-4,2,34,GO:0044447,axoneme part,0.00294151310600267,CC
-319,4.53206411701402e-6,3,666,GO:0044451,nucleoplasm part,1.3904372710999e-4,CC
1252,3.67064165500135e-16,2,124,GO:0044455,mitochondrial membrane part,7.03845537346509e-14,CC
-580,0.00676897590569079,3,63,GO:0045179;GO:0099738,cell cortex region,0.0499211973044696,CC
-370,1.84072525053843e-6,1,523,GO:0045202;GO:0044456,synapse,6.1384185528825e-5,CC
-630,5.67484144161454e-4,2,87,GO:0045211,postsynaptic membrane,0.00777250604592563,CC
-2249,2.6860695553077e-5,5,10,GO:0046691;GO:0098889;GO:0099056,integral component of presynaptic membrane,6.43817296537814e-4,CC
1277,0.00138729874612669,2,18,GO:0070069,cytochrome complex,0.0154211324388286,CC
-610,0.00157663584545413,3,78,GO:0070160;GO:0043296,apical junction complex,0.0170321083586383,CC
-1293,8.84810681086692e-4,2,19,GO:0090568,nuclear transcriptional repressor complex,0.0108250134388733,CC
-396,0.00658215778883329,3,138,GO:0097060,synaptic membrane,0.0499211973044696,CC
-784,1.06706714969706e-6,4,113,GO:0097730,non-motile cilium,3.72018410826202e-5,CC
-688,0.00188527675006348,3,59,GO:0097731;GO:0097733,photoreceptor cell cilium,0.0192800968973159,CC
1727,2.3681472796936e-4,4,13,GO:0098556,cytoplasmic side of rough endoplasmic reticulum membrane,0.00403637547449998,CC
929,3.91108869977648e-4,4,42,GO:0098573;GO:0032592,integral component of mitochondrial membrane,0.00599961006545712,CC
-287,1.56617390177286e-4,2,547,GO:0098590,plasma membrane region,0.00300313845664946,CC
-299,0.00378706647000211,2,282,GO:0098793,presynapse,0.0322742220276847,CC
-422,2.25874275833747e-4,2,228,GO:0098794,postsynapse,0.00393739930828373,CC
341,1.27736206287823e-5,2,515,GO:0098796,membrane protein complex,3.62865445269482e-4,CC
988,1.46327480340127e-13,2,165,GO:0098798,mitochondrial protein complex,2.24466354841755e-11,CC
1401,1.04303667319772e-12,4,75,GO:0098800,inner mitochondrial membrane protein complex,1.14287018334664e-10,CC
-1624,2.051826601362e-4,3,15,GO:0099240;GO:0098936;GO:0099055;GO:0099699,intrinsic component of synaptic membrane,0.00365988605405734,CC
-2229,1.97068840367767e-4,3,8,GO:0099522;GO:0099524,postsynaptic cytosol,0.00359885239433517,CC
-266,0.0043847638957109,3,348,GO:0099568,cytoplasmic region,0.0365555859566333,CC
731,3.57467152522527e-4,2,69,GO:1905368,peptidase complex,0.00559545522417915,CC
-1271,0.00270189164650543,3,16,GO:1990124,messenger ribonucleoprotein complex,0.0252725718642642,CC
1242,1.78091892848606e-9,2,68,GO:1990204,oxidoreductase complex,9.75689155820577e-8,CC
-676,1.30141406844367e-12,3,373,GO:0000976;GO:0044212;GO:1990837;GO:0001067;GO:0000977;GO:0001012,regulatory region nucleic acid binding,4.7501613498194e-10,MF
-707,1.7039984448005e-7,2,179,GO:0000978;GO:0000987,proximal promoter sequence-specific DNA binding,2.07319810784061e-5,MF
-638,3.1004830870621e-13,2,448,GO:0000981;GO:0003700,DNA-binding transcription factor activity,1.6975144901665e-10,MF
-1185,0.00186582676482957,3,22,GO:0001221,transcription cofactor binding,0.0314320047305904,MF
-897,4.62501850276176e-6,3,84,GO:0001227;GO:0001217,DNA-binding transcription repressor activity,3.16524703782758e-4,MF
-538,2.27082416434818e-4,3,153,GO:0001228;GO:0001216,DNA-binding transcription activator activity,0.00710443559988931,MF
-776,0.00196134956450667,3,51,GO:0001653;GO:0008528,peptide receptor activity,0.0325405723202243,MF
-615,1.29165472143876e-9,2,327,GO:0003682,chromatin binding,2.82872383995088e-7,MF
-570,7.73665926459322e-11,2,446,GO:0003690;GO:0043565,sequence-specific DNA binding,2.11791047368239e-8,MF
-662,2.67787641859021e-4,3,98,GO:0003714,transcription corepressor activity,0.00782410036231669,MF
1199,3.04105750192297e-13,2,120,GO:0003735,structural constituent of ribosome,1.6975144901665e-10,MF
-777,1.95790275457315e-4,2,74,GO:0003774,motor activity,0.006699698488305,MF
-1116,7.00591673207858e-6,8,52,GO:0003777,microtubule motor activity,4.26193267868114e-4,MF
1074,0.00100092249469586,2,30,GO:0003954;GO:0008137;GO:0050136;GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",0.0214903947390582,MF
2106,8.45138184682128e-4,5,8,GO:0004129;GO:0015002;GO:0016676;GO:0016675,cytochrome-c oxidase activity,0.0188862512699373,MF
-479,4.62212998461363e-6,2,306,GO:0004672,protein kinase activity,3.16524703782758e-4,MF
-631,3.89296473467204e-7,3,213,GO:0004674,protein serine/threonine kinase activity,4.26279638446588e-5,MF
-298,9.52735835241618e-5,2,606,GO:0005102,signaling receptor binding,0.00347748579863191,MF
457,2.4153032614478e-5,1,284,GO:0005198,structural molecule activity,0.00114989437881971,MF
-720,1.30076559192304e-7,2,176,GO:0005216;GO:0015267;GO:0022803;GO:0005261,channel activity,1.78042290394466e-5,MF
-1197,5.02527623207988e-4,2,27,GO:0005217,intracellular ligand-gated ion channel activity,0.0126477865744619,MF
-1443,0.00122505241781854,3,16,GO:0005227,calcium activated cation channel activity,0.0243896799547509,MF
-1863,0.00174072581284633,5,9,GO:0005229;GO:0061778,intracellular calcium activated chloride channel activity,0.0302554724613767,MF
-1064,0.00110852475763228,2,30,GO:0005230,extracellular ligand-gated ion channel activity,0.0232792376610559,MF
-1605,8.99550637705093e-5,3,19,GO:0005231,excitatory extracellular ligand-gated ion channel activity,0.00347748579863191,MF
-2157,6.30099694485786e-4,4,8,GO:0005234;GO:0008068,extracellularly glutamate-gated ion channel activity,0.0149991122926508,MF
-1048,4.97753141541943e-6,6,61,GO:0005244;GO:0022832;GO:0022843,voltage-gated channel activity,3.20611582346134e-4,MF
-1490,3.06980353036325e-5,2,25,GO:0005249,voltage-gated potassium channel activity,0.0013445739462991,MF
-2480,3.05152061063604e-5,3,9,GO:0005251;GO:0086008;GO:0086087;GO:0086089;GO:0086090,delayed rectifier potassium channel activity,0.0013445739462991,MF
-1184,4.51512930048599e-5,4,38,GO:0005267,potassium channel activity,0.0019015640707816,MF
-439,2.14773929187719e-4,2,235,GO:0005543,phospholipid binding,0.0070185392396484,MF
-1044,3.8388430344863e-4,2,37,GO:0005547,"phosphatidylinositol-3,4,5-trisphosphate binding",0.0107782900583654,MF
-657,5.28685332231342e-5,4,123,GO:0008017,microtubule binding,0.00214411273627155,MF
-284,0.00120647501958844,2,445,GO:0008092,cytoskeletal protein binding,0.0243896799547509,MF
-390,2.21701479187347e-5,2,403,GO:0008134,transcription factor binding,0.00114989437881971,MF
782,4.38283824403266e-4,-1,65,GO:0008565,obsolete protein transporter activity,0.0115667399234606,MF
1114,1.46919828908329e-6,3,60,GO:0009055,electron transfer activity,1.149122947533e-4,MF
-1270,0.00112675762195065,2,21,GO:0009975,cyclase activity,0.0232792376610559,MF
725,0.00171487705509956,2,60,GO:0015078,proton transmembrane transporter activity,0.0302554724613767,MF
-735,0.00136614733466039,2,61,GO:0015079,potassium ion transmembrane transporter activity,0.0257919195078125,MF
-2681,7.79619269559421e-4,3,5,GO:0015111;GO:0097603,iodide transmembrane transporter activity,0.0177850645868243,MF
-2241,1.16363982319734e-6,2,15,GO:0015271,outward rectifier potassium channel activity,9.80142774154682e-5,MF
-952,1.87536302625148e-5,5,65,GO:0015276;GO:0022834,ligand-gated ion channel activity,0.00102676125687269,MF
-483,4.43559878510875e-4,3,173,GO:0015631,tubulin binding,0.0115667399234606,MF
-353,9.40090032055993e-5,4,417,GO:0016301;GO:0016773,kinase activity,0.00347748579863191,MF
472,6.72110281174626e-8,2,449,GO:0016491,oxidoreductase activity,1.05137251126602e-5,MF
830,0.0014886012990117,2,47,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",0.0276274308884375,MF
756,6.12207277014202e-4,3,66,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",0.0148970437406789,MF
-331,0.001535583273469,2,306,GO:0016887;GO:0042623,ATPase activity,0.0280243947408092,MF
-735,0.00162687010183459,3,59,GO:0017124,SH3 domain binding,0.0292036518280144,MF
-1964,0.0018494884285772,2,8,GO:0017128,phospholipid scramblase activity,0.0314320047305904,MF
-1791,5.08221560982943e-4,5,12,GO:0019870,potassium channel inhibitor activity,0.0126477865744619,MF
-384,1.14655492636331e-5,3,447,GO:0019900;GO:0019901,kinase binding,6.60777707562013e-4,MF
-439,7.56429762627717e-7,2,435,GO:0019904,protein domain specific binding,7.52991445524864e-5,MF
-921,1.61001981966509e-8,4,122,GO:0022839;GO:0022836,gated channel activity,2.93828617088879e-6,MF
-1141,1.0097396882128e-6,2,59,GO:0031490,chromatin DNA binding,9.2138746549418e-5,MF
-2461,7.29512350709891e-4,3,6,GO:0035497,cAMP response element binding,0.0169960856176028,MF
-1309,4.4365577788616e-4,2,23,GO:0042805;GO:0051393,actinin binding,0.0115667399234606,MF
-1294,9.05562756647676e-4,2,21,GO:0043325,"phosphatidylinositol-3,4-bisphosphate binding",0.0198318243705841,MF
380,0.00131853494207412,2,236,GO:0048037,cofactor binding,0.0253297502030028,MF
-1328,1.12884612027071e-4,2,27,GO:0051019,mitogen-activated protein kinase binding,0.00398737581192396,MF
-376,0.00233248120517594,2,216,GO:0061629;GO:0140297,DNA-binding transcription factor binding,0.037015462603879,MF
-1832,0.00207794647853248,2,9,GO:0070097,delta-catenin binding,0.0339604685670607,MF
-2059,2.64447037394905e-4,3,10,GO:0071837,HMG box domain binding,0.00782410036231669,MF
-1536,0.00286660532934913,3,12,GO:0098960,postsynaptic neurotransmitter receptor activity,0.0448418976519614,MF
-1009,2.17927245797302e-4,3,43,GO:0099094,ligand-gated cation channel activity,0.0070185392396484,MF
-2030,0.00129112864312279,4,8,GO:0099529;GO:1904315,neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential,0.025246176146776,MF
-636,2.34774280075329e-5,4,144,GO:1901981;GO:0035091,phosphatidylinositol binding,0.00114989437881971,MF
-655,0.00224118406791117,2,70,GO:1902936,phosphatidylinositol bisphosphate binding,0.0360896552112166,MF
-1188,2.7152129111236e-4,2,30,GO:1990939,ATP-dependent microtubule motor activity,0.00782410036231669,MF
-619,5.26283121665022e-10,3,452,GO:0000122,negative regulation of transcription by RNA polymerase II,2.1326002784381e-7,BP
-1716,0.00376285848449957,2,12,GO:0000183,chromatin silencing at rDNA,0.0498927162018832,BP
1112,2.18417139792022e-6,3,77,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",2.00071048664792e-4,BP
-622,3.1278210327798e-9,3,404,GO:0000226,microtubule cytoskeleton organization,9.95342159764594e-7,BP
1118,0.00337256481422555,4,29,GO:0000422;GO:0061726,autophagy of mitochondrion,0.0463262620045179,BP
-528,6.43328343728412e-11,2,715,GO:0000902;GO:0031175,cell morphogenesis,4.60623094109543e-8,BP
-504,1.06491757075519e-8,3,589,GO:0000904;GO:0048812;GO:0120039;GO:0048858;GO:0032990;GO:0048667,cell morphogenesis involved in differentiation,2.25920290566138e-6,BP
-438,9.11557714296884e-4,2,250,GO:0001101,response to acid chemical,0.0183852203784949,BP
-1209,2.21517896763829e-6,4,65,GO:0001508,action potential,2.00071048664792e-4,BP
-413,0.00103666465714322,2,276,GO:0001568;GO:0001944;GO:0072358,cardiovascular system development,0.0200608620139066,BP
-1087,5.82437235039821e-7,5,90,GO:0001578;GO:0035082,microtubule bundle formation,6.97496059718647e-5,BP
-949,0.00312159992189549,3,41,GO:0001649,osteoblast differentiation,0.044217051391041,BP
-645,8.17561682616694e-13,2,562,GO:0001654;GO:0007423,sensory organ development,1.56099777267614e-9,BP
-424,0.00119540436287636,2,255,GO:0001666;GO:0036293;GO:0070482,response to oxygen levels,0.0219463980466532,BP
-528,1.82154604806072e-4,6,218,GO:0001701,in utero embryonic development,0.00576453909574133,BP
-598,0.0012151588660324,3,125,GO:0001709,cell fate determination,0.0219840856515693,BP
-524,3.79415040233184e-4,2,199,GO:0001745;GO:0048749,compound eye development,0.00974569215450977,BP
-1238,6.53650799059063e-4,2,32,GO:0001776;GO:0002260,leukocyte homeostasis,0.0142905029656882,BP
-679,0.00363326077644903,3,78,GO:0001890,placenta development,0.0487384490105387,BP
-291,3.6380540615793e-4,4,700,GO:0001932,regulation of protein phosphorylation,0.00942930935055486,BP
-357,0.00195276007463927,3,331,GO:0001933;GO:0042326;GO:0045936;GO:0010563,negative regulation of phosphorus metabolic process,0.0321419819182004,BP
-2038,8.98361318080836e-6,2,20,GO:0001964,startle response,5.91472831030693e-4,BP
-378,4.59119479825317e-6,2,682,GO:0002009;GO:0048729,tissue morphogenesis,3.55383294653975e-4,BP
-503,7.09869256984761e-6,3,352,GO:0002064;GO:0002065;GO:0002066,epithelial cell development,5.08266388001089e-4,BP
-340,0.00232912896167991,3,355,GO:0002165;GO:0007560;GO:0048563;GO:0009886;GO:0007552;GO:0048707,instar larval or pupal development,0.0362533986209308,BP
1526,6.73606043060856e-12,2,86,GO:0002181,cytoplasmic translation,7.71683082930517e-9,BP
-843,0.00284799864715543,3,53,GO:0002244,hematopoietic progenitor cell differentiation,0.0417220875982258,BP
-305,4.18588012155938e-4,3,614,GO:0002682,regulation of immune system process,0.0103347936794363,BP
-405,0.00221164853934932,3,249,GO:0002791;GO:0050708,regulation of peptide secretion,0.0352878073353563,BP
-557,0.00207571927286095,2,131,GO:0002793;GO:0050714,positive regulation of peptide secretion,0.0335867796467444,BP
-429,1.97276436699665e-6,2,561,GO:0003002;GO:0007389,pattern specification process,1.89190655827681e-4,BP
-425,0.00340417301510844,3,205,GO:0003007,heart morphogenesis,0.046537238736375,BP
-903,6.11069655455224e-4,2,61,GO:0003341,cilium movement,0.0137263019076373,BP
-1231,6.99830425145777e-4,4,32,GO:0003382,epithelial cell morphogenesis,0.0150434837713585,BP
-2676,0.00351918122288637,2,5,GO:0003404,optic vesicle morphogenesis,0.0475421463318234,BP
306,2.84991502885514e-4,2,652,GO:0006082;GO:0019752;GO:0043436,organic acid metabolic process,0.00784822754100108,BP
648,5.84493904792162e-7,3,259,GO:0006091,generation of precursor metabolites and energy,6.97496059718647e-5,BP
1898,7.05405148821623e-14,3,66,GO:0006119,oxidative phosphorylation,2.02028034622513e-10,BP
1819,9.40491291435548e-6,2,25,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",6.05295968240766e-4,BP
2449,3.40871282402165e-4,2,9,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",0.00908144514232372,BP
-349,4.58752556218223e-4,3,452,GO:0006351;GO:0097659;GO:0032774;GO:0006366,RNA biosynthetic process,0.0110874879410041,BP
688,5.47400960081266e-8,4,273,GO:0006412;GO:0043043,peptide biosynthetic process,9.79847718545466e-6,BP
1175,1.48226462409772e-8,3,99,GO:0006413,translational initiation,2.92772819545922e-6,BP
2084,0.00230235152156767,3,9,GO:0006450;GO:0106074,regulation of translational fidelity,0.0361311493576428,BP
511,0.00374340399020254,2,138,GO:0006457,protein folding,0.049777746783298,BP
-397,5.51324394492788e-5,6,464,GO:0006468,protein phosphorylation,0.00239241373610204,BP
1054,3.2126345563029e-5,4,66,GO:0006497;GO:0042157;GO:0042158,lipoprotein metabolic process,0.00157281801183786,BP
962,0.0034582916585917,3,39,GO:0006505;GO:0006506;GO:0009247,glycolipid biosynthetic process,0.0469409825128276,BP
553,8.35795742418238e-8,3,420,GO:0006518;GO:0043604,amide biosynthetic process,1.38624362884301e-5,BP
447,0.00121664719824502,5,227,GO:0006520,cellular amino acid metabolic process,0.0219840856515693,BP
581,7.92710346679988e-4,2,143,GO:0006575,cellular modified amino acid metabolic process,0.016451611832547,BP
1310,1.25961348119254e-5,5,47,GO:0006576;GO:0044106;GO:0009308,cellular biogenic amine metabolic process,7.43821239203182e-4,BP
1868,0.00102835775493911,3,13,GO:0006577,amino-acid betaine metabolic process,0.0200608620139066,BP
769,1.4578554416388e-8,5,236,GO:0006605,protein targeting,2.92772819545922e-6,BP
1455,2.23714429462863e-11,4,90,GO:0006612,protein targeting to membrane,2.13572708660547e-8,BP
1656,1.80613212490268e-12,5,77,GO:0006613;GO:0006614;GO:0045047;GO:0072599,establishment of protein localization to endoplasmic reticulum,2.58638120286064e-9,BP
873,0.00150814674410234,2,56,GO:0006626;GO:0072655;GO:0070585,protein localization to mitochondrion,0.0257984480938407,BP
734,1.21999242649574e-4,2,117,GO:0006643,membrane lipid metabolic process,0.00426845901674386,BP
829,6.37185278566707e-4,4,72,GO:0006664;GO:1903509,liposaccharide metabolic process,0.0140475986717763,BP
1482,0.00289775007460033,2,17,GO:0006695,cholesterol biosynthetic process,0.0418492998658922,BP
460,6.32530187836352e-4,4,240,GO:0006732,coenzyme metabolic process,0.0140475986717763,BP
1519,0.00307643279941097,5,16,GO:0006743;GO:0006744;GO:1901663,ubiquinone metabolic process,0.0438353409826518,BP
423,0.00139459687893155,3,248,GO:0006790,sulfur compound metabolic process,0.0245792336077536,BP
-779,0.00229470777828646,5,65,GO:0006813;GO:0071805,potassium ion transport,0.0361101267967715,BP
644,2.22239673402002e-4,2,141,GO:0006839,mitochondrial transport,0.00658508254626361,BP
-462,7.58087712030433e-4,6,231,GO:0006874;GO:0055074;GO:0072503;GO:0072507,divalent inorganic cation homeostasis,0.0159644353474644,BP
571,0.00228636048009258,2,122,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,0.036093732113102,BP
-511,1.03604027756554e-6,2,408,GO:0006935;GO:0042330,taxis,1.1197054169614e-4,BP
-808,3.57081504575767e-4,2,83,GO:0006937,regulation of muscle contraction,0.00929710390095452,BP
-741,0.00324772844828076,2,67,GO:0006970,response to osmotic stress,0.0453402037488701,BP
694,9.68580745786922e-9,2,300,GO:0007005,mitochondrion organization,2.1338578891798e-6,BP
1254,0.00123054478140033,2,28,GO:0007007,inner mitochondrial membrane organization,0.0220958009650818,BP
-470,8.05707950703211e-9,2,703,GO:0007010,cytoskeleton organization,1.8460380566512e-6,BP
-540,3.52198466701511e-9,2,544,GO:0007017,microtubule-based process,1.00869640863313e-6,BP
-569,5.41472100250054e-5,2,218,GO:0007018,microtubule-based movement,0.00237202903293925,BP
-1971,3.26161517411008e-4,4,14,GO:0007026,negative regulation of microtubule depolymerization,0.0087301550080853,BP
-799,0.00116874008038977,5,70,GO:0007043;GO:0043297,cell-cell junction assembly,0.0216542259247231,BP
-641,1.06739733687945e-4,5,157,GO:0007051,spindle organization,0.00391926406772147,BP
-745,5.01318498601154e-4,2,93,GO:0007052,mitotic spindle organization,0.0118170879011828,BP
-607,5.5573844612572e-6,2,244,GO:0007163,establishment or maintenance of cell polarity,4.13411664858198e-4,BP
-429,8.06850863181314e-5,5,374,GO:0007167;GO:0007169,enzyme linked receptor protein signaling pathway,0.00316550804404285,BP
-819,9.31262574829036e-5,2,97,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,0.00350938949251363,BP
-1127,2.6080816864366e-5,3,59,GO:0007179,transforming growth factor beta receptor signaling pathway,0.00131044665788674,BP
-419,0.00122895623312319,4,259,GO:0007186,G protein-coupled receptor signaling pathway,0.0220958009650818,BP
-1089,0.00146829119660261,2,36,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,0.0254089787738361,BP
-750,0.0028569247681158,3,67,GO:0007224,smoothened signaling pathway,0.0417460843667533,BP
-427,3.20959791861451e-6,2,541,GO:0007267,cell-cell signaling,2.65762817791196e-4,BP
-565,2.25341639143033e-6,2,308,GO:0007268;GO:0098916;GO:0099537;GO:0099536,synaptic signaling,2.00071048664792e-4,BP
-412,1.94857176249094e-5,2,485,GO:0007346,regulation of mitotic cell cycle,0.00103346472736557,BP
-556,8.40903978676155e-4,2,155,GO:0007350,blastoderm segmentation,0.0171412739852563,BP
-658,2.89820911566877e-4,3,130,GO:0007405;GO:0061351;GO:0072089,neural precursor cell proliferation,0.00790521038788129,BP
-573,6.46997012957104e-8,6,396,GO:0007409;GO:0061564,axon development,1.12302996673282e-5,BP
-493,7.98879950450453e-5,2,280,GO:0007411;GO:0097485,neuron projection guidance,0.00315731298567882,BP
