"","pval","term","direction","color"
"12/435 protein domain specific binding",8.42375221215215e-06,"GO:0019904",0,"dodgerblue2"
"0/9 delta-catenin binding",0.0452922050670128,"GO:0070097",0,"skyblue2"
"14/447 kinase binding",7.25998032599545e-05,"GO:0019900;GO:0019901",0,"dodgerblue2"
"1/27 mitogen-activated protein kinase binding",0.0305435420981449,"GO:0051019",0,"skyblue2"
"0/120 structural constituent of ribosome",1.62005736622073e-09,"GO:0003735",1,"firebrick1"
"1/284 structural molecule activity",0.000661353202056183,"GO:0005198",1,"firebrick1"
"3/37 phosphatidylinositol-3,4,5-trisphosphate binding",0.00732466855529764,"GO:0005547",0,"dodgerblue2"
"3/21 phosphatidylinositol-3,4-bisphosphate binding",0.00756028814418744,"GO:0043325",0,"dodgerblue2"
"5/70 phosphatidylinositol bisphosphate binding",0.0201101485530963,"GO:1902936",0,"skyblue2"
"6/144 phosphatidylinositol binding",0.000416030619973527,"GO:1901981;GO:0035091",0,"dodgerblue2"
"13/235 phospholipid binding",0.0104246548466077,"GO:0005543",0,"skyblue2"
"5/49 phosphatidylinositol-4,5-bisphosphate binding",0.02298590990897,"GO:0005546",0,"skyblue2"
"0/30 ATP-dependent microtubule motor activity",0.0166662274398264,"GO:1990939",0,"skyblue2"
"2/74 motor activity",0.00318150174188373,"GO:0003774",0,"dodgerblue2"
"1/52 microtubule motor activity",0.00141574991705798,"GO:0003777",0,"dodgerblue2"
"0/16 dynein light chain binding",0.0127592495432917,"GO:0045503",0,"skyblue2"
"0/15 dynein light intermediate chain binding",0.0347866291540181,"GO:0051959",0,"skyblue2"
"0/11 spectrin binding",0.0240628086268047,"GO:0030507",0,"skyblue2"
"3/173 tubulin binding",0.0100870116082417,"GO:0015631",0,"skyblue2"
"2/123 microtubule binding",0.0215293204441295,"GO:0008017",0,"skyblue2"
"10/445 cytoskeletal protein binding",0.000193674739741327,"GO:0008092",0,"dodgerblue2"
"12/271 transcription coregulator activity",0.0206299446122409,"GO:0003712",0,"skyblue2"
"6/98 transcription corepressor activity",0.00450796175671616,"GO:0003714",0,"dodgerblue2"
"2/31 promoter-specific chromatin binding",0.0347866291540181,"GO:1990841",0,"skyblue2"
"15/327 chromatin binding",0.0452922050670128,"GO:0003682",0,"skyblue2"
"4/59 chromatin DNA binding",0.0347866291540181,"GO:0031490",0,"skyblue2"
"20/403 transcription factor binding",0.00184309723802616,"GO:0008134",0,"dodgerblue2"
"1/22 transcription cofactor binding",0.0206299446122409,"GO:0001221",0,"skyblue2"
"1/9 transcription coactivator binding",0.0484542613024643,"GO:0001223",0,"skyblue2"
"33/446 sequence-specific DNA binding",5.52241860565711e-05,"GO:0003690;GO:0043565",0,"dodgerblue2"
"2/26 core promoter sequence-specific DNA binding",0.0157996114369193,"GO:0001046",0,"skyblue2"
"2/37 core promoter binding",0.0127592495432917,"GO:0001047",0,"skyblue2"
"4/10 HMG box domain binding",0.02298590990897,"GO:0071837",0,"skyblue2"
"30/448 DNA-binding transcription factor activity",8.59391887985956e-08,"GO:0000981;GO:0003700",0,"dodgerblue2"
"7/84 DNA-binding transcription repressor activity, RNA polymerase II-specific",0.00184309723802616,"GO:0001227;GO:0001217",0,"dodgerblue2"
"12/153 DNA-binding transcription activator activity",0.0086798407336479,"GO:0001228;GO:0001216",0,"dodgerblue2"
"2/6 cAMP response element binding",0.0215293204441295,"GO:0035497",0,"skyblue2"
"26/373 regulatory region nucleic acid binding",8.59391887985956e-08,"GO:0000976;GO:0044212;GO:1990837;GO:0001067;GO:0000977;GO:0001012",0,"dodgerblue2"
"14/179 proximal promoter sequence-specific DNA binding",7.25998032599545e-05,"GO:0000978;GO:0000987",0,"dodgerblue2"
"8/235 ubiquitin-like protein ligase binding",0.0426877855173439,"GO:0031625;GO:0044389",0,"skyblue2"
"4/40 Hsp70 protein binding",0.0222374325224416,"GO:0030544",0,"skyblue2"
"7/98 heat shock protein binding",0.0159038807142247,"GO:0031072",0,"skyblue2"
"3/74 hydrolase activity, acting on glycosyl bonds",0.0305435420981449,"GO:0004553;GO:0016798",1,"lightcoral"
"2/73 single-stranded RNA binding",0.0426877855173439,"GO:0003727",0,"skyblue2"
"1/25 DNA secondary structure binding",0.0406732998361357,"GO:0000217",1,"lightcoral"
"1/125 nuclease activity",0.0222374325224416,"GO:0004518",1,"lightcoral"
"1/69 endonuclease activity",0.0426877855173439,"GO:0004519",1,"lightcoral"
"0/45 deoxyribonuclease activity",0.0463676089925651,"GO:0004536",1,"lightcoral"
"1/146 catalytic activity, acting on DNA",0.000151262230324331,"GO:0140097",1,"firebrick1"
"10/116 organic anion transmembrane transporter activity",0.0215293204441295,"GO:0008514",1,"lightcoral"
"5/127 transferase activity, transferring one-carbon groups",0.0222374325224416,"GO:0008168;GO:0016741;GO:0008757",1,"lightcoral"
"1/34 carbon-carbon lyase activity",0.0283857743263426,"GO:0016830",1,"lightcoral"
"0/36 transferase activity, transferring alkyl or aryl (other than methyl) groups",0.0201101485530963,"GO:0016765",1,"lightcoral"
"4/60 proton transmembrane transporter activity",0.0215293204441295,"GO:0015078",1,"lightcoral"
"0/8 cytochrome-c oxidase activity",0.0215293204441295,"GO:0004129;GO:0015002;GO:0016676;GO:0016675",1,"lightcoral"
"0/60 electron transfer activity",8.42375221215215e-06,"GO:0009055",1,"firebrick1"
"0/30 oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",0.000416030619973527,"GO:0003954;GO:0008137;GO:0050136;GO:0016655",1,"firebrick1"
"1/66 oxidoreductase activity, acting on NAD(P)H",0.0159038807142247,"GO:0016651",1,"lightcoral"
"2/9 malate dehydrogenase activity",0.0330887057859438,"GO:0016615",1,"lightcoral"
"0/14 steroid dehydrogenase activity",0.0200228521276205,"GO:0016229;GO:0033764",1,"lightcoral"
"4/84 oxidoreductase activity, acting on CH-OH group of donors",7.25998032599545e-05,"GO:0016616;GO:0016614",1,"firebrick1"
"0/6 3-hydroxyacyl-CoA dehydrogenase activity",0.0426877855173439,"GO:0003857",1,"lightcoral"
"22/449 oxidoreductase activity",1.34083810804866e-09,"GO:0016491",1,"firebrick1"
"1/47 oxidoreductase activity, acting on the CH-CH group of donors",0.00499656034508113,"GO:0016627",1,"firebrick1"
"0/24 iron-sulfur cluster binding",0.03562379203532,"GO:0051536;GO:0051540",1,"lightcoral"
"10/236 cofactor binding",0.00284245601590748,"GO:0048037",1,"firebrick1"
"6/149 coenzyme binding",0.0127592495432917,"GO:0050662",1,"lightcoral"
