 contrast                                        estimate   SE    df t.ratio p.value
 Treated A num_days7 - Untreated B num_days7       3.5733 2.34  7.13   1.529  0.9569
 Treated A num_days7 - Treated C num_days7         1.8492 1.72 52.00   1.078  0.9997
 Treated A num_days7 - Untreated C num_days7       1.2708 2.34  7.13   0.544  1.0000
 Treated A num_days7 - Treated A num_days28        4.6617 1.72 52.00   2.718  0.3943
 Treated A num_days7 - Untreated A num_days28      5.6950 2.34  7.13   2.437  0.6085
 Treated A num_days7 - Treated B num_days28        4.5650 1.72 52.00   2.662  0.4306
 Treated A num_days7 - Untreated B num_days28      6.2433 2.34  7.13   2.672  0.5016
 Treated A num_days7 - Treated C num_days28        3.4967 1.72 52.00   2.039  0.8366
 Treated A num_days7 - Untreated C num_days28      5.8183 2.34  7.13   2.490  0.5838
 Untreated A num_days7 - Treated B num_days7       6.0450 2.34  7.13   2.587  0.5393
 Untreated A num_days7 - Untreated B num_days7     3.9408 1.72 52.00   2.298  0.6810
 Untreated A num_days7 - Treated C num_days7       2.2167 2.34  7.13   0.949  0.9994
 Untreated A num_days7 - Untreated C num_days7     1.6383 1.72 52.00   0.955  0.9999
 Untreated A num_days7 - Treated A num_days28      5.0292 2.34  7.13   2.152  0.7423
 Untreated A num_days7 - Untreated A num_days28    6.0625 1.72 52.00   3.535  0.0708
 Untreated A num_days7 - Treated B num_days28      4.9325 2.34  7.13   2.111  0.7611
 Untreated A num_days7 - Untreated B num_days28    6.6108 1.72 52.00   3.854  0.0302
 Untreated A num_days7 - Treated C num_days28      3.8642 2.34  7.13   1.654  0.9291
 Untreated A num_days7 - Untreated C num_days28    6.1858 1.72 52.00   3.607  0.0589
 Treated B num_days7 - Untreated B num_days7      -2.1042 2.34  7.13  -0.900  0.9996
 Treated B num_days7 - Treated C num_days7        -3.8283 1.72 52.00  -2.232  0.7242
 Treated B num_days7 - Untreated C num_days7      -4.4067 2.34  7.13  -1.886  0.8549
 Treated B num_days7 - Treated A num_days28       -1.0158 1.72 52.00  -0.592  1.0000
 Treated B num_days7 - Untreated A num_days28      0.0175 2.34  7.13   0.007  1.0000
 Treated B num_days7 - Treated B num_days28       -1.1125 1.72 52.00  -0.649  1.0000
 Treated B num_days7 - Untreated B num_days28      0.5658 2.34  7.13   0.242  1.0000
 Treated B num_days7 - Treated C num_days28       -2.1808 1.72 52.00  -1.272  0.9978
 Treated B num_days7 - Untreated C num_days28      0.1408 2.34  7.13   0.060  1.0000
 Untreated B num_days7 - Treated C num_days7      -1.7242 2.34  7.13  -0.738  1.0000
 Untreated B num_days7 - Untreated C num_days7    -2.3025 1.72 52.00  -1.342  0.9959
 Untreated B num_days7 - Treated A num_days28      1.0883 2.34  7.13   0.466  1.0000
 Untreated B num_days7 - Untreated A num_days28    2.1217 1.72 52.00   1.237  0.9984
 Untreated B num_days7 - Treated B num_days28      0.9917 2.34  7.13   0.424  1.0000
 Untreated B num_days7 - Untreated B num_days28    2.6700 1.72 52.00   1.557  0.9811
 Untreated B num_days7 - Treated C num_days28     -0.0767 2.34  7.13  -0.033  1.0000
 Untreated B num_days7 - Untreated C num_days28    2.2450 1.72 52.00   1.309  0.9969
 Treated C num_days7 - Untreated C num_days7      -0.5783 2.34  7.13  -0.248  1.0000
 Treated C num_days7 - Treated A num_days28        2.8125 1.72 52.00   1.640  0.9694
 Treated C num_days7 - Untreated A num_days28      3.8458 2.34  7.13   1.646  0.9311
 Treated C num_days7 - Treated B num_days28        2.7158 1.72 52.00   1.583  0.9778
 Treated C num_days7 - Untreated B num_days28      4.3942 2.34  7.13   1.881  0.8569
 Treated C num_days7 - Treated C num_days28        1.6475 1.72 52.00   0.961  0.9999
 Treated C num_days7 - Untreated C num_days28      3.9692 2.34  7.13   1.699  0.9169
 Untreated C num_days7 - Treated A num_days28      3.3908 2.34  7.13   1.451  0.9701
 Untreated C num_days7 - Untreated A num_days28    4.4242 1.72 52.00   2.579  0.4858
 Untreated C num_days7 - Treated B num_days28      3.2942 2.34  7.13   1.410  0.9758
 Untreated C num_days7 - Untreated B num_days28    4.9725 1.72 52.00   2.899  0.2883
 Untreated C num_days7 - Treated C num_days28      2.2258 2.34  7.13   0.953  0.9993
 Untreated C num_days7 - Untreated C num_days28    4.5475 1.72 52.00   2.651  0.4374
 Treated A num_days28 - Untreated A num_days28     1.0333 2.34  7.13   0.442  1.0000
 Treated A num_days28 - Treated B num_days28      -0.0967 1.72 52.00  -0.056  1.0000
 Treated A num_days28 - Untreated B num_days28     1.5817 2.34  7.13   0.677  1.0000
 Treated A num_days28 - Treated C num_days28      -1.1650 1.72 52.00  -0.679  1.0000
 Treated A num_days28 - Untreated C num_days28     1.1567 2.34  7.13   0.495  1.0000
 Untreated A num_days28 - Treated B num_days28    -1.1300 2.34  7.13  -0.484  1.0000
 Untreated A num_days28 - Untreated B num_days28   0.5483 1.72 52.00   0.320  1.0000
 Untreated A num_days28 - Treated C num_days28    -2.1983 2.34  7.13  -0.941  0.9994
 Untreated A num_days28 - Untreated C num_days28   0.1233 1.72 52.00   0.072  1.0000
 Treated B num_days28 - Untreated B num_days28     1.6783 2.34  7.13   0.718  1.0000
 Treated B num_days28 - Treated C num_days28      -1.0683 1.72 52.00  -0.623  1.0000
 Treated B num_days28 - Untreated C num_days28     1.2533 2.34  7.13   0.536  1.0000
 Untreated B num_days28 - Treated C num_days28    -2.7467 2.34  7.13  -1.175  0.9946
 Untreated B num_days28 - Untreated C num_days28  -0.4250 1.72 52.00  -0.248  1.0000
 Treated C num_days28 - Untreated C num_days28     2.3217 2.34  7.13   0.994  0.9990

Degrees-of-freedom method: kenward-roger 
P value adjustment: tukey method for comparing a family of 18 estimates 
