"","pval","term","direction","color"
"21/114 condensed chromosome",1.47130212053507e-05,"GO:0000793",1,"firebrick1"
"2/5 cohesin complex",0.0332787909576068,"GO:0008278",1,"lightcoral"
"27/196 chromosomal region",8.04688825596437e-05,"GO:0098687",1,"firebrick1"
"18/106 chromosome, centromeric region",1.37973122469998e-05,"GO:0000775",1,"firebrick1"
"11/72 kinetochore",0.00108826332275852,"GO:0000776",1,"firebrick1"
"1/7 Arp2/3 protein complex",0.0482066888466214,"GO:0005885",0,"skyblue2"
"10/66 peptidase complex",0.000992391552122736,"GO:1905368",0,"dodgerblue2"
"3/8 proteasome core complex, beta-subunit complex",0.0356294370781645,"GO:0019774",0,"skyblue2"
"7/49 endopeptidase complex",0.00572243076123905,"GO:0000502;GO:1905369",0,"dodgerblue2"
"4/17 proteasome core complex",0.00629600066337823,"GO:0005839",0,"dodgerblue2"
"12/54 polysome",4.69082413931066e-05,"GO:0005844",0,"dodgerblue2"
"4/18 polysomal ribosome",9.75505439111125e-05,"GO:0042788",0,"dodgerblue2"
"3/22 cytoplasmic side of endoplasmic reticulum membrane",0.0264418803623903,"GO:0098554",0,"skyblue2"
"3/13 cytoplasmic side of rough endoplasmic reticulum membrane",0.00455043566616656,"GO:0098556",0,"dodgerblue2"
"5/49 cytosolic large ribosomal subunit",1.43016737846871e-08,"GO:0022625",0,"dodgerblue2"
"15/139 ribosome",2.34521297645523e-05,"GO:0005840;GO:0044391",0,"dodgerblue2"
"7/74 large ribosomal subunit",0.000244952098356063,"GO:0015934",0,"dodgerblue2"
"17/156 cytosolic part",0.00028555601817792,"GO:0044445",0,"dodgerblue2"
"10/85 cytosolic ribosome",1.82592842515311e-10,"GO:0022626",0,"dodgerblue2"
"5/32 cytosolic small ribosomal subunit",0.00195784896302847,"GO:0022627",0,"dodgerblue2"
"10/66 oxidoreductase complex",0.032976687303212,"GO:1990204",0,"skyblue2"
"4/17 cytochrome complex",0.00862102053079574,"GO:0070069",0,"dodgerblue2"
"7/68 inner mitochondrial membrane protein complex",0.000849169804414148,"GO:0098800",0,"dodgerblue2"
"3/7 respiratory chain complex IV",0.00403976141579364,"GO:0005751;GO:0045277",0,"dodgerblue2"
"23/253 organelle inner membrane",0.00617000048745983,"GO:0019866;GO:0005743",0,"dodgerblue2"
"8/110 mitochondrial membrane part",0.00862102053079574,"GO:0044455",0,"dodgerblue2"
"43/521 mitochondrial part",0.0264418803623903,"GO:0044429",0,"skyblue2"
"1/7 mitochondrial respiratory chain complex III",0.0405434680458861,"GO:0005750;GO:0045275",0,"skyblue2"
"30/361 mitochondrial envelope",0.000970786618085896,"GO:0005740;GO:0031966",0,"dodgerblue2"
"7/43 respirasome",0.0071466864474273,"GO:0005746;GO:0070469;GO:0098803",0,"dodgerblue2"
"3/5 endocytic vesicle lumen",0.00862102053079574,"GO:0071682",0,"dodgerblue2"
"13/31 smooth endoplasmic reticulum",0.00309145561170732,"GO:0005790",0,"dodgerblue2"
"7/14 endoplasmic reticulum chaperone complex",0.00965280527055442,"GO:0034663",0,"dodgerblue2"
"21/105 intrinsic component of endoplasmic reticulum membrane",0.00244344082287028,"GO:0030176;GO:0031227",0,"dodgerblue2"
"32/211 intrinsic component of organelle membrane",0.00291016924067424,"GO:0031301;GO:0031300",0,"dodgerblue2"
"5/10 endoplasmic reticulum quality control compartment",0.00101290524361235,"GO:0044322",0,"dodgerblue2"
"3/9 oligosaccharyltransferase complex",0.00124323678726799,"GO:0008250",0,"dodgerblue2"
"84/609 endoplasmic reticulum part",9.33299174998712e-07,"GO:0044432;GO:0005789;GO:0042175;GO:0098827",0,"dodgerblue2"
"3/7 early phagosome",0.042598845948576,"GO:0032009",0,"skyblue2"
"10/67 phagocytic vesicle",0.0147268172641848,"GO:0045335",0,"skyblue2"
"4/32 SNARE complex",0.0199046633699035,"GO:0031201",0,"skyblue2"
"56/476 membrane protein complex",0.00094493476347682,"GO:0098796",0,"dodgerblue2"
"58/474 secretory vesicle",0.0157283463713538,"GO:0099503;GO:0030141",0,"skyblue2"
"28/213 transport vesicle",0.0104398662831078,"GO:0030133",0,"skyblue2"
"13/82 transport vesicle membrane",0.0375063937478372,"GO:0030658",0,"skyblue2"
"37/313 vesicle membrane",0.00641393962769059,"GO:0012506;GO:0030659",0,"dodgerblue2"
"5/27 vesicle coat",0.0147268172641848,"GO:0030120",0,"skyblue2"
"5/43 Golgi-associated vesicle membrane",0.00244344082287028,"GO:0030660",0,"dodgerblue2"
"9/92 Golgi-associated vesicle",0.00455043566616656,"GO:0005798",0,"dodgerblue2"
"3/21 ER to Golgi transport vesicle membrane",0.0330017321232269,"GO:0012507",0,"skyblue2"
"16/138 coated vesicle",0.00881757293906069,"GO:0030135",0,"dodgerblue2"
"4/17 COPI-coated vesicle",0.0223201105549006,"GO:0030137",0,"skyblue2"
"47/412 Golgi apparatus part",0.00717936545625506,"GO:0044431;GO:0098791",0,"dodgerblue2"
"33/293 Golgi membrane",0.000849169804414148,"GO:0000139",0,"dodgerblue2"
"3/35 intrinsic component of Golgi membrane",0.0147268172641848,"GO:0030173;GO:0031228",0,"skyblue2"
"9/63 endoplasmic reticulum-Golgi intermediate compartment",0.000248491482512698,"GO:0005793",0,"dodgerblue2"
"4/25 endoplasmic reticulum-Golgi intermediate compartment membrane",0.0192763017399132,"GO:0033116",0,"skyblue2"
