Acropora_017709	Amino acid transport and metabolism
Acropora_023826	Replication, recombination and repair
Acropora_019392	Transcription
Acropora_015918	Coenzyme transport and metabolism
Acropora_010672	Intracellular trafficking, secretion, and vesicular transport
Acropora_031177	
Acropora_021977	
Acropora_011609	Posttranslational modification, protein turnover, chaperones
Acropora_023840	
Acropora_019213	Signal transduction mechanisms
Acropora_024241	Intracellular trafficking, secretion, and vesicular transport
Acropora_005954	Inorganic ion transport and metabolism
Acropora_015251	Function Unknown
Acropora_013940	Amino acid transport and metabolism
Acropora_017567	Lipid transport and metabolism
Acropora_004002	Function Unknown
Acropora_016180	Energy production and conversion
Acropora_001924	Posttranslational modification, protein turnover, chaperones
Acropora_001437	Intracellular trafficking, secretion, and vesicular transport
Acropora_027889	Carbohydrate transport and metabolism
Acropora_002020	Signal transduction mechanisms
Acropora_005409	Function Unknown
Acropora_029688	Transcription
Acropora_032568	Transcription
Acropora_006172	Posttranslational modification, protein turnover, chaperones
Acropora_017453	
Acropora_34323	Amino acid transport and metabolism
Acropora_020397	Transcription
Acropora_013460	Posttranslational modification, protein turnover, chaperones
Acropora_006477	Function Unknown
Acropora_013667	Replication, recombination and repair
Acropora_004857	Translation, ribosomal structure and biogenesis
Acropora_013448	Translation, ribosomal structure and biogenesis
Acropora_031324	Function Unknown
Acropora_003288	Function Unknown
Acropora_018458	Function Unknown
Acropora_000982	Intracellular trafficking, secretion, and vesicular transport
Acropora_002123	Cytoskeleton
Acropora_017702	Signal transduction mechanisms
Acropora_030323	Function Unknown
Acropora_025317	Carbohydrate transport and metabolism
Acropora_024904	Function Unknown
Acropora_003043	Signal transduction mechanisms
Acropora_007965	Function Unknown
Acropora_015258	Nucleotide transport and metabolism
Acropora_031344	RNA processing and modification
Acropora_026345	Function Unknown
Acropora_015010	
Acropora_002362	
Acropora_001799	Posttranslational modification, protein turnover, chaperones
Acropora_003064	Signal transduction mechanisms
Acropora_025954	
Acropora_011567	Intracellular trafficking, secretion, and vesicular transport
Acropora_007724	Posttranslational modification, protein turnover, chaperones
Acropora_004084	Replication, recombination and repair
Acropora_026654	
Acropora_34583	Transcription
Acropora_028466	Function Unknown
Acropora_000678	Posttranslational modification, protein turnover, chaperones
Acropora_023274	Posttranslational modification, protein turnover, chaperones
Acropora_012935	Signal transduction mechanisms
Acropora_007670	Transcription
Acropora_022372	Function Unknown
Acropora_004563	Posttranslational modification, protein turnover, chaperones
Acropora_008816	Function Unknown
Acropora_003416	Carbohydrate transport and metabolism
Acropora_022641	Function Unknown
Acropora_010706	Posttranslational modification, protein turnover, chaperones
Acropora_013815	Function Unknown
Acropora_026363	Function Unknown
Acropora_018006	Posttranslational modification, protein turnover, chaperones
Acropora_027707	Signal transduction mechanisms
Acropora_013979	Function Unknown
Acropora_009573	Function Unknown
Acropora_026200	Transcription
Acropora_009003	Signal transduction mechanisms
Acropora_017208	RNA processing and modification
Acropora_011519	Signal transduction mechanisms
Acropora_019852	Function Unknown
Acropora_012954	Transcription
Acropora_004089	Cell cycle control, cell division, chromosome partitioning
Acropora_013784	Cell cycle control, cell division, chromosome partitioning
Acropora_032209	Signal transduction mechanisms
Acropora_015953	Function Unknown
Acropora_020390	Nucleotide transport and metabolism
Acropora_029083	Translation, ribosomal structure and biogenesis
Acropora_001761	Function Unknown
Acropora_024254	Posttranslational modification, protein turnover, chaperones
Acropora_020713	RNA processing and modification
Acropora_009200	
Acropora_009004	Function Unknown
Acropora_018025	Translation, ribosomal structure and biogenesis
Acropora_017561	Posttranslational modification, protein turnover, chaperones
Acropora_004935	Function Unknown
Acropora_031957	Secondary metabolites biosynthesis, transport and catabolism
Acropora_026816	
Acropora_021776	
Acropora_004236	Function Unknown
Acropora_002140	Transcription
Acropora_020420	Posttranslational modification, protein turnover, chaperones
Acropora_018468	Signal transduction mechanisms
Acropora_009008	Function Unknown
Acropora_030345	
Acropora_018189	Posttranslational modification, protein turnover, chaperones
Acropora_025951	Inorganic ion transport and metabolism
Acropora_018410	Translation, ribosomal structure and biogenesis
Acropora_031378	Signal transduction mechanisms
Acropora_017751	Replication, recombination and repair
Acropora_011483	RNA processing and modification
Acropora_022536	Cytoskeleton
Acropora_022048	Posttranslational modification, protein turnover, chaperones
Acropora_011336	Function Unknown
Acropora_026149	RNA processing and modification
Acropora_028101	Function Unknown
Acropora_025358	
Acropora_018536	Intracellular trafficking, secretion, and vesicular transport
Acropora_006090	Signal transduction mechanisms
Acropora_004688	Secondary metabolites biosynthesis, transport and catabolism
Acropora_002877	
Acropora_003925	
Acropora_002658	Inorganic ion transport and metabolism
Acropora_001517	Function Unknown
Acropora_017926	Function Unknown
Acropora_022158	Inorganic ion transport and metabolism
Acropora_020319	Carbohydrate transport and metabolism
Acropora_008196	Posttranslational modification, protein turnover, chaperones
Acropora_018646	Function Unknown
Acropora_016597	Replication, recombination and repair
Acropora_007495	Signal transduction mechanisms
Acropora_006838	Posttranslational modification, protein turnover, chaperones
Acropora_005782	Function Unknown
Acropora_003430	Posttranslational modification, protein turnover, chaperones
Acropora_009343	Replication, recombination and repair
Acropora_002727	Replication, recombination and repair
Acropora_026227	Transcription
Acropora_032413	Signal transduction mechanisms
Acropora_008023	Function Unknown
Acropora_34103	
Acropora_024160	Translation, ribosomal structure and biogenesis
Acropora_004044	Carbohydrate transport and metabolism
Acropora_015766	Energy production and conversion
Acropora_012996	Cell cycle control, cell division, chromosome partitioning
Acropora_008082	Posttranslational modification, protein turnover, chaperones
Acropora_022822	Posttranslational modification, protein turnover, chaperones
Acropora_34159	Posttranslational modification, protein turnover, chaperones
Acropora_019513	Secondary metabolites biosynthesis, transport and catabolism
Acropora_005823	Cell wall/membrane/envelope biogenesis
Acropora_001227	Posttranslational modification, protein turnover, chaperones
Acropora_004653	Signal transduction mechanisms
Acropora_009231	Transcription
Acropora_000508	Transcription
Acropora_022771	Cytoskeleton
Acropora_031465	Amino acid transport and metabolism
Acropora_013660	Posttranslational modification, protein turnover, chaperones
Acropora_006493	Carbohydrate transport and metabolism
Acropora_026643	Posttranslational modification, protein turnover, chaperones
Acropora_013039	Carbohydrate transport and metabolism
Acropora_000805	
Acropora_019233	Function Unknown
Acropora_033091	RNA processing and modification
Acropora_008808	Function Unknown
Acropora_002346	Cell cycle control, cell division, chromosome partitioning
Acropora_009948	Signal transduction mechanisms
Acropora_028838	Replication, recombination and repair
Acropora_021830	Function Unknown
Acropora_028036	
Acropora_018634	Signal transduction mechanisms
Acropora_001860	Lipid transport and metabolism
Acropora_013181	Energy production and conversion
Acropora_008206	Signal transduction mechanisms
Acropora_031254	
Acropora_020825	Function Unknown
Acropora_019792	Signal transduction mechanisms
Acropora_000788	Carbohydrate transport and metabolism
Acropora_014387	Function Unknown
Acropora_000072	Posttranslational modification, protein turnover, chaperones
Acropora_005285	Carbohydrate transport and metabolism
Acropora_015685	Function Unknown
Acropora_021959	Lipid transport and metabolism
Acropora_017746	Function Unknown
Acropora_012680	Function Unknown
Acropora_002289	RNA processing and modification
Acropora_032280	Function Unknown
Acropora_032472	Posttranslational modification, protein turnover, chaperones
Acropora_029894	
Acropora_024115	Inorganic ion transport and metabolism
Acropora_019460	Carbohydrate transport and metabolism
Acropora_007547	Carbohydrate transport and metabolism
Acropora_020205	Replication, recombination and repair
Acropora_007389	Secondary metabolites biosynthesis, transport and catabolism
Acropora_006204	Function Unknown
Acropora_015883	Translation, ribosomal structure and biogenesis
Acropora_007635	Secondary metabolites biosynthesis, transport and catabolism
Acropora_021883	Intracellular trafficking, secretion, and vesicular transport
Acropora_002293	Function Unknown
Acropora_018513	Posttranslational modification, protein turnover, chaperones
Acropora_010040	Replication, recombination and repair
Acropora_023865	Transcription
Acropora_029363	Function Unknown
Acropora_001277	Function Unknown
Acropora_026787	Amino acid transport and metabolism
Acropora_015833	Translation, ribosomal structure and biogenesis
Acropora_005420	Replication, recombination and repair
Acropora_023544	Posttranslational modification, protein turnover, chaperones
Acropora_013636	Posttranslational modification, protein turnover, chaperones
Acropora_012290	
Acropora_003686	Secondary metabolites biosynthesis, transport and catabolism
Acropora_027671	Signal transduction mechanisms
Acropora_028127	Function Unknown
Acropora_019718	Intracellular trafficking, secretion, and vesicular transport
Acropora_006861	Function Unknown
Acropora_023849	Function Unknown
Acropora_013190	Translation, ribosomal structure and biogenesis
Acropora_003823	Signal transduction mechanisms
Acropora_028354	Function Unknown
Acropora_024374	Signal transduction mechanisms
Acropora_015054	
Acropora_025469	Function Unknown
Acropora_015614	Function Unknown
Acropora_017136	Signal transduction mechanisms
Acropora_028865	Signal transduction mechanisms
Acropora_011147	Transcription
Acropora_003239	Function Unknown
Acropora_002342	Lipid transport and metabolism
Acropora_017512	Carbohydrate transport and metabolism
Acropora_019452	Energy production and conversion
Acropora_011685	
Acropora_022496	
Acropora_021754	Function Unknown
Acropora_023233	Energy production and conversion
Acropora_013555	Posttranslational modification, protein turnover, chaperones
Acropora_002250	Extracellular structures
Acropora_006257	Signal transduction mechanisms
Acropora_025268	Function Unknown
Acropora_021817	Posttranslational modification, protein turnover, chaperones
Acropora_008935	Signal transduction mechanisms
Acropora_020209	Carbohydrate transport and metabolism
Acropora_018293	
Acropora_016601	Transcription
Acropora_007930	Intracellular trafficking, secretion, and vesicular transport
Acropora_001722	
Acropora_004003	RNA processing and modification
Acropora_013329	Function Unknown
Acropora_005518	Intracellular trafficking, secretion, and vesicular transport
Acropora_028147	Signal transduction mechanisms
Acropora_022613	Cytoskeleton
Acropora_014214	Lipid transport and metabolism
Acropora_004531	Posttranslational modification, protein turnover, chaperones
Acropora_003228	RNA processing and modification
Acropora_020606	RNA processing and modification
Acropora_018620	Function Unknown
Acropora_016120	RNA processing and modification
Acropora_025919	Lipid transport and metabolism
Acropora_022060	Signal transduction mechanisms
Acropora_002220	Function Unknown
Acropora_024043	Posttranslational modification, protein turnover, chaperones
Acropora_014986	Cytoskeleton
Acropora_000475	Posttranslational modification, protein turnover, chaperones
Acropora_009490	Cell cycle control, cell division, chromosome partitioning
Acropora_006661	Signal transduction mechanisms
Acropora_002380	Posttranslational modification, protein turnover, chaperones
Acropora_004620	Signal transduction mechanisms
Acropora_003753	Posttranslational modification, protein turnover, chaperones
Acropora_004870	
Acropora_011303	Amino acid transport and metabolism
Acropora_025880	Posttranslational modification, protein turnover, chaperones
Acropora_016609	Replication, recombination and repair
Acropora_34214	Replication, recombination and repair
Acropora_024275	Posttranslational modification, protein turnover, chaperones
Acropora_031573	Function Unknown
Acropora_010612	Posttranslational modification, protein turnover, chaperones
Acropora_027690	
Acropora_34241	Inorganic ion transport and metabolism
Acropora_028511	Intracellular trafficking, secretion, and vesicular transport
Acropora_027395	Intracellular trafficking, secretion, and vesicular transport
Acropora_004704	Signal transduction mechanisms
Acropora_010721	Signal transduction mechanisms
Acropora_007665	
Acropora_001666	Function Unknown
Acropora_018367	Function Unknown
Acropora_022661	Signal transduction mechanisms
Acropora_010637	Signal transduction mechanisms
Acropora_021891	Signal transduction mechanisms
Acropora_000966	Replication, recombination and repair
Acropora_017052	Function Unknown
Acropora_015680	Carbohydrate transport and metabolism
Acropora_003797	Function Unknown
Acropora_006815	Function Unknown
Acropora_015239	Function Unknown
Acropora_006112	Translation, ribosomal structure and biogenesis
Acropora_011630	RNA processing and modification
Acropora_029228	Replication, recombination and repair
Acropora_007554	RNA processing and modification
Acropora_024005	Signal transduction mechanisms
Acropora_010883	Function Unknown
Acropora_016881	Amino acid transport and metabolism
Acropora_001432	Posttranslational modification, protein turnover, chaperones
Acropora_018200	Posttranslational modification, protein turnover, chaperones
Acropora_017802	Posttranslational modification, protein turnover, chaperones
Acropora_008900	
Acropora_015279	Amino acid transport and metabolism
Acropora_012243	Function Unknown
Acropora_016629	
Acropora_010217	Signal transduction mechanisms
Acropora_015232	Signal transduction mechanisms
Acropora_016152	Function Unknown
Acropora_025379	Replication, recombination and repair
Acropora_026246	Function Unknown
Acropora_027699	Amino acid transport and metabolism
Acropora_027636	Signal transduction mechanisms
Acropora_007947	Intracellular trafficking, secretion, and vesicular transport
Acropora_010559	Function Unknown
Acropora_031819	Signal transduction mechanisms
Acropora_000433	
Acropora_012569	Cell cycle control, cell division, chromosome partitioning
Acropora_006331	Function Unknown
Acropora_029677	Nucleotide transport and metabolism
Acropora_010383	Intracellular trafficking, secretion, and vesicular transport
Acropora_011140	Function Unknown
Acropora_016179	Signal transduction mechanisms
Acropora_018614	Posttranslational modification, protein turnover, chaperones
Acropora_020379	Function Unknown
Acropora_031188	Transcription
Acropora_006608	Posttranslational modification, protein turnover, chaperones
Acropora_021797	Function Unknown
Acropora_006913	Posttranslational modification, protein turnover, chaperones
Acropora_018747	Cytoskeleton
Acropora_028378	Signal transduction mechanisms
Acropora_007593	Posttranslational modification, protein turnover, chaperones
Acropora_027152	Amino acid transport and metabolism
Acropora_005807	Carbohydrate transport and metabolism
Acropora_002325	Energy production and conversion
Acropora_019941	Function Unknown
Acropora_010693	Replication, recombination and repair
Acropora_020283	Signal transduction mechanisms
Acropora_003882	Amino acid transport and metabolism
Acropora_014136	Translation, ribosomal structure and biogenesis
Acropora_009262	Cell cycle control, cell division, chromosome partitioning
Acropora_013801	Cell cycle control, cell division, chromosome partitioning
Acropora_028022	Signal transduction mechanisms
Acropora_018768	Chromatin structure and dynamics
Acropora_007210	Function Unknown
Acropora_004358	Function Unknown
Acropora_006654	Amino acid transport and metabolism
Acropora_014039	Function Unknown
Acropora_000510	Carbohydrate transport and metabolism
Acropora_029608	Inorganic ion transport and metabolism
Acropora_027698	Function Unknown
Acropora_008656	Posttranslational modification, protein turnover, chaperones
Acropora_006875	RNA processing and modification
Acropora_008551	Lipid transport and metabolism
Acropora_009985	Carbohydrate transport and metabolism
Acropora_029828	
Acropora_000228	Posttranslational modification, protein turnover, chaperones
Acropora_033574	Energy production and conversion
Acropora_028300	Posttranslational modification, protein turnover, chaperones
Acropora_000189	Amino acid transport and metabolism
Acropora_026007	Signal transduction mechanisms
Acropora_020419	
Acropora_005464	Transcription
Acropora_002569	Function Unknown
Acropora_015394	Intracellular trafficking, secretion, and vesicular transport
Acropora_028855	Replication, recombination and repair
Acropora_011048	RNA processing and modification
Acropora_029925	Transcription
Acropora_013799	Function Unknown
Acropora_006315	Function Unknown
Acropora_002134	Posttranslational modification, protein turnover, chaperones
Acropora_028420	Signal transduction mechanisms
Acropora_004551	Signal transduction mechanisms
Acropora_021829	Intracellular trafficking, secretion, and vesicular transport
Acropora_022472	Function Unknown
Acropora_014873	Function Unknown
Acropora_027476	Transcription
Acropora_015495	Signal transduction mechanisms
Acropora_026529	Signal transduction mechanisms
Acropora_026426	Translation, ribosomal structure and biogenesis
Acropora_029735	Cytoskeleton
Acropora_018053	RNA processing and modification
Acropora_014115	Carbohydrate transport and metabolism
Acropora_028454	Posttranslational modification, protein turnover, chaperones
Acropora_019600	Function Unknown
Acropora_022034	RNA processing and modification
Acropora_020071	Extracellular structures
Acropora_018043	Cell wall/membrane/envelope biogenesis
Acropora_025735	
Acropora_019964	
Acropora_028862	Function Unknown
Acropora_015432	Replication, recombination and repair
Acropora_013707	Carbohydrate transport and metabolism
Acropora_021925	Function Unknown
Acropora_021695	Posttranslational modification, protein turnover, chaperones
Acropora_014622	Posttranslational modification, protein turnover, chaperones
Acropora_002714	Function Unknown
Acropora_020329	Cytoskeleton
Acropora_031299	Function Unknown
Acropora_006986	Signal transduction mechanisms
Acropora_015483	Chromatin structure and dynamics
Acropora_030046	Function Unknown
Acropora_014702	Transcription
Acropora_031397	Signal transduction mechanisms
Acropora_021757	Coenzyme transport and metabolism
Acropora_004558	Transcription
Acropora_010249	Posttranslational modification, protein turnover, chaperones
Acropora_024517	
Acropora_013325	Function Unknown
Acropora_018627	Nucleotide transport and metabolism
Acropora_013420	Energy production and conversion
Acropora_021526	Posttranslational modification, protein turnover, chaperones
Acropora_020243	Cytoskeleton
Acropora_016573	Posttranslational modification, protein turnover, chaperones
Acropora_006009	Extracellular structures
Acropora_027861	
Acropora_005387	Translation, ribosomal structure and biogenesis
Acropora_015085	Intracellular trafficking, secretion, and vesicular transport
Acropora_007453	Signal transduction mechanisms
Acropora_013508	Signal transduction mechanisms
Acropora_002774	Signal transduction mechanisms
Acropora_002387	Energy production and conversion
Acropora_011756	Replication, recombination and repair
Acropora_010828	Energy production and conversion
Acropora_016027	
Acropora_029766	Intracellular trafficking, secretion, and vesicular transport
Acropora_027348	
Acropora_022984	
Acropora_030559	Function Unknown
Acropora_006447	Signal transduction mechanisms
Acropora_024880	Posttranslational modification, protein turnover, chaperones
Acropora_002105	Transcription
Acropora_022985	Carbohydrate transport and metabolism
Acropora_026104	Signal transduction mechanisms
Acropora_010871	Signal transduction mechanisms
Acropora_010075	Transcription
Acropora_006226	Replication, recombination and repair
Acropora_025859	
Acropora_027868	Function Unknown
Acropora_029816	RNA processing and modification
Acropora_008447	Energy production and conversion
Acropora_016418	Secondary metabolites biosynthesis, transport and catabolism
Acropora_007011	Function Unknown
Acropora_011415	Function Unknown
Acropora_006203	
Acropora_005434	Replication, recombination and repair
Acropora_015903	Function Unknown
Acropora_027547	RNA processing and modification
Acropora_003861	Function Unknown
Acropora_027866	
Acropora_024702	Replication, recombination and repair
Acropora_023206	Function Unknown
Acropora_010166	Carbohydrate transport and metabolism
Acropora_012927	Function Unknown
Acropora_031830	Translation, ribosomal structure and biogenesis
Acropora_001963	Carbohydrate transport and metabolism
Acropora_020324	Translation, ribosomal structure and biogenesis
Acropora_024029	Carbohydrate transport and metabolism
Acropora_007689	Posttranslational modification, protein turnover, chaperones
Acropora_009127	Translation, ribosomal structure and biogenesis
Acropora_028656	Function Unknown
Acropora_011080	Posttranslational modification, protein turnover, chaperones
Acropora_009324	
Acropora_021744	Transcription
Acropora_002694	Function Unknown
Acropora_003663	Function Unknown
Acropora_006401	Inorganic ion transport and metabolism
Acropora_002336	Signal transduction mechanisms
Acropora_029382	Posttranslational modification, protein turnover, chaperones
Acropora_002053	
Acropora_019443	Signal transduction mechanisms
Acropora_030572	Translation, ribosomal structure and biogenesis
Acropora_017609	Function Unknown
Acropora_003085	Cell wall/membrane/envelope biogenesis
Acropora_031857	Posttranslational modification, protein turnover, chaperones
Acropora_027635	Posttranslational modification, protein turnover, chaperones
Acropora_020226	Energy production and conversion
Acropora_013488	Transcription
Acropora_004173	RNA processing and modification
Acropora_001148	
Acropora_003621	Translation, ribosomal structure and biogenesis
Acropora_029379	
Acropora_023694	Function Unknown
Acropora_010606	
Acropora_005485	Signal transduction mechanisms
Acropora_009816	Signal transduction mechanisms
Acropora_023928	
Acropora_013004	Replication, recombination and repair
Acropora_004808	RNA processing and modification
Acropora_003075	Cell wall/membrane/envelope biogenesis
Acropora_006162	Function Unknown
Acropora_016344	Carbohydrate transport and metabolism
Acropora_004196	Carbohydrate transport and metabolism
Acropora_002516	Intracellular trafficking, secretion, and vesicular transport
Acropora_030043	Carbohydrate transport and metabolism
Acropora_013151	Transcription
Acropora_004117	Transcription
Acropora_019608	Signal transduction mechanisms
Acropora_025505	Replication, recombination and repair
Acropora_027942	Signal transduction mechanisms
Acropora_024435	Replication, recombination and repair
Acropora_009793	Amino acid transport and metabolism
Acropora_019765	Carbohydrate transport and metabolism
Acropora_021639	Posttranslational modification, protein turnover, chaperones
Acropora_023838	Extracellular structures
Acropora_008878	Signal transduction mechanisms
Acropora_006684	Posttranslational modification, protein turnover, chaperones
Acropora_015506	Cytoskeleton
Acropora_004928	Posttranslational modification, protein turnover, chaperones
Acropora_017862	Posttranslational modification, protein turnover, chaperones
Acropora_008129	Energy production and conversion
Acropora_031407	Transcription
Acropora_016040	Amino acid transport and metabolism
Acropora_019505	Intracellular trafficking, secretion, and vesicular transport
Acropora_014802	Translation, ribosomal structure and biogenesis
Acropora_024130	
Acropora_003938	Signal transduction mechanisms
Acropora_006700	Function Unknown
Acropora_026146	Signal transduction mechanisms
Acropora_007791	Function Unknown
Acropora_004416	
Acropora_001185	Signal transduction mechanisms
Acropora_010937	
Acropora_002642	Posttranslational modification, protein turnover, chaperones
Acropora_015106	
Acropora_015185	Signal transduction mechanisms
Acropora_018390	Signal transduction mechanisms
Acropora_030933	Energy production and conversion
Acropora_021583	Amino acid transport and metabolism
Acropora_019954	Function Unknown
Acropora_34262	Amino acid transport and metabolism
Acropora_025064	
Acropora_018549	Signal transduction mechanisms
Acropora_031136	Cell motility
Acropora_029916	
Acropora_021298	Carbohydrate transport and metabolism
Acropora_006381	Carbohydrate transport and metabolism
Acropora_004062	Replication, recombination and repair
Acropora_027890	Lipid transport and metabolism
Acropora_026020	
Acropora_010240	Signal transduction mechanisms
Acropora_020195	Coenzyme transport and metabolism
Acropora_017988	Intracellular trafficking, secretion, and vesicular transport
Acropora_003790	Posttranslational modification, protein turnover, chaperones
Acropora_031282	Posttranslational modification, protein turnover, chaperones
Acropora_004611	Carbohydrate transport and metabolism
Acropora_34563	Secondary metabolites biosynthesis, transport and catabolism
Acropora_006584	Function Unknown
Acropora_006187	Function Unknown
Acropora_013683	Intracellular trafficking, secretion, and vesicular transport
Acropora_007020	Posttranslational modification, protein turnover, chaperones
Acropora_010552	Intracellular trafficking, secretion, and vesicular transport
Acropora_033145	Posttranslational modification, protein turnover, chaperones
Acropora_017818	
Acropora_011214	Intracellular trafficking, secretion, and vesicular transport
Acropora_016124	Carbohydrate transport and metabolism
Acropora_019925	Carbohydrate transport and metabolism
Acropora_015465	Cytoskeleton
Acropora_025334	
Acropora_008565	Function Unknown
Acropora_030971	RNA processing and modification
Acropora_024346	Signal transduction mechanisms
Acropora_016486	Replication, recombination and repair
Acropora_011509	Lipid transport and metabolism
Acropora_026764	Cell wall/membrane/envelope biogenesis
Acropora_006014	Translation, ribosomal structure and biogenesis
Acropora_026254	Posttranslational modification, protein turnover, chaperones
Acropora_022212	Replication, recombination and repair
Acropora_018599	Signal transduction mechanisms
Acropora_025077	Coenzyme transport and metabolism
Acropora_016073	Signal transduction mechanisms
Acropora_027122	Function Unknown
Acropora_007865	Extracellular structures
Acropora_030923	Function Unknown
Acropora_013380	
Acropora_029471	Amino acid transport and metabolism
Acropora_013316	Function Unknown
Acropora_022126	Function Unknown
Acropora_018730	Function Unknown
Acropora_028254	Inorganic ion transport and metabolism
Acropora_008608	Function Unknown
Acropora_005930	Secondary metabolites biosynthesis, transport and catabolism
Acropora_000564	Replication, recombination and repair
Acropora_007473	Signal transduction mechanisms
Acropora_008799	Function Unknown
Acropora_019386	Function Unknown
Acropora_018343	Translation, ribosomal structure and biogenesis
Acropora_024506	Amino acid transport and metabolism
Acropora_015516	Function Unknown
Acropora_027657	Function Unknown
Acropora_021984	
Acropora_004900	Amino acid transport and metabolism
Acropora_020150	Translation, ribosomal structure and biogenesis
Acropora_031940	Function Unknown
Acropora_024069	Amino acid transport and metabolism
Acropora_012400	Function Unknown
Acropora_001917	Cell cycle control, cell division, chromosome partitioning
Acropora_007314	Carbohydrate transport and metabolism
Acropora_029756	Translation, ribosomal structure and biogenesis
Acropora_033380	Function Unknown
Acropora_001946	Function Unknown
Acropora_032320	Function Unknown
Acropora_026522	Function Unknown
Acropora_020008	Signal transduction mechanisms
Acropora_026031	Intracellular trafficking, secretion, and vesicular transport
Acropora_018551	Signal transduction mechanisms
Acropora_013472	Transcription
Acropora_34175	
Acropora_030056	Energy production and conversion
Acropora_027897	Lipid transport and metabolism
Acropora_010476	Inorganic ion transport and metabolism
Acropora_031090	Signal transduction mechanisms
Acropora_000381	Signal transduction mechanisms
Acropora_002703	Function Unknown
Acropora_007058	Carbohydrate transport and metabolism
Acropora_006244	Replication, recombination and repair
Acropora_029324	
Acropora_011220	Transcription
Acropora_007933	Lipid transport and metabolism
Acropora_004481	
Acropora_008634	Function Unknown
Acropora_028904	Chromatin structure and dynamics
Acropora_026082	Nucleotide transport and metabolism
Acropora_004462	Amino acid transport and metabolism
Acropora_008944	Intracellular trafficking, secretion, and vesicular transport
Acropora_008033	Function Unknown
Acropora_002273	RNA processing and modification
Acropora_030080	Lipid transport and metabolism
Acropora_007741	Energy production and conversion
Acropora_013981	Replication, recombination and repair
Acropora_007481	Function Unknown
Acropora_028384	
Acropora_003168	Replication, recombination and repair
Acropora_004023	Function Unknown
Acropora_018430	Signal transduction mechanisms
Acropora_014090	RNA processing and modification
Acropora_007209	Signal transduction mechanisms
Acropora_030819	Function Unknown
Acropora_002383	Posttranslational modification, protein turnover, chaperones
Acropora_020441	Translation, ribosomal structure and biogenesis
Acropora_025086	RNA processing and modification
Acropora_006444	Secondary metabolites biosynthesis, transport and catabolism
Acropora_029680	Function Unknown
Acropora_005495	Function Unknown
Acropora_005921	Function Unknown
Acropora_019707	Signal transduction mechanisms
Acropora_013716	Function Unknown
Acropora_022187	Function Unknown
Acropora_34338	
Acropora_000578	Transcription
Acropora_025186	Replication, recombination and repair
Acropora_029604	Secondary metabolites biosynthesis, transport and catabolism
Acropora_024383	Replication, recombination and repair
Acropora_011798	Function Unknown
Acropora_020147	Energy production and conversion
Acropora_003295	Function Unknown
Acropora_006958	Signal transduction mechanisms
Acropora_032604	
Acropora_011392	Signal transduction mechanisms
Acropora_017734	Function Unknown
Acropora_016059	Inorganic ion transport and metabolism
Acropora_002292	
Acropora_001123	Translation, ribosomal structure and biogenesis
Acropora_003465	Inorganic ion transport and metabolism
Acropora_015637	
Acropora_031099	Function Unknown
Acropora_014887	
Acropora_006561	Function Unknown
Acropora_005593	
Acropora_015322	Function Unknown
Acropora_010301	Energy production and conversion
Acropora_008762	Signal transduction mechanisms
Acropora_34530	Cytoskeleton
Acropora_013097	Translation, ribosomal structure and biogenesis
Acropora_022272	Cell wall/membrane/envelope biogenesis
