"","pval","term","direction","color"
"161/373 regulatory region nucleic acid binding",5.36354503089161e-10,"GO:0000976;GO:0044212;GO:1990837;GO:0001067;GO:0000977;GO:0001012",0,"dodgerblue2"
"81/179 proximal promoter sequence-specific DNA binding",9.45385933269369e-06,"GO:0000978;GO:0000987",0,"dodgerblue2"
"21/43 ligand-gated cation channel activity",0.032395396870895,"GO:0099094",0,"skyblue2"
"4/8 transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential",0.0375097931334438,"GO:0099529;GO:1904315",0,"skyblue2"
"51/122 gated channel activity",0.000260894449487697,"GO:0022839;GO:0022836",0,"dodgerblue2"
"26/65 ligand-gated ion channel activity",0.0186207154931754,"GO:0015276;GO:0022834",0,"skyblue2"
"77/176 channel activity",0.00202827114078113,"GO:0005216;GO:0015267;GO:0022803;GO:0005261",0,"dodgerblue2"
"8/19 excitatory extracellular ligand-gated ion channel activity",0.0443979517446096,"GO:0005231",0,"skyblue2"
"249/606 signaling receptor binding",0.0047204560739466,"GO:0005102",0,"dodgerblue2"
"15/23 actinin binding",0.0427272020164531,"GO:0042805;GO:0051393",0,"skyblue2"
"16/38 potassium channel activity",0.0199920581478232,"GO:0005267",0,"skyblue2"
"9/15 outward rectifier potassium channel activity",0.00202827114078113,"GO:0015271",0,"dodgerblue2"
"5/9 delayed rectifier potassium channel activity",0.032395396870895,"GO:0005251;GO:0086008;GO:0086087;GO:0086089;GO:0086090",0,"skyblue2"
"26/61 voltage-gated ion channel activity",0.00314113614332974,"GO:0005244;GO:0022832;GO:0022843",0,"dodgerblue2"
"11/25 voltage-gated potassium channel activity",0.0171251181976767,"GO:0005249",0,"skyblue2"
"37/69 Rho GTPase binding",0.00986813049692208,"GO:0017048",0,"dodgerblue2"
"28/59 SH3 domain binding",0.0191917924663092,"GO:0017124",0,"skyblue2"
"199/435 protein domain specific binding",9.45385933269369e-06,"GO:0019904",0,"dodgerblue2"
"214/516 transferase activity, transferring phosphorus-containing groups",0.0421446306153988,"GO:0016772",0,"skyblue2"
"176/417 kinase activity",0.000623213669191431,"GO:0016301;GO:0016773",0,"dodgerblue2"
"138/306 protein kinase activity",5.35674380894707e-05,"GO:0004672",0,"dodgerblue2"
"101/213 protein serine/threonine kinase activity",9.45385933269369e-06,"GO:0004674",0,"dodgerblue2"
"6/8 gamma-catenin binding",0.0421446306153988,"GO:0045295",0,"skyblue2"
"7/9 delta-catenin binding",0.0110958662934448,"GO:0070097",0,"skyblue2"
"187/447 kinase binding",0.000127809203539179,"GO:0019900;GO:0019901",0,"dodgerblue2"
"15/27 mitogen-activated protein kinase binding",0.00319402063273392,"GO:0051019",0,"dodgerblue2"
"73/144 phosphatidylinositol binding",0.000285056039639687,"GO:1901981;GO:0035091",0,"dodgerblue2"
"112/235 phospholipid binding",0.00580915133644656,"GO:0005543",0,"dodgerblue2"
"20/37 phosphatidylinositol-3,4,5-trisphosphate binding",0.00213215177293674,"GO:0005547",0,"dodgerblue2"
"11/21 phosphatidylinositol-3,4-bisphosphate binding",0.00495148465965135,"GO:0043325",0,"dodgerblue2"
"35/70 phosphatidylinositol bisphosphate binding",0.0239674090508301,"GO:1902936",0,"skyblue2"
"6/11 spectrin binding",0.0102647332938082,"GO:0030507",0,"skyblue2"
"84/173 tubulin binding",0.000285056039639687,"GO:0015631",0,"dodgerblue2"
"67/123 microtubule binding",3.37277041041312e-05,"GO:0008017",0,"dodgerblue2"
"217/445 cytoskeletal protein binding",0.0096888601379693,"GO:0008092",0,"dodgerblue2"
"10/16 dynein light chain binding",0.0202409632195508,"GO:0045503",0,"skyblue2"
"12/15 dynein light intermediate chain binding",0.0342307715562223,"GO:0051959",0,"skyblue2"
"18/30 ATP-dependent microtubule motor activity",0.000285056039639687,"GO:1990939",0,"dodgerblue2"
"204/498 hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",0.0290281019514899,"GO:0017111;GO:0016462;GO:0016818;GO:0016817",0,"skyblue2"
"10/19 ATP-dependent microtubule motor activity, plus-end-directed",0.00580915133644656,"GO:0008574",0,"dodgerblue2"
"40/74 motor activity",9.17828208231892e-05,"GO:0003774",0,"dodgerblue2"
"28/52 microtubule motor activity",8.44739864803241e-06,"GO:0003777",0,"dodgerblue2"
"41/102 helicase activity",0.0119849316186927,"GO:0004386;GO:0008026;GO:0070035",0,"skyblue2"
"146/306 ATPase activity",0.000767971980919278,"GO:0016887;GO:0042623",0,"dodgerblue2"
