"","pval","term","direction","color"
"12/19 hormone catabolic process",0.0392526652615771,"GO:0042447",1,"lightcoral"
"10/19 cellular biogenic amine catabolic process",0.000858453391481157,"GO:0042402;GO:0009310",1,"firebrick1"
"17/47 cellular biogenic amine metabolic process",0.00445348266188066,"GO:0006576;GO:0044106;GO:0009308",1,"firebrick1"
"6/9 choline metabolic process",0.00262611401479059,"GO:0019695;GO:0042426",1,"firebrick1"
"11/16 neurotransmitter catabolic process",0.00138535581695979,"GO:0042135",1,"firebrick1"
"27/89 cellular amino acid catabolic process",0.000517037258354346,"GO:1901606;GO:0009063",1,"firebrick1"
"64/227 cellular amino acid metabolic process",0.00443468632458174,"GO:0006520",1,"firebrick1"
"48/169 alpha-amino acid metabolic process",0.00326473357457463,"GO:1901605",1,"firebrick1"
"5/9 carnitine metabolic process",0.0388517384733647,"GO:0009437",1,"lightcoral"
"53/143 cellular modified amino acid metabolic process",3.49109048139632e-05,"GO:0006575",1,"firebrick1"
"7/13 amino-acid betaine metabolic process",0.00498849804225304,"GO:0006577",1,"firebrick1"
"57/174 carboxylic acid catabolic process",6.43837406445659e-09,"GO:0046395;GO:0016054",1,"firebrick1"
"29/85 monocarboxylic acid catabolic process",0.000250210752997102,"GO:0009062;GO:0072329",1,"firebrick1"
"80/272 small molecule catabolic process",5.01393503449316e-08,"GO:0044282",1,"firebrick1"
"23/66 lipid oxidation",0.00395910985263308,"GO:0019395;GO:0034440",1,"firebrick1"
"20/46 fatty acid beta-oxidation",0.000674825316604484,"GO:0006635",1,"firebrick1"
"214/658 lipid metabolic process",0.000436183529767018,"GO:0006629;GO:0044255",1,"firebrick1"
"78/198 fatty acid metabolic process",0.0139704492695842,"GO:0006631",1,"lightcoral"
"33/91 organophosphate catabolic process",0.040134608688183,"GO:0046434",1,"lightcoral"
"6/17 cholesterol biosynthetic process",0.0343047170060602,"GO:0006695",1,"lightcoral"
"126/406 small molecule biosynthetic process",0.000676563226410152,"GO:0044283",1,"firebrick1"
"12/37 pteridine-containing compound metabolic process",0.0089530196930435,"GO:0042558",1,"firebrick1"
"26/80 dicarboxylic acid metabolic process",0.00390176184047362,"GO:0043648",1,"firebrick1"
"60/171 cofactor biosynthetic process",0.00504826019853627,"GO:0009108;GO:0051188",1,"firebrick1"
"37/105 oxidoreduction coenzyme metabolic process",0.00402236501607706,"GO:0006733;GO:0046496;GO:0019362;GO:0072524",1,"firebrick1"
"87/240 coenzyme metabolic process",1.05582430376132e-05,"GO:0006732",1,"firebrick1"
"134/370 cofactor metabolic process",2.03372587055581e-07,"GO:0051186",1,"firebrick1"
"82/248 sulfur compound metabolic process",0.000227504648811807,"GO:0006790",1,"firebrick1"
"4/5 mitochondrial acetyl-CoA biosynthetic process from pyruvate",0.0378670011538694,"GO:0061732",1,"lightcoral"
"107/305 monocarboxylic acid metabolic process",0.00195345333577838,"GO:0032787",1,"firebrick1"
"213/652 organic acid metabolic process",4.79739539739166e-08,"GO:0006082;GO:0019752;GO:0043436",1,"firebrick1"
"7/12 acetyl-CoA biosynthetic process",0.0263181393093505,"GO:0006085",1,"lightcoral"
"34/79 ribonucleoside bisphosphate metabolic process",0.0392526652615771,"GO:0006637;GO:0033875;GO:0034032;GO:0035383;GO:0033865",1,"lightcoral"
"180/452 nucleobase-containing small molecule metabolic process",6.58234459955499e-10,"GO:0009117;GO:0006753;GO:0055086",1,"firebrick1"
"32/73 proton transmembrane transport",0.00378961373368891,"GO:1902600",1,"firebrick1"
"8/23 mitochondrion morphogenesis",0.0187846328536028,"GO:0070584",1,"lightcoral"
"23/59 mitochondrial transmembrane transport",0.0299554824999448,"GO:1990542",1,"lightcoral"
"8/16 cristae formation",0.00816514007861052,"GO:0042407",1,"firebrick1"
"125/300 mitochondrion organization",4.75162865009289e-07,"GO:0007005",1,"firebrick1"
"9/28 inner mitochondrial membrane organization",0.0357960142277199,"GO:0007007",1,"lightcoral"
"137/393 organophosphate biosynthetic process",0.0149961295798495,"GO:0090407",1,"lightcoral"
"4/17 phosphatidylethanolamine metabolic process",0.00335167154377511,"GO:0046337",1,"firebrick1"
"2/10 phosphatidylethanolamine biosynthetic process",0.0378228082920878,"GO:0006646",1,"lightcoral"
"237/652 organophosphate metabolic process",1.90150093375894e-08,"GO:0019637",1,"firebrick1"
"139/327 purine-containing compound metabolic process",5.01393503449316e-08,"GO:0009150;GO:0006163;GO:0009259;GO:0072521;GO:0019693",1,"firebrick1"
"10/29 cyclic nucleotide metabolic process",0.0392526652615771,"GO:0009187;GO:0046068",0,"skyblue2"
"73/158 nucleoside triphosphate metabolic process",2.28905115987856e-09,"GO:0046034;GO:0009205;GO:0009144;GO:0009199;GO:0009141",1,"firebrick1"
"10/14 ATP synthesis coupled proton transport",0.00188590127125065,"GO:0015985;GO:0015986;GO:0042776",1,"firebrick1"
"74/163 nucleoside monophosphate metabolic process",2.33315268675828e-07,"GO:0009123;GO:0009126;GO:0009161;GO:0009167",1,"firebrick1"
"27/66 nucleoside monophosphate biosynthetic process",0.00846732050368284,"GO:0009124;GO:0009127;GO:0009156;GO:0009168",1,"firebrick1"
"7/17 respiratory chain complex IV assembly",0.00513922476573781,"GO:0008535;GO:0033617",1,"firebrick1"
"11/25 cytochrome complex assembly",0.00645784938858104,"GO:0017004",1,"firebrick1"
"20/33 mitochondrial respiratory chain complex I assembly",3.76917139949747e-07,"GO:0010257;GO:0032981",1,"firebrick1"
"30/55 mitochondrial respiratory chain complex assembly",4.40440490313221e-10,"GO:0033108",1,"firebrick1"
"149/410 drug metabolic process",1.31253903097303e-10,"GO:0017144",1,"firebrick1"
"28/75 drug catabolic process",0.0275627495717916,"GO:0042737",1,"lightcoral"
"18/25 mitochondrial electron transport, NADH to ubiquinone",2.52373977387287e-06,"GO:0006120",1,"firebrick1"
"105/259 generation of precursor metabolites and energy",6.58234459955499e-10,"GO:0006091",1,"firebrick1"
"37/66 oxidative phosphorylation",8.53205061987131e-13,"GO:0006119",1,"firebrick1"
"55/108 electron transport chain",6.01091311772652e-11,"GO:0022900",1,"firebrick1"
"32/62 respiratory electron transport chain",5.46955397795024e-08,"GO:0022904;GO:0042773;GO:0042775",1,"firebrick1"
"17/42 tricarboxylic acid metabolic process",0.0432139130201909,"GO:0006099;GO:0006101;GO:0072350",1,"lightcoral"
"209/598 oxidation-reduction process",2.59592049534711e-10,"GO:0055114",1,"firebrick1"
"49/105 cellular respiration",3.13694404436146e-09,"GO:0045333",1,"firebrick1"
"23/54 aerobic respiration",0.000578805744992959,"GO:0009060",1,"firebrick1"
"64/154 energy derivation by oxidation of organic compounds",4.48616994397292e-05,"GO:0015980",1,"firebrick1"
"15/66 lipoprotein metabolic process",0.0171332211332182,"GO:0006497;GO:0042157;GO:0042158",1,"lightcoral"
"64/217 post-translational protein modification",0.0328008420700316,"GO:0043687",1,"lightcoral"
"7/10 sphingomyelin metabolic process",0.0433247330759364,"GO:0006684",1,"lightcoral"
"44/121 ammonium ion metabolic process",0.00296465860096004,"GO:0097164",1,"firebrick1"
"26/71 membrane lipid biosynthetic process",0.00326473357457463,"GO:0046467",1,"firebrick1"
"16/41 ceramide metabolic process",0.0169032966317064,"GO:0006672",1,"lightcoral"
"43/117 membrane lipid metabolic process",7.33236148539276e-05,"GO:0006643",1,"firebrick1"
"29/71 sphingolipid metabolic process",0.00485777915457175,"GO:0006665",1,"firebrick1"
"12/21 membrane lipid catabolic process",0.00477002716835116,"GO:0046466",1,"firebrick1"
"67/158 lipid catabolic process",1.05377211527317e-05,"GO:0016042;GO:0044242",1,"firebrick1"
"6/13 sphingolipid catabolic process",0.0207244866375902,"GO:0030149",1,"lightcoral"
"23/72 liposaccharide metabolic process",0.00372875035539743,"GO:0006664;GO:1903509",1,"firebrick1"
"234/680 carbohydrate derivative metabolic process",3.64014161685197e-12,"GO:1901135",1,"firebrick1"
"10/28 glycosyl compound catabolic process",0.0103261546008687,"GO:1901658",1,"lightcoral"
"8/14 glycolipid catabolic process",0.0139704492695842,"GO:0016139;GO:0019377",1,"lightcoral"
"33/114 carbohydrate derivative catabolic process",0.00297077022542,"GO:1901136",1,"firebrick1"
"27/71 carbohydrate biosynthetic process",0.0343047170060602,"GO:0016051",1,"lightcoral"
"11/32 nucleotide-sugar metabolic process",0.047958419192202,"GO:0009225",1,"lightcoral"
"53/176 glycoprotein biosynthetic process",0.0499418710444251,"GO:0009101;GO:0006486;GO:0043413;GO:0070085",1,"lightcoral"
"126/376 carbohydrate derivative biosynthetic process",4.48616994397292e-05,"GO:1901137",1,"firebrick1"
"5/17 regulation of mitochondrial translation",0.0332636542135504,"GO:0070129",1,"lightcoral"
"39/151 DNA recombination",0.0270316463973872,"GO:0006310",1,"lightcoral"
"95/328 DNA repair",0.00589005584088696,"GO:0006281",1,"firebrick1"
"39/148 double-strand break repair",0.0204754461549987,"GO:0006302",1,"lightcoral"
"6/20 DNA amplification",0.0422788664818635,"GO:0006277;GO:0007307",1,"lightcoral"
"4/5 leading strand elongation",0.0354282795271566,"GO:0006272",1,"lightcoral"
"44/108 DNA-dependent DNA replication",0.000575841206360963,"GO:0006261",1,"firebrick1"
"167/526 DNA metabolic process",0.000398871286245568,"GO:0006259",1,"firebrick1"
"57/151 DNA replication",0.000913091949268886,"GO:0006260",1,"firebrick1"
"3/11 stabilization of membrane potential",0.0385290277113333,"GO:0030322",0,"skyblue2"
"13/17 regulation of receptor recycling",0.0210254988697412,"GO:0001919",0,"skyblue2"
"42/121 cytosolic transport",0.0159288678162028,"GO:0016482",0,"skyblue2"
"135/408 positive regulation of organelle organization",0.000218917106383875,"GO:0010638",0,"dodgerblue2"
"32/95 positive regulation of chromatin organization",0.0332692708408698,"GO:0031058;GO:1905269",0,"skyblue2"
"8/19 negative regulation of histone methylation",0.0264972531482565,"GO:0031061",0,"skyblue2"
"50/155 regulation of chromatin organization",0.0155927430881024,"GO:0031056;GO:1902275",0,"skyblue2"
"20/59 regulation of histone methylation",0.0209129311006064,"GO:0031060",0,"skyblue2"
"25/73 gene silencing by RNA",0.026782401796193,"GO:0035194;GO:0016441;GO:0031047",0,"skyblue2"
"10/30 RNA interference",0.0385794157740382,"GO:0016246",0,"skyblue2"
"50/152 gene silencing",2.42971963503965e-05,"GO:0016458",0,"dodgerblue2"
"3/12 heterochromatin organization involved in chromatin silencing",0.0422788664818635,"GO:0070868",0,"skyblue2"
"74/212 regulation of gene expression, epigenetic",0.00374748829150482,"GO:0040029",0,"dodgerblue2"
"2/12 chromatin silencing at rDNA",0.0388195572541926,"GO:0000183",0,"skyblue2"
"30/91 negative regulation of gene expression, epigenetic",0.00443468632458174,"GO:0006342;GO:0045814;GO:0097549;GO:0034401",0,"dodgerblue2"
"2/5 histone H3-K27 trimethylation",0.0483423791568878,"GO:0098532",0,"skyblue2"
"147/452 negative regulation of transcription by RNA polymerase II",8.70172125248583e-08,"GO:0000122",0,"dodgerblue2"
"214/697 negative regulation of RNA metabolic process",1.63032499237704e-12,"GO:0045892;GO:1903507;GO:1902679;GO:0051253",0,"dodgerblue2"
"9/16 histone H3-K9 modification",0.005779940272585,"GO:0061647",0,"dodgerblue2"
"4/6 histone H3-K9 trimethylation",0.011244087893097,"GO:0036124",0,"skyblue2"
"7/11 histone H3-K9 methylation",0.00402236501607706,"GO:0051567",0,"dodgerblue2"
"9/33 negative regulation of viral process",0.00167409994791765,"GO:1903901;GO:0048525",0,"dodgerblue2"
"5/17 negative regulation of viral genome replication",0.013768776276493,"GO:0045071",0,"skyblue2"
"130/407 regulation of multi-organism process",1.45202341392095e-08,"GO:0043900",0,"dodgerblue2"
"31/127 negative regulation of multi-organism process",0.00108336983747565,"GO:0043901",0,"dodgerblue2"
"29/98 regulation of viral process",5.10684663535736e-05,"GO:1903900;GO:0050792",0,"dodgerblue2"
"36/128 regulation of symbiosis, encompassing mutualism through parasitism",0.000563405405185644,"GO:0043903",0,"dodgerblue2"
"15/54 regulation of viral genome replication",0.0422788664818635,"GO:0045069",0,"skyblue2"
"8/14 positive regulation of viral transcription",0.000603091347146906,"GO:0050434",0,"dodgerblue2"
"78/238 positive regulation of multi-organism process",1.69121580118182e-05,"GO:0043902",0,"dodgerblue2"
"18/60 positive regulation of viral process",0.00647853965837271,"GO:0048524;GO:1903902",0,"dodgerblue2"
"9/19 regulation of viral transcription",0.00030922278818079,"GO:0046782;GO:0043921;GO:0052472;GO:0052312",0,"dodgerblue2"
"14/44 interaction with symbiont",0.00683972150034758,"GO:0051702;GO:0051851",0,"dodgerblue2"
"19/63 modification of morphology or physiology of other organism",0.0231060244688179,"GO:0035821;GO:0051817",0,"skyblue2"
"6/10 positive regulation by host of viral transcription",0.00259297329591494,"GO:0043923",0,"dodgerblue2"
"98/334 mRNA processing",0.0143957078146424,"GO:0000375;GO:0008380;GO:0000377;GO:0000398;GO:0006397",0,"skyblue2"
"4/12 alternative mRNA splicing, via spliceosome",0.0248076095993602,"GO:0000380",0,"skyblue2"
"34/109 regulation of mRNA processing",0.00667848303090016,"GO:0050684",0,"dodgerblue2"
"57/182 regulation of mRNA metabolic process",0.00445348266188066,"GO:1903311",0,"dodgerblue2"
"6/27 regulation of glycolytic process",0.0439136680341309,"GO:0006110;GO:0030811",0,"skyblue2"
"192/651 regulation of catabolic process",0.0231148556099346,"GO:0009894;GO:0031329",0,"skyblue2"
"97/337 positive regulation of catabolic process",0.00374992388299694,"GO:0009896;GO:0031331",0,"dodgerblue2"
"4/14 RNA destabilization",0.0349939106964857,"GO:0050779;GO:0061157",0,"skyblue2"
"9/33 positive regulation of mRNA catabolic process",0.00403762359242993,"GO:0061014",0,"dodgerblue2"
"16/58 positive regulation of mRNA metabolic process",0.00850161572399168,"GO:1903313",0,"dodgerblue2"
"19/48 protein transport along microtubule",0.00975378341019045,"GO:0042073;GO:0098840;GO:0099118",0,"dodgerblue2"
"57/132 cytoskeleton-dependent intracellular transport",0.00244505955988392,"GO:0010970;GO:0030705;GO:0099111",0,"dodgerblue2"
"8/32 intraciliary transport involved in cilium assembly",0.0231148556099346,"GO:0035735",0,"skyblue2"
"8/26 regulation of microtubule-based movement",0.026782401796193,"GO:0060632",0,"skyblue2"
"24/61 sperm motility",0.00241782628655312,"GO:0030317;GO:0097722",0,"dodgerblue2"
"5/20 cilium or flagellum-dependent cell motility",0.00809124054109215,"GO:0001539;GO:0060285",0,"dodgerblue2"
"220/629 localization of cell",0.00100536799318014,"GO:0016477;GO:0048870;GO:0051674",0,"dodgerblue2"
"88/218 microtubule-based movement",9.98001531944004e-10,"GO:0007018",0,"dodgerblue2"
"203/544 microtubule-based process",1.4929451045946e-08,"GO:0007017",0,"dodgerblue2"
"25/61 cilium movement",1.90150093375894e-08,"GO:0003341",0,"dodgerblue2"
"10/27 epithelial cilium movement",0.00809124054109215,"GO:0003351",0,"dodgerblue2"
"13/28 axonemal dynein complex assembly",3.84776764701228e-05,"GO:0070286",0,"dodgerblue2"
"7/15 outer dynein arm assembly",0.0113422281076005,"GO:0036158",0,"skyblue2"
"260/703 cytoskeleton organization",7.93485514006324e-08,"GO:0007010",0,"dodgerblue2"
"152/404 microtubule cytoskeleton organization",4.86607888264483e-05,"GO:0000226",0,"dodgerblue2"
"41/90 microtubule bundle formation",1.90150093375894e-08,"GO:0001578;GO:0035082",0,"dodgerblue2"
"201/587 organelle assembly",0.00402236501607706,"GO:0070925",0,"dodgerblue2"
"123/341 cell projection assembly",6.43837406445659e-09,"GO:0030031;GO:0044782;GO:0060271;GO:0120031",0,"dodgerblue2"
"5/13 inner dynein arm assembly",0.0031000155729856,"GO:0036159",0,"dodgerblue2"
"28/67 response to osmotic stress",0.0427235584111033,"GO:0006970",0,"skyblue2"
"12/27 hyperosmotic response",0.040366932678341,"GO:0006972",0,"skyblue2"
"5/16 response to water",0.011582179876182,"GO:0009415",0,"skyblue2"
"66/203 regulation of body fluid levels",0.0140708285824047,"GO:0050878",0,"skyblue2"
"51/120 response to topologically incorrect protein",0.0463885929065987,"GO:0035966;GO:0035967;GO:0006986;GO:0034620",0,"skyblue2"
"57/196 response to endoplasmic reticulum stress",0.00690217797199515,"GO:0034976",0,"dodgerblue2"
"5/7 ATF6-mediated unfolded protein response",0.0201871180333669,"GO:0036500",0,"skyblue2"
"187/571 positive regulation of transcription by RNA polymerase II",1.12905196975707e-08,"GO:0045944",0,"dodgerblue2"
"5/9 positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress",0.0219800070811416,"GO:1990440",0,"skyblue2"
"10/21 positive regulation of transcription from RNA polymerase II promoter in response to stress",0.000701098158556264,"GO:0036003",0,"dodgerblue2"
"20/48 regulation of DNA-templated transcription in response to stress",4.19904561696437e-06,"GO:0043618;GO:0043620",0,"dodgerblue2"
"9/11 regulation of inclusion body assembly",0.00374992388299694,"GO:0090083;GO:0090084",0,"dodgerblue2"
"8/13 chaperone cofactor-dependent protein refolding",0.0207936390367966,"GO:0051085",0,"skyblue2"
"81/210 response to temperature stimulus",0.0476381887629866,"GO:0009266",0,"skyblue2"
"53/141 response to heat",0.0102753842741801,"GO:0009408",0,"skyblue2"
"63/153 regulation of small GTPase mediated signal transduction",0.00231398973216396,"GO:0046578;GO:0051056",0,"dodgerblue2"
"15/38 regulation of Rho protein signal transduction",0.00025953373430848,"GO:0035023",0,"dodgerblue2"
"7/12 positive regulation of Rho protein signal transduction",0.0311421919223059,"GO:0035025",0,"skyblue2"
"24/79 regulation of ERBB signaling pathway",0.0415236706836297,"GO:1901184;GO:0042058",0,"skyblue2"
"10/19 positive regulation of ERBB signaling pathway",0.0357960142277199,"GO:1901186;GO:0045742",0,"skyblue2"
"28/75 response to calcium ion",0.0494027120899353,"GO:0051592",0,"skyblue2"
"14/33 cellular response to calcium ion",0.0488330084984145,"GO:0071277",0,"skyblue2"
"36/110 circadian rhythm",0.0106542081570106,"GO:0007623",0,"skyblue2"
"18/53 rhythmic behavior",0.011825847790878,"GO:0007622;GO:0045475;GO:0048512",0,"skyblue2"
"58/156 rhythmic process",0.00074216765829176,"GO:0048511",0,"dodgerblue2"
"52/156 signal release",0.0343047170060602,"GO:0023061",0,"skyblue2"
"8/18 synaptic vesicle priming",0.0121240321044657,"GO:0016082",0,"skyblue2"
"174/541 cell-cell signaling",3.32232454415567e-06,"GO:0007267",0,"dodgerblue2"
"112/308 synaptic signaling",3.09196284654802e-05,"GO:0007268;GO:0098916;GO:0099537;GO:0099536",0,"dodgerblue2"
"14/54 regulation of feeding behavior",0.00498849804225304,"GO:0060259",0,"dodgerblue2"
"78/241 locomotory behavior",2.42971963503965e-05,"GO:0007626",0,"dodgerblue2"
"4/12 locomotion involved in locomotory behavior",0.0411103267053286,"GO:0031987",0,"skyblue2"
"5/15 sensory processing",0.00791600136744064,"GO:0050893",0,"dodgerblue2"
"17/43 regulation of postsynaptic membrane potential",0.00473095366292609,"GO:0060078;GO:0060079;GO:0099565",0,"dodgerblue2"
"30/84 positive regulation of synaptic transmission",0.000877910618733918,"GO:0050806",0,"dodgerblue2"
"7/21 regulation of long-term synaptic potentiation",0.0133671781392158,"GO:1900271",0,"skyblue2"
"42/108 regulation of synaptic plasticity",0.000227504648811807,"GO:0048167",0,"dodgerblue2"
"85/242 modulation of chemical synaptic transmission",1.05377211527317e-05,"GO:0050804;GO:0099177",0,"dodgerblue2"
"35/103 associative learning",0.0340877021587078,"GO:0008306",0,"skyblue2"
"233/694 behavior",1.38825628954079e-08,"GO:0007610",0,"dodgerblue2"
"55/145 learning",0.00923745562555742,"GO:0007612",0,"dodgerblue2"
"8/13 medium-term memory",0.0201871180333669,"GO:0072375",0,"skyblue2"
"27/75 long-term memory",0.0252931172358756,"GO:0007616",0,"skyblue2"
"100/279 cognition",1.55261660563106e-06,"GO:0007611;GO:0050890",0,"dodgerblue2"
"54/143 memory",0.00555905354372025,"GO:0007613",0,"dodgerblue2"
"15/52 sleep",0.0135794527810863,"GO:0030431",0,"skyblue2"
"33/112 chemosensory behavior",3.90417081605958e-05,"GO:0007635",0,"dodgerblue2"
"23/75 olfactory behavior",0.0110670609983644,"GO:0042048",0,"skyblue2"
"57/148 reproductive behavior",2.42971963503965e-05,"GO:0019098",0,"dodgerblue2"
"7/10 male courtship behavior, veined wing generated song production",0.00176619580873933,"GO:0016545;GO:0048065;GO:0045433",0,"dodgerblue2"
"15/39 male courtship behavior",0.000603091347146906,"GO:0008049",0,"dodgerblue2"
"34/93 mating",8.30905360865051e-06,"GO:0007617;GO:0007618",0,"dodgerblue2"
"23/65 courtship behavior",1.60910098948562e-06,"GO:0007619;GO:0060179",0,"dodgerblue2"
"68/259 G protein-coupled receptor signaling pathway",0.00477002716835116,"GO:0007186",0,"dodgerblue2"
"13/49 detection of visible light",0.00402236501607706,"GO:0009584",0,"dodgerblue2"
"57/180 detection of stimulus",0.00381696226647058,"GO:0051606",0,"dodgerblue2"
"19/72 detection of light stimulus",0.002042475377295,"GO:0009583",0,"dodgerblue2"
"14/45 phototransduction",0.00710846315847808,"GO:0007602",0,"dodgerblue2"
"36/120 detection of abiotic stimulus",0.000603091347146906,"GO:0009581;GO:0009582",0,"dodgerblue2"
"5/15 regulation of synaptic activity",0.00726436718264322,"GO:0060025",0,"dodgerblue2"
"142/448 positive regulation of cell population proliferation",0.0490145469213438,"GO:0008284",0,"skyblue2"
"4/13 positive regulation of myoblast proliferation",0.00653464963412822,"GO:2000288;GO:2000291",0,"dodgerblue2"
"49/150 developmental growth involved in morphogenesis",0.000283322287428522,"GO:0060560",0,"dodgerblue2"
"27/71 neuron projection extension",0.00975378341019045,"GO:0048675;GO:1990138",0,"dodgerblue2"
"46/139 cell growth",0.000680313606387295,"GO:0016049;GO:0048588",0,"dodgerblue2"
"150/443 growth",0.00498849804225304,"GO:0048589;GO:0040007",0,"dodgerblue2"
"8/21 anatomical structure arrangement",0.00162602719006652,"GO:0048532",0,"dodgerblue2"
"3/8 hypothalamus gonadotrophin-releasing hormone neuron differentiation",0.037663825851612,"GO:0021612;GO:0021649;GO:0021824;GO:0021828;GO:0021856;GO:0021855;GO:0021886;GO:0021888;GO:0036484;GO:0036486;GO:0061552;GO:0097490;GO:0097491;GO:1901166;GO:1902285;GO:1903375;GO:1904835",0,"skyblue2"
"23/75 nerve development",0.0387860844147624,"GO:0021675",0,"skyblue2"
"4/14 cranial nerve structural organization",0.00849145325660787,"GO:0021604",0,"dodgerblue2"
"16/54 cranial nerve development",0.0154923185972429,"GO:0021545",0,"skyblue2"
"9/38 cranial nerve morphogenesis",0.00860865565075687,"GO:0021602",0,"dodgerblue2"
"55/152 dendrite development",0.0118879328336014,"GO:0016358;GO:0048813",0,"skyblue2"
"204/589 cell morphogenesis involved in differentiation",2.8529646940348e-07,"GO:0000904;GO:0048812;GO:0120039;GO:0048858;GO:0032990;GO:0048667",0,"dodgerblue2"
"12/32 epithelial cell morphogenesis",0.0103261546008687,"GO:0003382",0,"skyblue2"
"140/396 axon development",1.03032221761246e-06,"GO:0007409;GO:0061564",0,"dodgerblue2"
"153/408 taxis",6.69474574413057e-06,"GO:0006935;GO:0042330",0,"dodgerblue2"
"103/280 neuron projection guidance",0.00059187177580296,"GO:0007411;GO:0097485",0,"dodgerblue2"
"3/13 regulation of circadian sleep/wake cycle, non-REM sleep",0.0274393082532139,"GO:0045188",0,"skyblue2"
"41/175 regulation of behavior",0.00251724043470778,"GO:0050795",0,"dodgerblue2"
"5/20 positive regulation of circadian sleep/wake cycle, sleep",0.0269081760044558,"GO:0045938",0,"skyblue2"
"15/68 positive regulation of behavior",0.0117156693253721,"GO:0048520",0,"skyblue2"
"19/65 potassium ion transport",0.0138245256614285,"GO:0006813;GO:0071805",0,"skyblue2"
"3/11 neuronal signal transduction",0.0495682665856315,"GO:0023041",0,"skyblue2"
"7/19 regulation of heart rate by cardiac conduction",0.00850248993490264,"GO:0086091",0,"dodgerblue2"
"95/296 regulation of system process",0.000811614892669265,"GO:0044057",0,"dodgerblue2"
"19/56 regulation of heart rate",0.0283263234417271,"GO:0002027",0,"skyblue2"
"43/135 regulation of blood circulation",0.015015301772854,"GO:0008016;GO:1903522",0,"skyblue2"
"9/28 cardiac conduction",0.00509343435591718,"GO:0061337",0,"dodgerblue2"
"4/13 cell-cell signaling involved in cardiac conduction",0.0132425958406663,"GO:0086014;GO:0086019;GO:0086026;GO:0086066",0,"skyblue2"
"16/40 transmission of nerve impulse",0.0026185297597637,"GO:0019226",0,"dodgerblue2"
"20/55 multicellular organismal signaling",0.000517037258354346,"GO:0035637",0,"dodgerblue2"
"3/12 proboscis extension reflex",0.026782401796193,"GO:0007637;GO:0051780;GO:0086015;GO:0086018;GO:0086070",0,"skyblue2"
"76/220 regulation of membrane potential",6.02652299542304e-06,"GO:0042391",0,"dodgerblue2"
"22/65 action potential",0.00194521435621934,"GO:0001508",0,"dodgerblue2"
"11/27 neuronal action potential",0.000723718530355477,"GO:0019228",0,"dodgerblue2"
"22/77 sensory perception of pain",0.0478335299303065,"GO:0019233",0,"skyblue2"
"23/76 detection of stimulus involved in sensory perception",0.000739820628901371,"GO:0050906",0,"dodgerblue2"
"59/175 response to mechanical stimulus",8.1543472118243e-06,"GO:0009612",0,"dodgerblue2"
"17/48 detection of mechanical stimulus",0.00485777915457175,"GO:0050982",0,"dodgerblue2"
"23/80 sensory perception of chemical stimulus",0.000145114715729682,"GO:0007606",0,"dodgerblue2"
"6/20 sensory perception of taste",0.0264217864026205,"GO:0050909",0,"skyblue2"
"26/79 neuromuscular process",0.000241177731982956,"GO:0050905",0,"dodgerblue2"
"7/20 startle response",0.0110670609983644,"GO:0001964",0,"skyblue2"
"211/595 nervous system process",3.83817259146332e-12,"GO:0050877",0,"dodgerblue2"
