Module	Section	Sample Name	Source
FastQC	all_sections	Acer-141_S65_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Acer-141_S65_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Acer-143_S66_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Acer-143_S66_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Acer-146_S67_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Acer-146_S67_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Acer-150_S68_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Acer-150_S68_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-003_S71_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-003_S71_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-004_S72_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-004_S72_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-006_S73_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-006_S73_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-008_S74_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-008_S74_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-011_S114_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-011_S114_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-015_S75_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-015_S75_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-018_S76_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-018_S76_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-024_S77_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-024_S77_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-026_S78_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-026_S78_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-028_S79_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-028_S79_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-029_S80_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-029_S80_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-033_S81_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-033_S81_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-038_S82_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-038_S82_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-039_S83_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-039_S83_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-040_S84_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-040_S84_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-045_S85_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-045_S85_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-049_S86_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-049_S86_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-050_S87_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-050_S87_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-052_S88_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-052_S88_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-055_S89_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-055_S89_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-058_S90_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-058_S90_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-064_S91_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-064_S91_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-066_S92_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-066_S92_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-067_S93_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-067_S93_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-069_S94_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-069_S94_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-070_S95_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-070_S95_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-075_S96_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-075_S96_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-076_S97_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-076_S97_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-077_S98_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-077_S98_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-079_S99_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-079_S99_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-091_S100_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-091_S100_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-094_S101_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-094_S101_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-096_S102_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-096_S102_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-101_S103_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-101_S103_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-103_S104_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-103_S104_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-105_S105_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-105_S105_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-109_S106_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-109_S106_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-111_S107_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-111_S107_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-114_S108_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-114_S108_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-115_S109_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-115_S109_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-120_S110_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-120_S110_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-124_S115_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-124_S115_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-126_S111_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-126_S111_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-128_S116_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-128_S116_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-130_S117_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-130_S117_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-132_S118_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-132_S118_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-135_S112_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-135_S112_L001_R1_001_fastqc/fastqc_data.txt
FastQC	all_sections	Pcli-148_S113_L001_R1_001	/scratch/projects/and_transcriptomics/Allyson_stresshardening_RNAseq/Pcli-148_S113_L001_R1_001_fastqc/fastqc_data.txt
