"","pval","term","direction","color"
"3/14 acetylation-dependent protein binding",0.00808080808080908,"GO:0070577;GO:0140033",0,"black"
"13/43 methylated histone binding",1e-15,"GO:0035064;GO:0140034",0,"black"
"25/94 modification-dependent protein binding",0.002500000000001,"GO:0140030",0,"black"
"5/8 SAM domain binding",0.00151515151515252,"GO:0032093",0,"black"
"88/363 chromatin binding",1e-15,"GO:0003682",0,"black"
"15/54 chromatin DNA binding",1e-15,"GO:0031490",0,"black"
"17/52 p53 binding",0.0027027027027037,"GO:0002039",0,"black"
"2/6 STAT family protein binding",0.0390070921985826,"GO:0097677",0,"grey50"
"81/326 transcription coregulator activity",0.0395833333333343,"GO:0003712",0,"grey50"
"34/112 transcription corepressor activity",1e-15,"GO:0003714",0,"black"
"14/47 activating transcription factor binding",0.0074468085106393,"GO:0033613",0,"black"
"121/455 transcription factor binding",1e-15,"GO:0008134",0,"black"
"27/98 RNA polymerase II transcription factor binding",0.00232558139534984,"GO:0001085",0,"black"
"7/25 RNA polymerase II activating transcription factor binding",0.011214953271029,"GO:0001102",0,"grey50"
"2/5 Tat protein binding",0.00736842105263258,"GO:0030957",0,"black"
"59/243 DNA-binding transcription factor binding",1e-15,"GO:0061629;GO:0140297",0,"black"
"3/9 glucocorticoid receptor binding",0.00144927536231984,"GO:0035259",0,"black"
"26/115 hormone receptor binding",0.00882352941176571,"GO:0035257;GO:0051427",0,"black"
"24/87 nuclear receptor binding",0.0182608695652184,"GO:0035258;GO:0016922",0,"grey50"
"10/51 obsolete transcription factor activity, protein binding",0.0391608391608402,"GO:0000988;GO:0000989;GO:0001076",0,"grey50"
"11/36 core promoter sequence-specific DNA binding",0.0024390243902449,"GO:0001046",0,"black"
"16/52 core promoter binding",1e-15,"GO:0001047",0,"black"
"5/22 transcription cofactor binding",0.0225806451612913,"GO:0001221",0,"grey50"
"5/12 transcription coactivator binding",0.0184210526315799,"GO:0001223",0,"grey50"
"182/682 transcription regulator activity",1e-15,"GO:0140110",0,"black"
"126/443 DNA-binding transcription factor activity",1e-15,"GO:0000981;GO:0003700",0,"black"
"18/70 DNA-binding transcription repressor activity",1e-15,"GO:0001227;GO:0001217",0,"black"
"10/14 HMG box domain binding",1e-15,"GO:0071837",0,"black"
"118/457 sequence-specific DNA binding",1e-15,"GO:1990837;GO:0003690;GO:0043565",0,"black"
"47/157 DNA-binding transcription activator activity, RNA polymerase II-specific",1e-15,"GO:0001228;GO:0001216",0,"black"
"100/362 regulatory region nucleic acid binding",1e-15,"GO:0044212;GO:0001067",0,"black"
"4/6 cAMP response element binding",1e-15,"GO:0035497",0,"black"
"83/293 transcription regulatory region sequence-specific DNA binding",1e-15,"GO:0000976;GO:0000977;GO:0001012",0,"black"
"54/191 proximal promoter sequence-specific DNA binding",1e-15,"GO:0000978;GO:0000987",0,"black"
