"","pval","term","direction","color"
"53/116 microtubule associated complex",0.000174541847099047,"GO:0005875",0,"dodgerblue2"
"142/348 cytoplasmic region",1.35324391668246e-08,"GO:0099568",0,"dodgerblue2"
"17/34 axoneme part",1.84647742259718e-07,"GO:0044447",0,"dodgerblue2"
"53/133 plasma membrane bounded cell projection cytoplasm",3.4249986769243e-08,"GO:0005930;GO:0032838;GO:0097014",0,"dodgerblue2"
"6/11 outer dynein arm",0.0242610708278447,"GO:0036157",0,"skyblue2"
"16/35 intermediate filament cytoskeleton",0.0224315495310169,"GO:0045111",0,"skyblue2"
"24/66 cell division site",0.046170657056297,"GO:0032153;GO:0032155",0,"skyblue2"
"18/47 cleavage furrow",0.0141761852837367,"GO:0032154",0,"skyblue2"
"77/196 actin cytoskeleton",0.0115126059654678,"GO:0015629",0,"skyblue2"
"3/6 dense body",0.0479523380053033,"GO:0097433",1,"lightcoral"
"41/104 extrinsic component of plasma membrane",0.00656996965710291,"GO:0019897",0,"dodgerblue2"
"69/200 extrinsic component of membrane",0.0428947826639263,"GO:0019898",0,"skyblue2"
"8/26 photoreceptor inner segment",0.00781883067680462,"GO:0001917",0,"dodgerblue2"
"44/101 myelin sheath",0.0148055763559153,"GO:0043209",1,"lightcoral"
"50/130 site of polarized growth",0.0104377131896457,"GO:0030426;GO:0030427",0,"skyblue2"
"41/92 lamellipodium",0.000303213843897094,"GO:0030027",0,"dodgerblue2"
"32/71 ruffle",0.0141647008831024,"GO:0001726",0,"skyblue2"
"92/214 cell leading edge",0.00174256953783854,"GO:0031252",0,"dodgerblue2"
"11/33 stereocilium bundle",0.0350393157872562,"GO:0032420;GO:0032421",0,"skyblue2"
"11/38 filopodium",0.045432217881123,"GO:0030175",0,"skyblue2"
"29/93 actin-based cell projection",0.0119823782474918,"GO:0098858",0,"skyblue2"
"6/11 basal cortex",0.0468670168512227,"GO:0045180",0,"skyblue2"
"30/63 cell cortex region",0.0119823782474918,"GO:0045179;GO:0099738",0,"skyblue2"
"93/224 cell cortex",0.0115862527906931,"GO:0005938",0,"skyblue2"
"49/115 cell cortex part",0.024916721536431,"GO:0044448",0,"skyblue2"
"29/62 basal part of cell",0.017440415810399,"GO:0045178",0,"skyblue2"
"66/206 apical plasma membrane",0.000335790268094416,"GO:0016324",0,"dodgerblue2"
"97/300 apical part of cell",0.000587031223642947,"GO:0045177",0,"dodgerblue2"
"61/155 contractile fiber",0.0316619904275297,"GO:0043292;GO:0044449",0,"skyblue2"
"16/40 cell-cell contact zone",0.0251502633810652,"GO:0014704;GO:0044291",0,"skyblue2"
"56/145 anchoring junction",0.024916721536431,"GO:0005912;GO:0070161",0,"skyblue2"
"114/323 cell junction",1.5362184455412e-05,"GO:0030054",0,"dodgerblue2"
"73/199 cell-cell junction",1.46537062720103e-06,"GO:0005911",0,"dodgerblue2"
"23/40 cell-cell adherens junction",0.00220089898158233,"GO:0005913",0,"dodgerblue2"
"39/122 receptor complex",0.0401465546850576,"GO:0043235",0,"skyblue2"
"118/354 vesicle membrane",0.0115862527906931,"GO:0012506;GO:0030659",0,"skyblue2"
"4/8 early phagosome",0.0454967193867107,"GO:0032009",0,"skyblue2"
"36/93 transporter complex",0.0174831410560053,"GO:0034703;GO:0034702;GO:1902495;GO:1990351",0,"skyblue2"
"165/556 intrinsic component of plasma membrane",0.000221757940370346,"GO:0005887;GO:0031226",0,"dodgerblue2"
"7/25 potassium channel complex",0.0211255107592917,"GO:0008076;GO:0034705",0,"skyblue2"
"6/15 intrinsic component of synaptic membrane",0.0457106241143861,"GO:0099240;GO:0098936;GO:0099055;GO:0099699",0,"skyblue2"
"53/133 neuron to neuron synapse",3.4706418777516e-07,"GO:0032279;GO:0098984;GO:0014069;GO:0099572",0,"dodgerblue2"
"3/10 intrinsic component of presynaptic membrane",0.017440415810399,"GO:0046691;GO:0098889;GO:0099056",0,"skyblue2"
"33/87 postsynaptic membrane",0.000268009700056809,"GO:0045211",0,"dodgerblue2"
"84/228 postsynapse",9.19685888701384e-07,"GO:0098794",0,"dodgerblue2"
"179/470 cell body",2.63369402134295e-06,"GO:0043025;GO:0044297",0,"dodgerblue2"
"23/65 perikaryon",0.00626978879597357,"GO:0043204",0,"dodgerblue2"
"6/8 postsynaptic cytosol",0.00166208871444869,"GO:0099522;GO:0099524",0,"dodgerblue2"
"42/110 neuron spine",1.84007305552566e-05,"GO:0043197;GO:0044309",0,"dodgerblue2"
"151/393 dendritic tree",0.00216435374005077,"GO:0030425;GO:0097447",0,"dodgerblue2"
"212/569 somatodendritic compartment",0.000124547740476846,"GO:0036477",0,"dodgerblue2"
"52/118 neuron projection terminus",0.00166208871444869,"GO:0043679;GO:0044306",0,"dodgerblue2"
"38/81 terminal bouton",0.0107774221152189,"GO:0043195",0,"skyblue2"
"166/422 axon",5.75438421446576e-07,"GO:0030424",0,"dodgerblue2"
"108/259 axon part",2.18026068661494e-05,"GO:0033267;GO:0150034",0,"dodgerblue2"
"36/84 neuromuscular junction",0.000123184964833111,"GO:0031594",0,"dodgerblue2"
"197/523 synapse",2.80727024697665e-11,"GO:0045202;GO:0044456",0,"dodgerblue2"
"199/547 plasma membrane region",1.33164883912675e-06,"GO:0098590",0,"dodgerblue2"
"51/138 synaptic membrane",8.30144134605277e-05,"GO:0097060",0,"dodgerblue2"
"24/73 presynaptic membrane",0.0138890761222449,"GO:0042734",0,"skyblue2"
"5/13 presynaptic active zone membrane",0.0487628789907632,"GO:0048787",0,"skyblue2"
"23/49 presynaptic active zone",0.0162697124328198,"GO:0048786",0,"skyblue2"
"112/282 presynapse",0.000335790268094416,"GO:0098793",0,"dodgerblue2"
"106/286 cell surface",0.00532198039671674,"GO:0009986",0,"dodgerblue2"
"96/251 side of membrane",0.0316619904275297,"GO:0098552",0,"skyblue2"
"5/11 lumenal side of membrane",0.0139720603483104,"GO:0098576",0,"skyblue2"
"165/452 perinuclear region of cytoplasm",0.000144484518962041,"GO:0048471",0,"dodgerblue2"
"6/16 messenger ribonucleoprotein complex",0.0498708747840685,"GO:1990124",0,"skyblue2"
"7/10 MCM complex",0.0032227195795819,"GO:0042555",1,"firebrick1"
"11/25 nuclear replication fork",0.0316619904275297,"GO:0043596",1,"lightcoral"
"7/16 replisome",0.045432217881123,"GO:0030894;GO:0043601",1,"lightcoral"
"18/53 replication fork",0.012489490106347,"GO:0005657",1,"lightcoral"
"4/6 alpha DNA polymerase:primase complex",0.0386825215095583,"GO:0005658",1,"lightcoral"
"18/51 endopeptidase complex",0.0351258890007729,"GO:0000502;GO:1905369",1,"lightcoral"
"25/69 peptidase complex",0.00930988994761694,"GO:1905368",1,"firebrick1"
"8/27 PcG protein complex",0.0493930440150254,"GO:0031519",0,"skyblue2"
"3/7 Fanconi anaemia nuclear complex",0.0479751533850539,"GO:0043240",1,"lightcoral"
"14/32 euchromatin",0.035386162251915,"GO:0000791;GO:0005719",0,"skyblue2"
"19/51 heterochromatin",0.0434517757755766,"GO:0000792",0,"skyblue2"
"37/109 polytene chromosome",0.00211714331527385,"GO:0005700",0,"dodgerblue2"
"202/666 nucleoplasm part",0.000124547740476846,"GO:0044451",0,"dodgerblue2"
"118/426 nuclear body",5.56896060766561e-07,"GO:0016604",0,"dodgerblue2"
"67/231 nuclear speck",3.6450189026396e-08,"GO:0016607",0,"dodgerblue2"
"19/54 transcriptional repressor complex",0.0334711839552262,"GO:0017053",0,"skyblue2"
"8/19 nuclear transcriptional repressor complex",0.00675318762401765,"GO:0090568",0,"dodgerblue2"
