"","pval","term","direction","color"
"67/213 protein serine/threonine kinase activity",0.000257908217466561,"GO:0004674",0,"dodgerblue2"
"17/37 phosphatidylinositol-3,4,5-trisphosphate binding",0.00159029167769497,"GO:0005547",0,"dodgerblue2"
"12/21 phosphatidylinositol-3,4-bisphosphate binding",0.00207376040456006,"GO:0043325",0,"dodgerblue2"
"27/70 phosphatidylinositol bisphosphate binding",0.00220597922845485,"GO:1902936",0,"dodgerblue2"
"50/144 phosphatidylinositol binding",1.86306878832493e-05,"GO:1901981;GO:0035091",0,"dodgerblue2"
"91/235 phospholipid binding",0.000862012546768952,"GO:0005543",0,"dodgerblue2"
"18/49 phosphatidylinositol-4,5-bisphosphate binding",0.00561838126405375,"GO:0005546",0,"dodgerblue2"
"19/30 ATP-dependent microtubule motor activity",0.00220597922845485,"GO:1990939",0,"dodgerblue2"
"13/19 ATP-dependent microtubule motor activity, plus-end-directed",0.0364796006183439,"GO:0008574",0,"skyblue2"
"35/74 motor activity",0.000139560454645636,"GO:0003774",0,"dodgerblue2"
"26/52 microtubule motor activity",0.000118313598608892,"GO:0003777",0,"dodgerblue2"
"10/16 dynein light chain binding",0.00135334704175557,"GO:0045503",0,"dodgerblue2"
"9/15 dynein light intermediate chain binding",0.00940994675757075,"GO:0051959",0,"dodgerblue2"
"210/610 protein-containing complex binding",0.0487887421269175,"GO:0044877",0,"skyblue2"
"4/11 spectrin binding",0.00493307472205353,"GO:0030507",0,"dodgerblue2"
"75/173 tubulin binding",0.00211927180397154,"GO:0015631",0,"dodgerblue2"
"58/123 microtubule binding",0.00657539279510408,"GO:0008017",0,"dodgerblue2"
"173/445 cytoskeletal protein binding",6.84766114769566e-05,"GO:0008092",0,"dodgerblue2"
"43/116 organic anion transmembrane transporter activity",0.0255834602791167,"GO:0008514",1,"lightcoral"
"11/36 transferase activity, transferring alkyl or aryl (other than methyl) groups",0.0111978357589162,"GO:0016765",1,"lightcoral"
"5/8 cytochrome-c oxidase activity",0.0123826561154199,"GO:0004129;GO:0015002;GO:0016676;GO:0016675",1,"lightcoral"
"32/60 electron transfer activity",9.32869267557035e-07,"GO:0009055",1,"firebrick1"
"26/60 proton transmembrane transporter activity",0.00993966087478009,"GO:0015078",1,"firebrick1"
"7/16 ATPase activity, coupled to transmembrane movement of ions, rotational mechanism",0.0192057344713683,"GO:0036442;GO:0044769;GO:0046961",1,"lightcoral"
"15/34 carbon-carbon lyase activity",0.00561838126405375,"GO:0016830",1,"firebrick1"
"11/24 iron-sulfur cluster binding",0.0446007801263558,"GO:0051536;GO:0051540",1,"lightcoral"
"17/47 oxidoreductase activity, acting on the CH-CH group of donors",0.00663857229524027,"GO:0016627",1,"firebrick1"
"3/5 acetyl-CoA C-acyltransferase activity",0.0339406157870662,"GO:0003988",1,"lightcoral"
"10/26 NAD binding",0.00993966087478009,"GO:0051287",1,"firebrick1"
"56/149 coenzyme binding",0.00135334704175557,"GO:0050662",1,"firebrick1"
"8/13 fatty-acyl-CoA binding",0.0201672327679114,"GO:0000062",1,"lightcoral"
"88/236 cofactor binding",8.4310436218176e-05,"GO:0048037",1,"firebrick1"
"31/66 oxidoreductase activity, acting on NAD(P)H",0.00440396465325785,"GO:0016651",1,"firebrick1"
"16/30 oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",0.000139560454645636,"GO:0003954;GO:0008137;GO:0050136;GO:0016655",1,"firebrick1"
"164/449 oxidoreductase activity",1.70027301378853e-10,"GO:0016491",1,"firebrick1"
"6/9 malate dehydrogenase activity",0.0333779920580886,"GO:0016615",1,"lightcoral"
"36/84 oxidoreductase activity, acting on CH-OH group of donors",1.5600063882757e-05,"GO:0016616;GO:0016614",1,"firebrick1"
