"","pval","term","direction","color"
"169/410 drug metabolic process",6.66380370182893e-06,"GO:0017144",1,"firebrick1"
"19/25 mitochondrial electron transport, NADH to ubiquinone",0.000149203335676977,"GO:0006120",1,"firebrick1"
"116/259 generation of precursor metabolites and energy",3.17503560091181e-07,"GO:0006091",1,"firebrick1"
"43/66 oxidative phosphorylation",1.59249338795312e-13,"GO:0006119",1,"firebrick1"
"56/108 electron transport chain",4.16210499890185e-09,"GO:0022900",1,"firebrick1"
"36/62 respiratory electron transport chain",3.5086440006413e-08,"GO:0022904;GO:0042773;GO:0042775",1,"firebrick1"
"84/217 post-translational protein modification",0.00334123056633298,"GO:0043687",1,"firebrick1"
"157/376 carbohydrate derivative biosynthetic process",0.000613417787531725,"GO:1901137",1,"firebrick1"
"9/16 protein mannosylation",0.0213879408676153,"GO:0035268;GO:0035269",1,"lightcoral"
"13/26 mannosylation",0.0164104006611529,"GO:0097502",1,"lightcoral"
"13/22 peptidyl-asparagine modification",0.0252989133547399,"GO:0018196;GO:0018279",1,"lightcoral"
"25/60 protein N-linked glycosylation",0.0381525166816059,"GO:0006487",1,"lightcoral"
"71/176 glycoprotein biosynthetic process",0.0171733196224522,"GO:0009101;GO:0006486;GO:0043413;GO:0070085",1,"lightcoral"
"38/106 glycosyl compound metabolic process",0.0384926958270544,"GO:1901657",1,"lightcoral"
"13/28 glycosyl compound catabolic process",0.0387447072700321,"GO:1901658",1,"lightcoral"
"55/117 membrane lipid metabolic process",0.00111859917064355,"GO:0006643",1,"firebrick1"
"12/21 membrane lipid catabolic process",0.0475733590540959,"GO:0046466",1,"lightcoral"
"8/14 glycolipid catabolic process",0.0428653327624219,"GO:0016139;GO:0019377",1,"lightcoral"
"31/72 liposaccharide metabolic process",0.00988156139996992,"GO:0006664;GO:1903509",1,"firebrick1"
"282/680 carbohydrate derivative metabolic process",2.99858402285834e-09,"GO:1901135",1,"firebrick1"
"26/66 lipoprotein metabolic process",0.000470414843284126,"GO:0006497;GO:0042157;GO:0042158",1,"firebrick1"
"34/71 membrane lipid biosynthetic process",0.00373055316313588,"GO:0046467",1,"firebrick1"
"61/138 protein folding",0.0238432104395555,"GO:0006457",1,"lightcoral"
"8/11 regulation of inclusion body assembly",0.0489364420844231,"GO:0090083;GO:0090084",0,"skyblue2"
"5/7 Wnt protein secretion",0.0466307999587226,"GO:0061355",1,"lightcoral"
"24/49 negative regulation of NF-kappaB transcription factor activity",0.0352988220747677,"GO:0032088",0,"skyblue2"
"100/220 regulation of DNA-binding transcription factor activity",0.0189908716550779,"GO:0051090",0,"skyblue2"
"209/524 regulation of response to external stimulus",0.00163825051983542,"GO:0032101",0,"dodgerblue2"
"103/230 regulation of response to biotic stimulus",0.0253956894742078,"GO:0045088;GO:0002831",0,"skyblue2"
"5/8 positive regulation of RIG-I signaling pathway",0.0183067358418126,"GO:1900246",0,"skyblue2"
"107/240 regulation of cytokine production",0.0245309916853183,"GO:0001817",0,"skyblue2"
"9/15 regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway",0.0397808976862978,"GO:0039531;GO:0039535",0,"skyblue2"
"276/614 regulation of immune system process",0.00297679571488717,"GO:0002682",0,"dodgerblue2"
"23/61 regulation of defense response to virus",0.0385016409339115,"GO:0050688",0,"skyblue2"
"9/14 positive regulation of viral transcription",0.0064739183456618,"GO:0050434",0,"dodgerblue2"
"107/238 positive regulation of multi-organism process",0.00337963726357631,"GO:0043902",0,"dodgerblue2"
"29/60 positive regulation of viral process",0.0232396545741837,"GO:0048524;GO:1903902",0,"skyblue2"
"11/19 regulation of viral transcription",0.00269441420464858,"GO:0046782;GO:0043921;GO:0052472;GO:0052312",0,"dodgerblue2"
"20/44 interaction with symbiont",0.00423180446904674,"GO:0051702;GO:0051851",0,"dodgerblue2"
"29/63 modification of morphology or physiology of other organism",0.0140264415741844,"GO:0035821;GO:0051817",0,"skyblue2"
"7/10 positive regulation by host of viral transcription",0.0102376089139057,"GO:0043923",0,"skyblue2"
"10/33 negative regulation of viral process",0.00881058699660809,"GO:1903901;GO:0048525",0,"dodgerblue2"
"174/407 regulation of multi-organism process",0.000542476700300524,"GO:0043900",0,"dodgerblue2"
"46/127 negative regulation of multi-organism process",0.0440401413889607,"GO:0043901",0,"skyblue2"
"40/98 regulation of viral process",0.000744291922393805,"GO:1903900;GO:0050792",0,"dodgerblue2"
"49/128 regulation of symbiosis, encompassing mutualism through parasitism",0.0024015454949834,"GO:0043903",0,"dodgerblue2"
"20/54 regulation of viral genome replication",0.0489364420844231,"GO:0045069",0,"skyblue2"
"6/9 somatic sex determination",0.0156224462318002,"GO:0018993",0,"skyblue2"
"17/39 sex determination",0.00689772915211419,"GO:0007530",0,"dodgerblue2"
"11/22 germ-line sex determination",0.0126329955934406,"GO:0018992",0,"skyblue2"
"66/139 male sex differentiation",0.0249629631885327,"GO:0046661",0,"skyblue2"
"105/218 development of primary sexual characteristics",0.00794768523736396,"GO:0008406;GO:0045137",0,"dodgerblue2"
"35/76 development of primary male sexual characteristics",0.0214445508561834,"GO:0008584;GO:0046546",0,"skyblue2"
"76/153 regulation of small GTPase mediated signal transduction",0.0128335668095164,"GO:0046578;GO:0051056",0,"skyblue2"
"17/38 regulation of Rho protein signal transduction",0.000470414843284126,"GO:0035023",0,"dodgerblue2"
"10/12 positive regulation of Rho protein signal transduction",0.00284428397928576,"GO:0035025",0,"dodgerblue2"
"59/130 regulation of cell projection assembly",0.0387447072700321,"GO:0060491;GO:0120032",0,"skyblue2"
"10/22 positive regulation of cilium assembly",0.0164104006611529,"GO:0045724",0,"skyblue2"
"288/635 regulation of cellular component biogenesis",0.00295245057778503,"GO:0044087",0,"dodgerblue2"
"146/315 positive regulation of cellular component biogenesis",0.00032176557597338,"GO:0044089",0,"dodgerblue2"
"33/69 regulation of actomyosin structure organization",0.0376846316484773,"GO:0032231;GO:0051492;GO:0110020",0,"skyblue2"
"141/291 regulation of cytoskeleton organization",0.0363652621960742,"GO:0051493",0,"skyblue2"
"75/163 regulation of microtubule-based process",0.00764117328481727,"GO:0032886;GO:0070507",0,"dodgerblue2"
"26/50 regulation of microtubule polymerization or depolymerization",0.00462427202730819,"GO:0031110",0,"dodgerblue2"
"12/20 regulation of microtubule depolymerization",0.000798293963217587,"GO:0031114",0,"dodgerblue2"
"24/37 regulation of protein depolymerization",0.0453387012936134,"GO:1901879",0,"skyblue2"
"18/30 negative regulation of protein complex disassembly",0.0488557866239187,"GO:1901880;GO:0043242",0,"skyblue2"
"208/485 negative regulation of cellular component organization",0.0178592241514325,"GO:0051129",0,"skyblue2"
"11/14 negative regulation of microtubule depolymerization",0.000831854872729786,"GO:0007026",0,"dodgerblue2"
"125/284 negative regulation of organelle organization",0.0281615264663324,"GO:0010639",0,"skyblue2"
"28/67 smoothened signaling pathway",0.044308546998437,"GO:0007224",0,"skyblue2"
"279/629 localization of cell",0.0197678980092524,"GO:0016477;GO:0048870;GO:0051674",0,"skyblue2"
"30/61 sperm motility",0.0404125962429863,"GO:0030317;GO:0097722",0,"skyblue2"
"163/341 cell projection assembly",3.17503560091181e-07,"GO:0030031;GO:0044782;GO:0060271;GO:0120031",0,"dodgerblue2"
"11/27 motile cilium assembly",0.0170131874688383,"GO:0044458",0,"skyblue2"
"254/587 organelle assembly",0.0012192420513853,"GO:0070925",0,"dodgerblue2"
"25/56 non-motile cilium assembly",0.0494333139477413,"GO:1905515",0,"skyblue2"
"14/28 axonemal dynein complex assembly",0.00120301639962604,"GO:0070286",0,"dodgerblue2"
"7/13 inner dynein arm assembly",0.0198350330138284,"GO:0036159",0,"skyblue2"
"320/703 cytoskeleton organization",4.29600351622903e-09,"GO:0007010",0,"dodgerblue2"
"187/404 microtubule cytoskeleton organization",1.22830330633219e-08,"GO:0000226",0,"dodgerblue2"
"46/90 microtubule bundle formation",6.55792417506375e-08,"GO:0001578;GO:0035082",0,"dodgerblue2"
"97/218 microtubule-based movement",1.237085034095e-05,"GO:0007018",0,"dodgerblue2"
"32/61 cilium movement",0.000100803830131536,"GO:0003341",0,"dodgerblue2"
"254/544 microtubule-based process",1.14035874377306e-09,"GO:0007017",0,"dodgerblue2"
"78/175 response to mechanical stimulus",0.00241230010968316,"GO:0009612",0,"dodgerblue2"
"13/24 response to auditory stimulus",0.0351394651862504,"GO:0010996",0,"skyblue2"
"101/259 G protein-coupled receptor signaling pathway",0.0363156582374016,"GO:0007186",0,"skyblue2"
"30/77 sensory perception of pain",0.0410501083306594,"GO:0019233",0,"skyblue2"
"78/180 detection of stimulus",0.014387958685949,"GO:0051606",0,"skyblue2"
"52/120 detection of abiotic stimulus",0.0147845355091289,"GO:0009581;GO:0009582",0,"skyblue2"
"22/49 detection of visible light",0.0307877146843779,"GO:0009584",0,"skyblue2"
"32/76 detection of stimulus involved in sensory perception",0.00368306813701018,"GO:0050906",0,"dodgerblue2"
"4/6 calcium activated phosphatidylcholine scrambling",0.0276583661900871,"GO:0015705;GO:0061588;GO:0061590;GO:0061591",0,"skyblue2"
"23/48 detection of mechanical stimulus",0.0293550442839182,"GO:0050982",0,"skyblue2"
"72/150 developmental growth involved in morphogenesis",0.0160402214454204,"GO:0060560",0,"skyblue2"
"67/139 cell growth",0.0147768901252545,"GO:0016049;GO:0048588",0,"skyblue2"
"195/443 growth",0.000271201508859752,"GO:0048589;GO:0040007",0,"dodgerblue2"
"185/448 positive regulation of cell population proliferation",0.00589885147096985,"GO:0008284",0,"dodgerblue2"
"9/13 positive regulation of myoblast proliferation",0.00185207464557308,"GO:2000288;GO:2000291",0,"dodgerblue2"
"108/242 forebrain development",0.0144826645501393,"GO:0030900",0,"skyblue2"
"9/21 anatomical structure arrangement",0.00759276331645633,"GO:0048532",0,"dodgerblue2"
"283/670 central nervous system development",8.0444852859517e-07,"GO:0007417;GO:0007420;GO:0060322",0,"dodgerblue2"
"6/14 cranial nerve structural organization",0.00786763601381441,"GO:0021604",0,"dodgerblue2"
"5/16 parasympathetic nervous system development",0.0458917004398441,"GO:0021783;GO:0048486",0,"skyblue2"
"38/75 nerve development",0.00150841533075137,"GO:0021675",0,"dodgerblue2"
"24/54 cranial nerve development",0.0162651485479,"GO:0021545",0,"skyblue2"
"16/38 cranial nerve morphogenesis",0.0102770367560354,"GO:0021602",0,"skyblue2"
"25/78 regulation of response to drug",0.025994037991335,"GO:2001023",0,"skyblue2"
"53/137 regulation of cytosolic calcium ion concentration",0.0404284804680354,"GO:0051480",0,"skyblue2"
"36/97 regulation of circadian rhythm",0.00739531005991745,"GO:0042752",0,"dodgerblue2"
"4/13 regulation of circadian sleep/wake cycle, non-REM sleep",0.0295435191806607,"GO:0045188",0,"skyblue2"
"8/20 positive regulation of circadian sleep/wake cycle, sleep",0.0440401413889607,"GO:0045938",0,"skyblue2"
"58/175 regulation of behavior",0.0215270322391303,"GO:0050795",0,"skyblue2"
"105/220 regulation of synapse structure or activity",0.00791526882977517,"GO:0050807;GO:0050803",0,"dodgerblue2"
"8/15 regulation of synaptic activity",0.00287161647214102,"GO:0060025",0,"dodgerblue2"
"6/11 neuronal signal transduction",0.00858465182414395,"GO:0023041",0,"dodgerblue2"
"29/80 sensory perception of chemical stimulus",0.00358170699729022,"GO:0007606",0,"dodgerblue2"
"7/20 sensory perception of taste",0.0195248209030596,"GO:0050909",0,"skyblue2"
"31/79 neuromuscular process",0.014387045053598,"GO:0050905",0,"skyblue2"
"10/20 startle response",0.00513883997174005,"GO:0001964",0,"dodgerblue2"
"257/595 nervous system process",3.17503560091181e-07,"GO:0050877",0,"dodgerblue2"
"7/17 potassium ion homeostasis",0.0211897791340256,"GO:0055075",0,"skyblue2"
"136/332 sensory perception",8.5312968077216e-06,"GO:0007600",0,"dodgerblue2"
"69/151 sensory perception of mechanical stimulus",0.00630589519741786,"GO:0007605;GO:0050954",0,"dodgerblue2"
"10/17 magnesium ion homeostasis",0.0081419572791786,"GO:0010960",0,"dodgerblue2"
"34/73 regulation of cation channel activity",0.0110289089419944,"GO:2001257",0,"skyblue2"
"48/110 regulation of transporter activity",0.0214445508561834,"GO:0022898;GO:0032409;GO:0032412",0,"skyblue2"
"17/38 positive regulation of ion transmembrane transporter activity",0.0103864792686447,"GO:0032414;GO:2001259",0,"skyblue2"
"5/11 positive regulation of voltage-gated potassium channel activity",0.0464842154676895,"GO:0021633;GO:0048150;GO:0060372;GO:0086028;GO:0086069;GO:0086043;GO:0086050;GO:0086052;GO:0098914;GO:0099624;GO:1903818",0,"skyblue2"
"105/255 regulation of ion transport",0.0400526739411892,"GO:0043269",0,"skyblue2"
"47/135 positive regulation of ion transport",0.00794768523736396,"GO:0043270",0,"dodgerblue2"
"96/241 locomotory behavior",0.000597197459961415,"GO:0007626",0,"dodgerblue2"
"6/12 proboscis extension reflex",0.0219419714967262,"GO:0007637;GO:0051780;GO:0086015;GO:0086018;GO:0086070",0,"skyblue2"
"7/13 cell-cell signaling involved in cardiac conduction",0.0112309248003092,"GO:0086014;GO:0086019;GO:0086026;GO:0086066",0,"skyblue2"
"7/17 cell communication involved in cardiac conduction",0.0327661799503611,"GO:0086065",0,"skyblue2"
"9/19 regulation of heart rate by cardiac conduction",0.00783441579554056,"GO:0086091",0,"dodgerblue2"
"7/16 cardiac muscle cell membrane repolarization",0.0411657013171611,"GO:0086009;GO:0086011;GO:0086013;GO:0099622",0,"skyblue2"
"12/28 cardiac conduction",0.00786763601381441,"GO:0061337",0,"dodgerblue2"
"56/135 regulation of blood circulation",0.0276942177079832,"GO:0008016;GO:1903522",0,"skyblue2"
"123/296 regulation of system process",0.00848682918846895,"GO:0044057",0,"dodgerblue2"
"92/220 regulation of membrane potential",0.000856085765488564,"GO:0042391",0,"dodgerblue2"
"29/65 action potential",0.00248412249764714,"GO:0001508",0,"dodgerblue2"
"14/27 neuronal action potential",0.00436637853687165,"GO:0019228",0,"dodgerblue2"
"21/40 transmission of nerve impulse",0.0122134837958685,"GO:0019226",0,"skyblue2"
"26/55 multicellular organismal signaling",0.00397863799163107,"GO:0035637",0,"dodgerblue2"
"15/43 regulation of postsynaptic membrane potential",0.00476839874902697,"GO:0060078;GO:0060079;GO:0099565",0,"dodgerblue2"
"228/541 cell-cell signaling",0.000305779894908432,"GO:0007267",0,"dodgerblue2"
"139/308 synaptic signaling",0.000944452228651632,"GO:0007268;GO:0098916;GO:0099537;GO:0099536",0,"dodgerblue2"
"31/84 positive regulation of synaptic transmission",0.00504543459654527,"GO:0050806",0,"dodgerblue2"
"40/108 regulation of synaptic plasticity",0.0131051019173035,"GO:0048167",0,"skyblue2"
"91/242 modulation of chemical synaptic transmission",0.000713693290710856,"GO:0050804;GO:0099177",0,"dodgerblue2"
"63/148 reproductive behavior",0.000149203335676977,"GO:0019098",0,"dodgerblue2"
"7/10 male courtship behavior, veined wing extension",0.0081349240477856,"GO:0016545;GO:0048065;GO:0045433",0,"dodgerblue2"
"18/39 male courtship behavior",0.00136719158189164,"GO:0008049",0,"dodgerblue2"
"41/93 mating",7.11911586148334e-06,"GO:0007617;GO:0007618",0,"dodgerblue2"
"30/65 courtship behavior",1.83045792965248e-06,"GO:0007619;GO:0060179",0,"dodgerblue2"
"42/112 chemosensory behavior",0.00332234668588227,"GO:0007635",0,"dodgerblue2"
"289/694 behavior",9.79002932097671e-06,"GO:0007610",0,"dodgerblue2"
"72/145 learning",0.0351394651862504,"GO:0007612",0,"skyblue2"
"124/279 cognition",0.00083722190357507,"GO:0007611;GO:0050890",0,"dodgerblue2"
"7/13 medium-term memory",0.0351394651862504,"GO:0072375",0,"skyblue2"
"6/15 negative regulation of calcium-mediated signaling",0.0493088275729006,"GO:0050849",0,"skyblue2"
"51/110 circadian rhythm",0.0470449471835258,"GO:0007623",0,"skyblue2"
"73/156 rhythmic process",0.00337963726357631,"GO:0048511",0,"dodgerblue2"
"22/64 cellular response to ammonium ion",0.035109182049382,"GO:0071242",0,"skyblue2"
"162/379 cellular response to nitrogen compound",0.00391971362084849,"GO:1901699;GO:0071417",0,"dodgerblue2"
"38/100 cellular response to acid chemical",0.0224391133448629,"GO:0071229",0,"skyblue2"
"221/529 cellular response to oxygen-containing compound",0.00148471303049857,"GO:1901701",0,"dodgerblue2"
"222/529 response to hormone",0.0332392951615099,"GO:0009725",0,"skyblue2"
"132/314 cellular response to hormone stimulus",0.0087596696259032,"GO:0032870",0,"dodgerblue2"
"115/290 response to peptide",0.0410501083306594,"GO:0043434;GO:1901652",0,"skyblue2"
"83/202 cellular response to peptide",0.0400647635153121,"GO:0071375;GO:1901653",0,"skyblue2"
"33/75 response to calcium ion",0.0173986572711607,"GO:0051592",0,"skyblue2"
"16/33 cellular response to calcium ion",0.00205050406120598,"GO:0071277",0,"dodgerblue2"
"62/136 cellular response to inorganic substance",0.00038844505747149,"GO:0071241;GO:0071248",0,"dodgerblue2"
"7/19 cellular response to cadmium ion",0.0419327328303328,"GO:0071276",0,"skyblue2"
"10/24 exploration behavior",0.0284366422503455,"GO:0035640",0,"skyblue2"
"44/90 neuromuscular junction development",0.0386586543310119,"GO:0007528",0,"skyblue2"
"102/206 synapse organization",0.0300302399661729,"GO:0050808",0,"skyblue2"
"18/33 negative regulation of post-embryonic development",0.0126329955934406,"GO:0061064;GO:0048581",0,"skyblue2"
"155/396 muscle structure development",0.00910673908158466,"GO:0061061",0,"dodgerblue2"
"23/64 somatic muscle development",0.0193830126761729,"GO:0007525",0,"skyblue2"
"10/21 larval somatic muscle development",0.0169304280947298,"GO:0007526",0,"skyblue2"
"67/148 maintenance of cell number",0.023433231255805,"GO:0019827;GO:0098727",0,"skyblue2"
"7/14 neuronal stem cell population maintenance",0.0245919762339733,"GO:0097150",0,"skyblue2"
"27/78 regulation of epithelial cell differentiation",0.00995221852985365,"GO:0030856",0,"dodgerblue2"
"178/400 negative regulation of cell population proliferation",0.00121023573539563,"GO:0008285",0,"dodgerblue2"
"76/196 regulation of epithelial cell proliferation",0.0315708510502293,"GO:0050678",0,"skyblue2"
"123/331 negative regulation of phosphate metabolic process",0.0400647635153121,"GO:0001933;GO:0042326;GO:0045936;GO:0010563",0,"skyblue2"
"27/61 negative regulation of response to wounding",0.0212169400131273,"GO:1903035",0,"skyblue2"
"75/199 regulation of cellular response to growth factor stimulus",0.014876181323853,"GO:0090287",0,"skyblue2"
"63/152 regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.0199575695381683,"GO:0090092",0,"skyblue2"
"28/72 regulation of BMP signaling pathway",0.00220249950932838,"GO:0030510",0,"dodgerblue2"
"15/38 negative regulation of BMP signaling pathway",0.0232892051293173,"GO:0030514",0,"skyblue2"
"11/24 regulation of pathway-restricted SMAD protein phosphorylation",0.0252831850547608,"GO:0060393",0,"skyblue2"
"299/700 regulation of protein phosphorylation",0.00631044908155876,"GO:0001932",0,"dodgerblue2"
"9/15 positive regulation of pathway-restricted SMAD protein phosphorylation",0.0440401413889607,"GO:0010862",0,"skyblue2"
"30/59 transforming growth factor beta receptor signaling pathway",0.00693296696094095,"GO:0007179",0,"dodgerblue2"
"166/374 enzyme linked receptor protein signaling pathway",0.00221146067586032,"GO:0007167;GO:0007169",0,"dodgerblue2"
"46/97 transmembrane receptor protein serine/threonine kinase signaling pathway",0.0122170979412902,"GO:0007178",0,"skyblue2"
"274/628 cellular response to endogenous stimulus",0.000177060767371309,"GO:0071495",0,"dodgerblue2"
"131/303 response to growth factor",0.0198350330138284,"GO:0071363;GO:0070848",0,"skyblue2"
"43/91 response to transforming growth factor beta",0.0315535739483212,"GO:0071559;GO:0071560",0,"skyblue2"
"61/160 negative regulation of locomotion",0.0029459221000026,"GO:0040013;GO:0051271;GO:2000146;GO:0030336",0,"dodgerblue2"
"8/16 regulation of vascular associated smooth muscle cell migration",0.00986102832709398,"GO:1904752;GO:1904754",0,"dodgerblue2"
"18/41 regulation of smooth muscle cell migration",0.0440401413889607,"GO:0014910",0,"skyblue2"
"195/492 regulation of cellular component movement",0.000168587150523032,"GO:0030334;GO:2000145;GO:0051270",0,"dodgerblue2"
"231/590 regulation of locomotion",2.38905620225243e-06,"GO:0040012",0,"dodgerblue2"
"131/317 positive regulation of locomotion",0.0235559222457646,"GO:0040017",0,"skyblue2"
"6/7 positive regulation of superoxide anion generation",0.0275291573164275,"GO:0032930",1,"lightcoral"
"311/705 negative regulation of multicellular organismal process",0.000177060767371309,"GO:0051241;GO:0051093",0,"dodgerblue2"
"10/17 negative regulation of striated muscle cell differentiation",0.0299555273029741,"GO:0051154",0,"skyblue2"
"182/406 negative regulation of cell differentiation",0.0187162547384093,"GO:0045596",0,"skyblue2"
"21/37 negative regulation of muscle cell differentiation",0.00319891801418695,"GO:0051148",0,"dodgerblue2"
"54/113 regulation of muscle cell differentiation",0.00663111232199599,"GO:0051147",0,"dodgerblue2"
"25/65 regulation of striated muscle cell differentiation",0.0183188723353042,"GO:0051153",0,"skyblue2"
"77/210 negative regulation of growth",0.0165422872095658,"GO:0045926",0,"skyblue2"
"248/576 regulation of cell projection organization",0.000151624612148844,"GO:0010975;GO:0045664;GO:0120035;GO:0031344",0,"dodgerblue2"
"5/9 regulation of eye photoreceptor cell development",0.0363587499033765,"GO:0042478",1,"lightcoral"
"58/147 regulation of axonogenesis",0.0370776042356623,"GO:0050770",0,"skyblue2"
"142/324 regulation of cell morphogenesis",0.00462427202730819,"GO:0022604",0,"dodgerblue2"
"94/224 regulation of cell morphogenesis involved in differentiation",0.0489364420844231,"GO:0010769",0,"skyblue2"
"248/591 regulation of anatomical structure morphogenesis",3.32000873271444e-05,"GO:0022603",0,"dodgerblue2"
"248/557 positive regulation of cell differentiation",0.00786763601381441,"GO:0045597",0,"dodgerblue2"
"57/124 regulation of dendrite development",0.0170131874688383,"GO:0050773",0,"skyblue2"
"187/421 positive regulation of cell development",0.030451407945839,"GO:0010720;GO:0050769;GO:0051962",0,"skyblue2"
"337/752 regulation of nervous system development",0.00102153622824298,"GO:0060284;GO:0050767;GO:0051960",0,"dodgerblue2"
"81/198 regulation of cell size",0.0220721712305204,"GO:0008361",0,"skyblue2"
"167/410 regulation of developmental growth",0.00145942587758899,"GO:0048638",0,"dodgerblue2"
"91/216 positive regulation of developmental growth",0.00328268484368593,"GO:0048639",0,"dodgerblue2"
"124/294 positive regulation of growth",0.00786763601381441,"GO:0045927",0,"dodgerblue2"
"242/607 regulation of growth",0.000548881698644069,"GO:0040008",0,"dodgerblue2"
"32/73 positive regulation of multicellular organism growth",0.0400647635153121,"GO:0040018",0,"skyblue2"
"227/557 regulation of cellular localization",0.0152498745388075,"GO:0060341",0,"skyblue2"
"73/190 positive regulation of cellular protein localization",0.00663111232199599,"GO:1903829",0,"dodgerblue2"
"20/40 positive regulation of receptor-mediated endocytosis",0.0144646176877824,"GO:0048260",0,"skyblue2"
"222/550 positive regulation of transport",0.000143778826813862,"GO:0051050",0,"dodgerblue2"
"168/424 regulation of secretion",0.000856085765488564,"GO:1903530;GO:0051046",0,"dodgerblue2"
"87/230 positive regulation of secretion",0.0242399817466959,"GO:1903532;GO:0051047",0,"skyblue2"
"173/436 regulation of establishment of protein localization",0.00788129456965831,"GO:0090087;GO:0051223;GO:0070201",0,"dodgerblue2"
